Unnamed: 0,League,Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,League_new,gameid
4077,NACL 2023 Summer Playoffs,Round 2,FlyQuest Challengers,Disguised,0 - 1,2,13.14,Renekton,Kindred,Rumble,Tristana,LeBlanc,Jayce,Sejuani,Maokai,Kai'Sa,Jax,Yone,Poppy,Ziggs,Rell,Kog'Maw,Irelia,Rakan,Xayah,Leona,Akali,Jungle,Top,Mid,Bot,Support,Jungle,Bot,Top,Support,Mid,NACL,ESPORTSTMNT01_3399518
4078,NACL 2023 Summer Playoffs,Round 2,Team Liquid Challengers,Cincinnati Fear,0 - 2,2,13.14,Ziggs,Tristana,Seraphine,Maokai,Rumble,Poppy,Rakan,Kai'Sa,Sejuani,Xayah,Wukong,Renekton,Gangplank,Jayce,Kennen,Yone,Alistar,Ornn,Azir,Veigar,Support,Bot,Jungle,Top,Mid,Mid,Jungle,Top,Support,Bot,NACL,ESPORTSTMNT01_3399502
4079,NACL 2023 Summer Playoffs,Round 2,Team Liquid Challengers,Cincinnati Fear,0 - 1,2,13.14,Rumble,Tristana,Seraphine,Maokai,Kai'Sa,Poppy,Rell,Sejuani,Ziggs,Trundle,Kalista,Renekton,Gangplank,Yone,Azir,Jayce,Alistar,LeBlanc,Kennen,Zed,Support,Jungle,Bot,Mid,Top,Jungle,Bot,Top,Support,Mid,NACL,ESPORTSTMNT01_3399485
4080,NACL 2023 Summer Playoffs,Round 1,AOE Gold,Evil Geniuses Challengers,0 - 2,2,13.14,Maokai,Kindred,Poppy,Ziggs,Sejuani,Tristana,Rell,Xayah,LeBlanc,Kai'Sa,Rumble,Rakan,Jayce,Nocturne,Viego,Kennen,Jax,Lissandra,Wukong,Vi,Support,Bot,Top,Mid,Jungle,Bot,Mid,Support,Top,Jungle,NACL,ESPORTSTMNT04_2689216
4081,NACL 2023 Summer Playoffs,Round 1,AOE Gold,Evil Geniuses Challengers,0 - 1,2,13.14,Maokai,Kindred,Poppy,Ziggs,Sejuani,Tristana,Rell,Xayah,LeBlanc,Kai'Sa,Rumble,Rakan,Wukong,Viego,Jayce,Kennen,Jax,Jinx,Lee Sin,Nocturne,Support,Mid,Top,Bot,Jungle,Bot,Mid,Support,Top,Jungle,NACL,ESPORTSTMNT04_2690200
4082,NACL 2023 Summer Playoffs,Round 1,Maryville University,Wildcard Gaming,0 - 2,2,13.14,Rell,Tristana,Sejuani,Maokai,Kai'Sa,Jayce,Rumble,Xayah,Rakan,Kindred,Varus,Akshan,Neeko,Kha'Zix,Nautilus,Wukong,Lissandra,Leona,Syndra,Viego,Top,Jungle,Bot,Support,Mid,Bot,Support,Top,Mid,Jungle,NACL,ESPORTSTMNT04_2689203
4083,NACL 2023 Summer Playoffs,Round 1,Maryville University,Wildcard Gaming,0 - 1,2,13.14,Kindred,Tristana,Rumble,Maokai,Ivern,Jayce,Rell,Kai'Sa,Sejuani,Xayah,Azir,Gangplank,Aatrox,Bel'Veth,Poppy,Alistar,Rakan,Wukong,Gwen,Syndra,Support,Bot,Mid,Jungle,Top,Bot,Jungle,Top,Support,Mid,NACL,ESPORTSTMNT04_2691188
4084,NACL 2023 Summer Playoffs,Round 1,AOE Gold,Disguised,0 - 2,2,13.14,Poppy,Kindred,Maokai,Tristana,Rell,Sejuani,Rakan,Xayah,Rumble,Sion,Ziggs,LeBlanc,Wukong,Nautilus,Jayce,Lee Sin,Amumu,Lissandra,Viego,Trundle,Support,Top,Bot,Mid,Jungle,Bot,Top,Mid,Support,Jungle,NACL,ESPORTSTMNT01_3400334
4085,NACL 2023 Summer Playoffs,Round 1,Disguised,AOE Gold,1 - 0,1,13.14,Kindred,Maokai,Alistar,Poppy,Tristana,Kai'Sa,Sejuani,Xayah,Rakan,Rell,Rumble,Azir,Yone,Wukong,Aphelios,Sion,Ivern,Jinx,Akali,K'Sante,Jungle,Support,Top,Bot,Mid,Bot,Support,Mid,Jungle,Top,NACL,ESPORTSTMNT01_3399316
4086,NACL 2023 Summer Playoffs,Round 1,Evil Geniuses Challengers,FlyQuest Challengers,0 - 2,2,13.14,Jayce,LeBlanc,Kindred,Tristana,Xayah,Ivern,Sejuani,Azir,Kai'Sa,Jax,Rell,Poppy,Seraphine,Alistar,Ziggs,Rakan,Renekton,Ahri,Miss Fortune,Braum,Jungle,Top,Support,Mid,Bot,Mid,Bot,Jungle,Top,Support,NACL,ESPORTSTMNT01_3398307
4087,NACL 2023 Summer Playoffs,Round 1,FlyQuest Challengers,Evil Geniuses Challengers,1 - 0,1,13.14,Poppy,Jayce,LeBlanc,Kindred,Tristana,Rumble,Sejuani,Xayah,Rakan,Jax,Yone,Kennen,Kai'Sa,Nocturne,Karthus,Trundle,Rell,Kog'Maw,Leona,Cassiopeia,Jungle,Top,Mid,Bot,Support,Bot,Support,Top,Jungle,Mid,NACL,ESPORTSTMNT01_3399294
4088,NACL 2023 Summer Playoffs,Round 1,Wildcard Gaming,Cincinnati Fear,0 - 2,2,13.14,Seraphine,Rumble,Tristana,Kindred,Maokai,Karthus,Kai'Sa,Aphelios,Sejuani,Rell,Neeko,Renekton,Gangplank,Alistar,Viego,LeBlanc,Yone,Poppy,Wukong,Renata Glasc,Bot,Support,Mid,Top,Jungle,Bot,Jungle,Top,Mid,Support,NACL,ESPORTSTMNT04_2689104
4089,NACL 2023 Summer Playoffs,Round 1,Cincinnati Fear,Wildcard Gaming,1 - 0,1,13.14,Rumble,Seraphine,Kindred,Tristana,Karthus,Poppy,Kai'Sa,Rakan,Rell,Maokai,Nautilus,Xayah,Aatrox,Gangplank,Yasuo,Neeko,Orianna,Renekton,Jayce,Ornn,Bot,Jungle,Support,Top,Mid,Support,Jungle,Bot,Mid,Top,NACL,ESPORTSTMNT04_2690096
4090,NACL 2023 Summer Playoffs,Round 1,Maryville University,Team Liquid Challengers,0 - 2,2,13.14,Rell,Tristana,Ziggs,Maokai,Jayce,Sylas,Xayah,Poppy,Rakan,Nautilus,Azir,Jinx,Sejuani,Ahri,Jarvan IV,Kennen,LeBlanc,Vi,Aatrox,Fiora,Bot,Support,Mid,Jungle,Top,Jungle,Support,Bot,Mid,Top,NACL,ESPORTSTMNT04_2690094
4091,NACL 2023 Summer Playoffs,Round 1,Team Liquid Challengers,Maryville University,1 - 0,1,13.14,Pantheon,Tristana,Kai'Sa,Aphelios,Rumble,Xayah,Maokai,Rell,Sejuani,Jayce,Ziggs,Sylas,K'Sante,Olaf,Renekton,Jinx,Varus,Jax,Nautilus,Aatrox,Jungle,Mid,Bot,Top,Support,Support,Jungle,Mid,Bot,Top,NACL,ESPORTSTMNT04_2689091
4092,NACL 2023 Summer Promotion,Round 2,Team Liquid First,Maryville University,1 - 3,2,13.7,Jayce,Maokai,Xayah,Karthus,Vi,Lucian,Wukong,Rakan,Varus,Gragas,Jinx,Syndra,Olaf,Jarvan IV,Nautilus,Lee Sin,Sejuani,Annie,Rell,Pantheon,Jungle,Top,Bot,Mid,Support,Support,Bot,Mid,Jungle,Top,NACL,ESPORTSTMNT03_3141996
4093,NACL 2023 Summer Promotion,Round 2,Maryville University,Team Liquid First,2 - 1,2,13.7,Karthus,Gragas,Maokai,Annie,Nautilus,Rakan,Jayce,Lucian,Vi,Wukong,Kennen,Nami,Varus,Malphite,Zeri,Ahri,Taliyah,Caitlyn,Lux,Olaf,Mid,Jungle,Top,Bot,Support,Bot,Jungle,Support,Mid,Top,NACL,ESPORTSTMNT03_3141994
4094,NACL 2023 Summer Promotion,Round 2,Maryville University,Team Liquid First,2 - 0,1,13.7,Karthus,Gragas,Maokai,Annie,Nautilus,Rakan,Jayce,Kennen,Vi,Varus,Wukong,Zeri,Syndra,Ahri,Viktor,Lissandra,Lulu,Taliyah,Thresh,Orianna,Top,Bot,Jungle,Mid,Support,Top,Jungle,Bot,Support,Mid,NACL,ESPORTSTMNT03_3144019
4095,NACL 2023 Summer Promotion,Round 2,Team Liquid First,Maryville University,0 - 1,2,13.7,Jayce,Maokai,Rakan,Karthus,Annie,Nautilus,Gragas,Lucian,Nami,Zeri,Lulu,Vi,Kindred,Ahri,Wukong,Pantheon,Syndra,Kennen,Viego,Viktor,Mid,Bot,Support,Top,Jungle,Bot,Support,Jungle,Mid,Top,NACL,ESPORTSTMNT03_3145009
4096,NACL 2023 Summer Promotion,Round 2,Team Fish Taco,Supernova,1 - 3,2,13.7,Olaf,Gragas,Caitlyn,Wukong,Xayah,Varus,Annie,Ahri,Viego,Lee Sin,Aphelios,K'Sante,Urgot,Renata Glasc,Neeko,Jinx,Ashe,Malphite,Thresh,Braum,Mid,Jungle,Bot,Top,Support,Mid,Jungle,Top,Bot,Support,NACL,ESPORTSTMNT03_3141925
4097,NACL 2023 Summer Promotion,Round 2,Supernova,Team Fish Taco,2 - 1,2,13.7,Gragas,Varus,Vi,Caitlyn,Trundle,Olaf,Wukong,Jinx,Viego,Xayah,Rakan,Nautilus,Gwen,Urgot,K'Sante,Annie,Ahri,Sylas,Mordekaiser,Neeko,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Support,Mid,Top,NACL,ESPORTSTMNT03_3143946
4098,NACL 2023 Summer Promotion,Round 2,Team Fish Taco,Supernova,0 - 2,2,13.7,Caitlyn,Gragas,Ahri,Wukong,Xayah,Varus,Viktor,Annie,Viego,Aphelios,Vi,Olaf,Thresh,Lucian,Trundle,Zeri,Ashe,Sion,Rakan,Renata Glasc,Mid,Bot,Jungle,Top,Support,Mid,Jungle,Top,Bot,Support,NACL,ESPORTSTMNT03_3142944
4099,NACL 2023 Summer Promotion,Round 2,Supernova,Team Fish Taco,1 - 0,1,13.7,Gragas,Varus,Vi,Caitlyn,Viktor,Ahri,Wukong,Aphelios,Thresh,Xayah,Rakan,Annie,Olaf,Jarvan IV,Orianna,Urgot,Viego,Gwen,Syndra,Pantheon,Jungle,Bot,Support,Top,Mid,Bot,Support,Mid,Jungle,Top,NACL,ESPORTSTMNT03_3142937
4100,NACL 2023 Summer Promotion,Round 2,Team Tony Top,Team Fish Taco,3 - 2,1,13.7,Gragas,Varus,Vi,Lucian,Malphite,Lulu,Wukong,Aphelios,Viktor,Jinx,Thresh,Nautilus,Ahri,Maokai,Fiora,Sion,Poppy,Azir,Jax,Lee Sin,Jungle,Bot,Support,Mid,Top,Bot,Mid,Support,Top,Jungle,NACL,ESPORTSTMNT03_3142715
4101,NACL 2023 Summer Promotion,Round 2,Team Fish Taco,Team Tony Top,2 - 2,1,13.7,Lucian,Gragas,Lulu,Vi,Maokai,Varus,Wukong,Jinx,Thresh,Aphelios,Nautilus,Fiora,Malphite,Azir,Viktor,Viego,Sejuani,Trundle,Annie,Orianna,Jungle,Bot,Support,Top,Mid,Bot,Support,Top,Jungle,Mid,NACL,ESPORTSTMNT03_3141704
4102,NACL 2023 Summer Promotion,Round 2,Team Tony Top,Team Fish Taco,2 - 1,1,13.7,Gragas,Varus,Malphite,Lucian,Vi,Fiora,Wukong,Jinx,Lulu,Zeri,Rakan,Sion,Azir,Viktor,Jax,Maokai,Karthus,Gwen,Orianna,Urgot,Jungle,Bot,Support,Top,Mid,Bot,Support,Mid,Jungle,Top,NACL,ESPORTSTMNT03_3141703
4103,NACL 2023 Summer Promotion,Round 2,Team Tony Top,Team Fish Taco,1 - 1,1,13.7,Gragas,Varus,Sion,Lucian,Vi,Wukong,Maokai,Thresh,Aphelios,Jinx,Lulu,Jarvan IV,Jax,Viktor,Ahri,Malphite,Ornn,Azir,Fiora,Sylas,Jungle,Bot,Support,Mid,Top,Support,Bot,Jungle,Top,Mid,NACL,ESPORTSTMNT03_3143703
4104,NACL 2023 Summer Promotion,Round 2,Team Tony Top,Team Fish Taco,0 - 1,2,13.7,Gragas,Varus,Sion,Lucian,Maokai,Lulu,Wukong,Aphelios,Thresh,Zeri,Rakan,Vi,Jax,Viktor,Gwen,Veigar,Ahri,Azir,Kennen,Malphite,Jungle,Bot,Support,Mid,Top,Bot,Support,Jungle,Mid,Top,NACL,ESPORTSTMNT03_3142696
4105,NACL 2023 Summer Promotion,Round 2,AOE Gold,Maryville University,3 - 2,1,13.7,Gragas,Olaf,Rakan,Tristana,Varus,K'Sante,Jayce,Zeri,Annie,Maokai,Jinx,Jarvan IV,Thresh,Pantheon,Nautilus,Sylas,Kennen,Malphite,Tahm Kench,Blitzcrank,Mid,Jungle,Bot,Top,Support,Bot,Mid,Jungle,Top,Support,NACL,ESPORTSTMNT03_3143604
4106,NACL 2023 Summer Promotion,Round 2,Maryville University,AOE Gold,2 - 2,1,13.7,Olaf,Jayce,Tristana,Varus,K'Sante,Nami,Rakan,Xayah,Maokai,Zeri,Gragas,Rell,Pantheon,Yone,Lee Sin,Renekton,Gwen,Kennen,Wukong,Aatrox,Support,Bot,Mid,Top,Jungle,Bot,Jungle,Support,Top,Mid,NACL,ESPORTSTMNT03_3141605
4107,NACL 2023 Summer Promotion,Round 2,AOE Gold,Maryville University,2 - 1,2,13.7,Jayce,Tristana,Annie,Olaf,Xayah,K'Sante,Elise,Varus,Rakan,Lucian,Nami,Lee Sin,Yone,Vi,Cassiopeia,Ahri,LeBlanc,Renekton,Lissandra,Pantheon,Jungle,Bot,Support,Top,Mid,Bot,Support,Jungle,Mid,Top,NACL,ESPORTSTMNT03_3141599
4108,NACL 2023 Summer Promotion,Round 2,Maryville University,AOE Gold,0 - 2,2,13.7,K'Sante,Jayce,Rakan,Annie,Maokai,Nami,Varus,Elise,Tristana,Gragas,Lee Sin,Olaf,Gnar,Nautilus,Thresh,Blitzcrank,Aphelios,Pantheon,Karma,Rell,Bot,Mid,Jungle,Top,Support,Jungle,Mid,Top,Bot,Support,NACL,ESPORTSTMNT03_3141595
4109,NACL 2023 Summer Promotion,Round 2,AOE Gold,Maryville University,1 - 0,1,13.7,Jayce,Tristana,Annie,Elise,Xayah,Maokai,Gragas,Varus,Rakan,Zeri,K'Sante,Vi,Sylas,Ahri,Blitzcrank,Taliyah,Lee Sin,Olaf,Renata Glasc,Viktor,Jungle,Bot,Mid,Top,Support,Bot,Support,Jungle,Top,Mid,NACL,ESPORTSTMNT03_3141590
4110,NACL 2023 Summer Promotion,Round 1,FLY FAM,Team Liquid First,0 - 2,2,13.7,Elise,Rakan,Karthus,Gragas,Maokai,Jax,Annie,Wukong,Jinx,Lee Sin,K'Sante,Lissandra,Aphelios,Olaf,Zeri,Gwen,Kennen,Varus,Heimerdinger,Lulu,Mid,Jungle,Top,Bot,Support,Jungle,Bot,Mid,Top,Support,NACL,ESPORTSTMNT03_3142803
4111,NACL 2023 Summer Promotion,Round 1,FLY FAM,Team Liquid First,0 - 1,2,13.7,Elise,Rakan,Karthus,Gragas,Maokai,Jax,Lee Sin,Annie,Vi,Renekton,Ahri,Kennen,Tahm Kench,Nautilus,Aphelios,Blitzcrank,Zeri,Sivir,Lulu,Pyke,Jungle,Top,Mid,Bot,Support,Mid,Jungle,Top,Bot,Support,NACL,ESPORTSTMNT03_3142799
4112,NACL 2023 Summer Promotion,Round 1,Supernova,The Last Dance,2 - 1,1,13.7,Blitzcrank,Caitlyn,Rakan,Varus,Kindred,Annie,Ahri,Lissandra,Lee Sin,Thresh,Aphelios,Jinx,Wukong,Fiora,Olaf,Nautilus,Braum,Xin Zhao,Darius,Jax,Mid,Support,Bot,Jungle,Top,Mid,Jungle,Bot,Support,Top,NACL,ESPORTSTMNT03_3141782
4113,NACL 2023 Summer Promotion,Round 1,The Last Dance,Supernova,1 - 1,2,13.7,Caitlyn,Blitzcrank,Varus,Kindred,Wukong,Lee Sin,Gragas,Xayah,Rakan,Thresh,Jinx,Viego,Syndra,Olaf,Jarvan IV,Ahri,Annie,Lissandra,Graves,Mordekaiser,Top,Support,Bot,Mid,Jungle,Bot,Support,Jungle,Mid,Top,NACL,ESPORTSTMNT03_3143794
4114,NACL 2023 Summer Promotion,Round 1,The Last Dance,Supernova,1 - 0,1,13.7,Caitlyn,Blitzcrank,Varus,Kindred,Viego,Lee Sin,Gragas,Xayah,Rakan,Jinx,Thresh,Wukong,Graves,Olaf,Fiora,Ahri,Annie,Syndra,Jarvan IV,K'Sante,Top,Bot,Support,Mid,Jungle,Bot,Support,Jungle,Mid,Top,NACL,ESPORTSTMNT03_3142786
4115,NACL 2023 Summer Promotion,Round 1,Team Fish Taco,Team Liquid First,2 - 0,1,13.7,Karthus,Vi,Kindred,Varus,Gwen,Lulu,Gragas,Maokai,Tristana,Jinx,Thresh,Aphelios,Yasuo,Blitzcrank,Malphite,Pyke,Nautilus,Wukong,Viktor,K'Sante,Top,Bot,Support,Jungle,Mid,Jungle,Mid,Bot,Support,Top,NACL,ESPORTSTMNT03_3143497
4116,NACL 2023 Summer Promotion,Round 1,Team Fish Taco,Team Liquid First,1 - 0,1,13.7,Karthus,Vi,Kindred,Varus,Gwen,Lulu,Gragas,Elise,Tristana,Jinx,Sion,Aphelios,Yasuo,Fiora,Wukong,Thresh,K'Sante,Nautilus,Jayce,Blitzcrank,Jungle,Bot,Top,Support,Mid,Jungle,Mid,Bot,Top,Support,NACL,ESPORTSTMNT03_3141487
4117,NACL 2023 Summer Promotion,Round 1,Team Tony Top,FLY FAM,2 - 0,1,13.7,Gragas,Jayce,Rakan,Wukong,K'Sante,Zeri,Jax,Varus,Maokai,Lucian,Nami,Heimerdinger,Sejuani,Renekton,Vi,Tristana,Sion,Viego,Ahri,Taliyah,Top,Bot,Support,Jungle,Mid,Bot,Jungle,Support,Top,Mid,NACL,ESPORTSTMNT03_3141482
4118,NACL 2023 Summer Promotion,Round 1,Team Tony Top,FLY FAM,1 - 0,1,13.7,Gragas,Jayce,Rakan,Wukong,K'Sante,Varus,Zeri,Vi,Aphelios,Jax,Maokai,Ahri,Tristana,Renekton,Sylas,Thresh,Malphite,Lulu,Azir,Nautilus,Bot,Top,Jungle,Support,Mid,Jungle,Bot,Mid,Top,Support,NACL,ESPORTSTMNT03_3141473
4119,NACL 2023 Summer Promotion,Round 1,Maryville University,The Last Dance,2 - 0,1,13.7,Kindred,Elise,Blitzcrank,Varus,Rakan,Vi,Jayce,Gragas,Jinx,Maokai,Xayah,Thresh,Heimerdinger,Lee Sin,Gwen,K'Sante,Viego,Nautilus,Kennen,Sylas,Mid,Jungle,Bot,Support,Top,Top,Bot,Support,Jungle,Mid,NACL,ESPORTSTMNT03_3142390
4120,NACL 2023 Summer Promotion,Round 1,Maryville University,The Last Dance,1 - 0,1,13.7,Kindred,Elise,Blitzcrank,Varus,Rakan,Caitlyn,Jayce,Xayah,Gragas,Zeri,Annie,Vi,Wukong,K'Sante,Lee Sin,Malphite,Leona,Braum,Jarvan IV,Ahri,Top,Bot,Mid,Support,Jungle,Bot,Top,Jungle,Support,Mid,NACL,ESPORTSTMNT03_3143394
4121,NACL 2023 Summer Promotion,Round 1,Supernova,AOE Gold,0 - 2,2,13.7,Elise,Ahri,Rakan,Kindred,Gragas,Ashe,Varus,Maokai,Tristana,Wukong,Viktor,Olaf,Darius,Senna,Illaoi,Thresh,Yone,Renata Glasc,Dr. Mundo,Blitzcrank,Bot,Jungle,Mid,Support,Top,Jungle,Bot,Top,Mid,Support,NACL,ESPORTSTMNT03_3143390
4122,NACL 2023 Summer Promotion,Round 1,AOE Gold,Supernova,1 - 0,1,13.7,Ahri,Elise,Caitlyn,Rakan,Kindred,Maokai,Varus,Gragas,Jhin,Heimerdinger,K'Sante,Olaf,Karthus,Ashe,Jarvan IV,Wukong,Lux,Graves,Cassiopeia,Viktor,Bot,Support,Top,Jungle,Mid,Jungle,Bot,Top,Support,Mid,NACL,ESPORTSTMNT03_3141381
4123,NACL 2023 Summer,Week 6,AOE Gold,Team Liquid Challengers,0 - 2,2,13.13,Poppy,Tristana,Maokai,LeBlanc,Kennen,Kindred,Kai'Sa,Xayah,Rell,Rakan,Wukong,Nocturne,Azir,Ahri,Neeko,Akali,Annie,Rumble,Jayce,Ornn,Bot,Support,Jungle,Top,Mid,Bot,Support,Jungle,Mid,Top,NACL,ESPORTSTMNT03_3189707
4124,NACL 2023 Summer,Week 6,Team Liquid Challengers,AOE Gold,1 - 0,1,13.13,Ziggs,Poppy,Kindred,Maokai,Kai'Sa,Kennen,Tristana,LeBlanc,Rell,Xayah,Rakan,Aphelios,Rumble,Wukong,Ivern,Olaf,Sejuani,Trundle,Renekton,Jax,Mid,Bot,Support,Jungle,Top,Mid,Support,Bot,Jungle,Top,NACL,ESPORTSTMNT03_3191585
4125,NACL 2023 Summer,Week 6,Maryville University,Team Fish Taco,2 - 0,1,13.13,Kindred,LeBlanc,Rell,Tristana,Neeko,Jayce,Sejuani,Kai'Sa,Bel'Veth,Xayah,Rakan,Kennen,Renekton,Nautilus,Pantheon,Blitzcrank,Pyke,Azir,Irelia,Seraphine,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Top,Support,Mid,NACL,ESPORTSTMNT03_3190608
4126,NACL 2023 Summer,Week 6,Maryville University,Team Fish Taco,1 - 0,1,13.13,Kindred,Xayah,Rell,Ziggs,Neeko,Pantheon,Tristana,Kai'Sa,Sejuani,Maokai,Ashe,Jayce,Milio,Renekton,Braum,Sylas,Rumble,Ornn,Alistar,Nautilus,Mid,Jungle,Bot,Top,Support,Bot,Jungle,Mid,Top,Support,NACL,ESPORTSTMNT03_3190593
4127,NACL 2023 Summer,Week 6,Evil Geniuses Challengers,Disguised,0 - 2,2,13.13,Rumble,Kindred,Rell,Tristana,Kai'Sa,Poppy,Jayce,Maokai,Xayah,LeBlanc,Rakan,Irelia,Ivern,Nautilus,Lee Sin,Malphite,Kennen,Seraphine,Viego,Milio,Top,Mid,Support,Bot,Jungle,Jungle,Bot,Mid,Top,Support,NACL,ESPORTSTMNT03_3190609
4128,NACL 2023 Summer,Week 6,Disguised,Evil Geniuses Challengers,1 - 0,1,13.13,Kindred,Tristana,Xayah,LeBlanc,Sejuani,Rumble,Maokai,Jayce,Kai'Sa,Aphelios,Azir,Ivern,Alistar,Rell,Rakan,Jax,Nautilus,Braum,Renekton,K'Sante,Jungle,Bot,Mid,Support,Top,Mid,Bot,Jungle,Support,Top,NACL,ESPORTSTMNT03_3190595
4129,NACL 2023 Summer,Week 6,Wildcard Gaming,Cincinnati Fear,0 - 2,2,13.13,Seraphine,Kindred,Kai'Sa,Rumble,Rell,Maokai,Jayce,Tristana,Sejuani,Ivern,Leona,Renekton,Poppy,Ziggs,Gangplank,Milio,Alistar,Xayah,Jax,Veigar,Mid,Jungle,Support,Bot,Top,Mid,Jungle,Top,Support,Bot,NACL,ESPORTSTMNT03_3191542
4130,NACL 2023 Summer,Week 6,Wildcard Gaming,Cincinnati Fear,0 - 1,2,13.13,Seraphine,Kindred,Rell,Rumble,Kai'Sa,Neeko,Maokai,Tristana,Sejuani,Jayce,Varus,Sylas,Gangplank,Rakan,Milio,Olaf,Renekton,Poppy,Heimerdinger,Leona,Jungle,Mid,Bot,Top,Support,Bot,Jungle,Mid,Top,Support,NACL,ESPORTSTMNT03_3190566
4131,NACL 2023 Summer,Week 6,Supernova,FlyQuest Challengers,0 - 2,2,13.13,Xayah,Kindred,LeBlanc,Tristana,Maokai,Kai'Sa,Sejuani,Rell,Aphelios,Renekton,Ziggs,Gragas,Jayce,Ornn,Nautilus,Malphite,Viego,Alistar,Yone,Sylas,Jungle,Top,Bot,Support,Mid,Support,Bot,Top,Jungle,Mid,NACL,ESPORTSTMNT03_3190582
4132,NACL 2023 Summer,Week 6,Supernova,FlyQuest Challengers,0 - 1,2,13.13,Xayah,Kindred,LeBlanc,Tristana,Sejuani,Kai'Sa,Maokai,Jayce,Rell,Azir,Renekton,Ziggs,Alistar,Olaf,Nautilus,Jax,Ornn,Rakan,Draven,Leona,Jungle,Mid,Top,Support,Bot,Mid,Jungle,Bot,Top,Support,NACL,ESPORTSTMNT03_3189603
4133,NACL 2023 Summer,Week 6,Team Liquid Challengers,Evil Geniuses Challengers,1 - 1,1,13.13,Kindred,LeBlanc,Rumble,Tristana,Kai'Sa,Jayce,Xayah,Rell,Sejuani,Poppy,Rakan,Azir,Akali,Fiora,Yone,Jax,Aphelios,Ahri,Kennen,K'Sante,Bot,Jungle,Support,Mid,Top,Support,Jungle,Mid,Bot,Top,NACL,ESPORTSTMNT03_3189335
4134,NACL 2023 Summer,Week 6,Evil Geniuses Challengers,Team Liquid Challengers,1 - 0,1,13.13,Jayce,Tristana,Xayah,LeBlanc,Rell,Kai'Sa,Kindred,Lee Sin,Varus,Rakan,Ahri,Neeko,Ezreal,Blitzcrank,Jinx,Malphite,Nautilus,Seraphine,Jax,Gangplank,Jungle,Support,Mid,Bot,Top,Jungle,Bot,Mid,Support,Top,NACL,ESPORTSTMNT03_3190276
4135,NACL 2023 Summer,Week 6,Disguised,Wildcard Gaming,2 - 0,1,13.13,Kindred,LeBlanc,Neeko,Tristana,Jayce,Rell,Maokai,Xayah,Sejuani,Kai'Sa,Rumble,Rakan,Alistar,Ornn,Nautilus,Bel'Veth,Warwick,Aphelios,Renata Glasc,Qiyana,Jungle,Mid,Top,Bot,Support,Bot,Jungle,Support,Top,Mid,NACL,ESPORTSTMNT03_3190258
4136,NACL 2023 Summer,Week 6,Wildcard Gaming,Disguised,0 - 1,2,13.13,LeBlanc,Kindred,Rell,Jayce,Tristana,Neeko,Kai'Sa,Maokai,Xayah,Nautilus,Rumble,K'Sante,Bel'Veth,Rakan,Viego,Milio,Alistar,Wukong,Azir,Akali,Bot,Support,Top,Jungle,Mid,Jungle,Bot,Top,Support,Mid,NACL,ESPORTSTMNT03_3191192
4137,NACL 2023 Summer,Week 6,AOE Gold,Supernova,2 - 0,1,13.13,Maokai,LeBlanc,Renekton,Kindred,Darius,Tristana,Kai'Sa,Rell,Sejuani,Alistar,Wukong,Olaf,Rumble,Xayah,Garen,Sylas,Draven,Azir,Sion,Syndra,Bot,Support,Jungle,Mid,Top,Support,Jungle,Top,Bot,Mid,NACL,ESPORTSTMNT03_3191207
4138,NACL 2023 Summer,Week 6,Supernova,AOE Gold,0 - 1,2,13.13,Rumble,Renekton,Sejuani,Maokai,Kindred,Tristana,Kai'Sa,Xayah,Rell,Ivern,Jayce,LeBlanc,Alistar,Jax,Nautilus,Malphite,Wukong,Rakan,Darius,Dr. Mundo,Bot,Jungle,Mid,Support,Top,Bot,Support,Mid,Jungle,Top,NACL,ESPORTSTMNT03_3191189
4139,NACL 2023 Summer,Week 6,Team Fish Taco,FlyQuest Challengers,0 - 2,2,13.13,Olaf,Kindred,Poppy,Tristana,Jayce,Neeko,Sejuani,Kai'Sa,Rell,Xayah,Rakan,K'Sante,Jax,Nocturne,Gwen,Maokai,Leona,Renekton,Ahri,Azir,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Top,Support,Mid,NACL,ESPORTSTMNT03_3189271
4140,NACL 2023 Summer,Week 6,FlyQuest Challengers,Team Fish Taco,1 - 0,1,13.13,Neeko,Jayce,Tristana,Kindred,Rell,Poppy,Sejuani,Maokai,Kai'Sa,Xayah,Rakan,Renekton,Azir,LeBlanc,Olaf,Nautilus,Blitzcrank,Jax,Yone,Ahri,Jungle,Bot,Support,Top,Mid,Jungle,Bot,Top,Support,Mid,NACL,ESPORTSTMNT03_3190187
4143,NACL 2023 Summer,Week 6,Team Fish Taco,Team Liquid Challengers,0 - 2,2,13.13,Ziggs,Kindred,Tristana,Kai'Sa,LeBlanc,Jayce,Neeko,Xayah,Poppy,Sejuani,Rumble,Rakan,Rell,Yasuo,Aphelios,Renekton,Vladimir,Jinx,Milio,Azir,Mid,Jungle,Top,Bot,Support,Bot,Jungle,Support,Top,Mid,NACL,ESPORTSTMNT03_3188799
