Unnamed: 0,League,Phase,Blue,Red,Score,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,league_code,gameid,Winner,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5
65,2024_Mid-Season_Invitational,Play-In Day 3,Fnatic,Top Esports,1 - 1,14.8,Draven,Vi,Senna,Azir,Ashe,Volibear,Kalista,Varus,Xin Zhao,Viego,Renata Glasc,Rumble,Taliyah,Renekton,Zac,Galio,K'Sante,LeBlanc,Camille,Ahri,MSI,11043-11043_game_2,1,Bot,Jungle,Support,Mid,Top,Bot,Jungle,Support,Top,Mid
66,2024_Mid-Season_Invitational,Play-In Day 3,Top Esports,Fnatic,1 - 0,14.8,Vi,Draven,Azir,Senna,Kalista,Varus,Lucian,Aphelios,Xin Zhao,Nami,K'Sante,Lulu,Jax,Taliyah,Lee Sin,Zac,Sion,Ahri,Viego,LeBlanc,MSI,11043-11043_game_1,1,Bot,Support,Top,Mid,Jungle,Bot,Jungle,Support,Top,Mid
67,2024_Mid-Season_Invitational,Play-In Day 3,FlyQuest,T1,0 - 2,14.8,Vi,Senna,Twisted Fate,Orianna,Renata Glasc,Lucian,Nautilus,Kalista,Taliyah,Varus,Azir,Sejuani,Viego,Rumble,Xin Zhao,Rell,Ashe,Wukong,Gragas,K'Sante,MSI,11042-11042_game_2,2,Support,Bot,Mid,Jungle,Top,Bot,Mid,Jungle,Support,Top
68,2024_Mid-Season_Invitational,Play-In Day 3,T1,FlyQuest,1 - 0,14.8,Nautilus,Vi,Urgot,Twisted Fate,Kalista,K'Sante,Senna,Varus,Orianna,Azir,Tahm Kench,Renata Glasc,Jarvan IV,Lee Sin,Xin Zhao,Udyr,Graves,Viego,Ornn,Zac,MSI,11042-11042_game_1,1,Bot,Mid,Support,Jungle,Top,Bot,Mid,Support,Jungle,Top
69,2024_Mid-Season_Invitational,Play-In Day 2,LOUD,Top Esports,0 - 2,14.8,Vi,Jax,Rumble,Taliyah,Ahri,Senna,Varus,Kalista,Azir,Nautilus,Aurelion Sol,Renata Glasc,Olaf,K'Sante,Lee Sin,Renekton,Xin Zhao,Poppy,Zac,Ornn,MSI,11041-11041_game_2,2,Bot,Support,Mid,Jungle,Top,Bot,Mid,Support,Jungle,Top
70,2024_Mid-Season_Invitational,Play-In Day 2,Top Esports,LOUD,1 - 0,14.8,Jax,Vi,Olaf,Ahri,Kalista,Rumble,Senna,Nautilus,Taliyah,Tahm Kench,Azir,Varus,Aatrox,Xin Zhao,Lee Sin,Sejuani,Renekton,Viego,K'Sante,Wukong,MSI,11041-11041_game_1,1,Bot,Support,Mid,Jungle,Top,Support,Mid,Bot,Top,Jungle
71,2024_Mid-Season_Invitational,Play-In Day 2,GAM Esports,Fnatic,0 - 2,14.8,Lucian,Senna,Varus,Rumble,Vi,Kalista,Tristana,Xayah,Rakan,Zeri,Veigar,Xin Zhao,Maokai,Hwei,Karthus,Azir,Taliyah,Brand,K'Sante,Twisted Fate,MSI,11040-11040_game_2,2,Mid,Bot,Support,Jungle,Top,Bot,Support,Jungle,Mid,Top
72,2024_Mid-Season_Invitational,Play-In Day 2,Fnatic,GAM Esports,1 - 0,14.8,Senna,Lucian,Nocturne,Varus,Draven,Kalista,Vi,Rumble,Tristana,Xayah,Rakan,Maokai,Azir,Nautilus,Taliyah,Lulu,Zeri,Ornn,Hwei,Twisted Fate,MSI,11040-11040_game_1,1,Jungle,Bot,Support,Top,Mid,Support,Mid,Jungle,Bot,Top
73,2024_Mid-Season_Invitational,Play-In Day 1,Estral Esports,T1,0 - 2,14.8,Senna,Vi,Twisted Fate,Sejuani,Varus,Neeko,Ashe,Kalista,Orianna,Draven,Lee Sin,Rumble,Taliyah,Nocturne,Udyr,Jarvan IV,K'Sante,Aatrox,Ahri,Viego,MSI,11039-11039_game_2,2,Support,Bot,Jungle,Top,Mid,Bot,Mid,Support,Top,Jungle
74,2024_Mid-Season_Invitational,Play-In Day 1,T1,Estral Esports,1 - 0,14.8,Vi,Senna,Nautilus,Twisted Fate,Sejuani,Ashe,Kalista,Draven,Ahri,Neeko,Lee Sin,Rell,Azir,Xin Zhao,Renata Glasc,Rumble,Volibear,Orianna,K'Sante,Yone,MSI,11039-11039_game_1,1,Bot,Support,Jungle,Mid,Top,Bot,Mid,Support,Jungle,Top
75,2024_Mid-Season_Invitational,Play-In Day 1,TALON,FlyQuest,1 - 2,14.8,Lee Sin,Vi,Renekton,Ahri,Lucian,Taliyah,Kalista,Varus,Orianna,Karma,Xin Zhao,Nautilus,Renata Glasc,Urgot,Rumble,Twisted Fate,Sejuani,K'Sante,Rell,Olaf,MSI,11038-11038_game_3,2,Bot,Mid,Jungle,Top,Support,Bot,Mid,Support,Jungle,Top
76,2024_Mid-Season_Invitational,Play-In Day 1,FlyQuest,TALON,1 - 1,14.8,Vi,Lee Sin,Ahri,Renekton,Renata Glasc,Nautilus,Lucian,Kalista,Ashe,Nami,Taliyah,Azir,Poppy,Wukong,Xin Zhao,Volibear,Sejuani,Maokai,Urgot,K'Sante,MSI,11038-11038_game_2,1,Bot,Support,Mid,Jungle,Top,Bot,Support,Mid,Jungle,Top
77,2024_Mid-Season_Invitational,Play-In Day 1,FlyQuest,TALON,0 - 1,14.8,Vi,Lee Sin,Ahri,Renekton,Kalista,Varus,Nautilus,Senna,Tahm Kench,Jinx,Taliyah,Azir,Viego,Xin Zhao,Poppy,Wukong,Rumble,Sejuani,Urgot,Jarvan IV,MSI,11038-11038_game_1,2,Support,Bot,Mid,Jungle,Top,Bot,Support,Mid,Top,Jungle
78,2024_Season_World_Championship_Main_Event,Finals,Bilibili Gaming,T1,2 - 3,14.18,Varus,Aurora,Ashe,Yone,Skarner,Kalista,Jax,Gragas,Galio,Kai'Sa,Ahri,Xayah,Wukong,Rakan,Kindred,Renata Glasc,Poppy,Jarvan IV,Rell,Xin Zhao,WLDs,LOLTMNT05_90307,2,Top,Bot,Mid,Jungle,Support,Top,Mid,Bot,Support,Jungle
79,2024_Season_World_Championship_Main_Event,Finals,T1,Bilibili Gaming,2 - 2,14.18,Jax,Aurora,Yone,Skarner,Varus,Kalista,Ashe,Gnar,Ziggs,Renata Glasc,Sylas,Smolder,Vi,Blitzcrank,Nocturne,Xin Zhao,Sejuani,Rumble,Poppy,Rakan,WLDs,LOLTMNT05_91214,1,Bot,Support,Mid,Top,Jungle,Top,Bot,Mid,Jungle,Support
80,2024_Season_World_Championship_Main_Event,Finals,Bilibili Gaming,T1,2 - 1,14.18,Varus,Aurora,Ashe,Yone,Skarner,Neeko,Kalista,Jax,Renata Glasc,Rumble,Blitzcrank,Sylas,Akali,Sejuani,Wukong,Draven,Vi,Kindred,Galio,Xayah,WLDs,LOLTMNT05_90306,1,Bot,Top,Support,Jungle,Mid,Top,Support,Mid,Jungle,Bot
81,2024_Season_World_Championship_Main_Event,Finals,T1,Bilibili Gaming,1 - 1,14.18,Jax,Aurora,Yone,Skarner,Varus,Vi,Kalista,Ashe,Rumble,Renata Glasc,Sylas,Galio,Gnar,Kindred,Sejuani,Wukong,Xin Zhao,Ornn,Nocturne,Rakan,WLDs,LOLTMNT05_91213,1,Bot,Support,Mid,Top,Jungle,Bot,Top,Mid,Jungle,Support
82,2024_Season_World_Championship_Main_Event,Finals,T1,Bilibili Gaming,0 - 1,14.18,Jax,Aurora,Kai'Sa,Vi,Kalista,Varus,Yone,Ashe,Skarner,Gnar,Sejuani,Sylas,Ziggs,Renata Glasc,Jhin,Rakan,Rumble,Caitlyn,Braum,Rell,WLDs,LOLTMNT05_90304,2,Mid,Top,Jungle,Bot,Support,Bot,Jungle,Mid,Top,Support
83,2024_Season_World_Championship_Main_Event,Semifinals,Gen.G,T1,1 - 3,14.18,Kalista,Yone,Xayah,Smolder,Sylas,Aurora,Ashe,Varus,Skarner,Nidalee,Tristana,Jax,K'Sante,Bard,Braum,Orianna,Ahri,Poppy,Maokai,Pyke,WLDs,LOLTMNT05_90107,2,Bot,Jungle,Mid,Top,Support,Bot,Jungle,Top,Mid,Support
84,2024_Season_World_Championship_Main_Event,Semifinals,T1,Gen.G,2 - 1,14.18,Nidalee,Xayah,Smolder,Kalista,Yone,Aurora,Ashe,Jax,Ahri,Renata Glasc,Gragas,Nocturne,Kindred,Kai'Sa,Sylas,Twitch,Ezreal,Akali,Vi,Rell,WLDs,LOLTMNT05_91068,1,Bot,Support,Top,Mid,Jungle,Top,Mid,Jungle,Bot,Support
85,2024_Season_World_Championship_Main_Event,Semifinals,Gen.G,T1,1 - 1,14.18,Kalista,Yone,Xayah,Smolder,Ashe,Aurora,Skarner,Caitlyn,Kindred,Jax,Ahri,Braum,Lulu,Galio,Renata Glasc,Orianna,Maokai,Kai'Sa,Rell,Sylas,WLDs,LOLTMNT05_91067,1,Jungle,Top,Mid,Bot,Support,Bot,Jungle,Support,Top,Mid
86,2024_Season_World_Championship_Main_Event,Semifinals,T1,Gen.G,1 - 0,14.18,Nidalee,Aurora,Smolder,Kalista,Jax,Xayah,Yone,Skarner,Renekton,Ashe,Renata Glasc,Sylas,Sejuani,Blitzcrank,Rumble,Ezreal,Ziggs,Vi,Gragas,Leona,WLDs,LOLTMNT05_90106,1,Mid,Bot,Support,Jungle,Top,Jungle,Top,Mid,Bot,Support
87,2024_Season_World_Championship_Main_Event,Semifinals,Weibo Gaming,Bilibili Gaming,0 - 3,14.18,Sylas,Aurora,Kalista,Orianna,Rakan,Ashe,Yone,Jax,Skarner,Ezreal,Maokai,Kai'Sa,Gnar,Ahri,Brand,Smolder,Akali,Rumble,Sejuani,Alistar,WLDs,LOLTMNT05_91047,2,Mid,Bot,Support,Top,Jungle,Top,Jungle,Bot,Mid,Support
88,2024_Season_World_Championship_Main_Event,Semifinals,Weibo Gaming,Bilibili Gaming,0 - 2,14.18,Sylas,Aurora,Rakan,Orianna,Yone,Ashe,Kalista,Jax,Skarner,Maokai,Renata Glasc,Ziggs,Brand,Smolder,Gnar,Cassiopeia,Rell,Lucian,Elise,Syndra,WLDs,LOLTMNT05_90079,2,Bot,Top,Support,Mid,Jungle,Top,Jungle,Bot,Support,Mid
89,2024_Season_World_Championship_Main_Event,Semifinals,Weibo Gaming,Bilibili Gaming,0 - 1,14.18,Sylas,Aurora,Rakan,Orianna,Ashe,Maokai,Yone,Jax,Skarner,Kalista,Renata Glasc,Smolder,K'Sante,Ziggs,Gnar,Kai'Sa,Varus,Poppy,Brand,Neeko,WLDs,LOLTMNT05_90077,2,Mid,Bot,Support,Top,Jungle,Top,Jungle,Mid,Bot,Support
90,2024_Season_World_Championship_Main_Event,Quarterfinals,FlyQuest,Gen.G,2 - 3,14.18,Aurora,Ivern,Nidalee,Ashe,Jax,Amumu,Yone,Skarner,Smolder,Fiddlesticks,Kalista,Rumble,Galio,Rakan,Rell,Miss Fortune,Ziggs,Sett,Alistar,Maokai,WLDs,LOLTMNT05_88951,2,Mid,Jungle,Bot,Top,Support,Jungle,Mid,Top,Bot,Support
91,2024_Season_World_Championship_Main_Event,Quarterfinals,Gen.G,FlyQuest,2 - 2,14.18,Seraphine,Aurora,Ivern,Yone,Skarner,Jax,Ashe,Ezreal,Orianna,Nidalee,Tristana,Rakan,Rell,Xin Zhao,Nautilus,Vi,Renekton,Maokai,K'Sante,Sejuani,WLDs,LOLTMNT05_88950,1,Bot,Jungle,Mid,Support,Top,Bot,Mid,Support,Top,Jungle
92,2024_Season_World_Championship_Main_Event,Quarterfinals,FlyQuest,Gen.G,2 - 1,14.18,Aurora,Ashe,Jax,Ivern,Kalista,Yone,Skarner,Sejuani,Ezreal,Kai'Sa,Rakan,Sylas,Olaf,K'Sante,Orianna,Rell,Renekton,Urgot,Zeri,Braum,WLDs,LOLTMNT05_88948,1,Jungle,Bot,Support,Top,Mid,Jungle,Bot,Mid,Top,Support
93,2024_Season_World_Championship_Main_Event,Quarterfinals,Gen.G,FlyQuest,1 - 1,14.18,Seraphine,Aurora,Ivern,Yone,Skarner,Nocturne,Ashe,Orianna,Ezreal,Nidalee,Jax,Rakan,Tristana,Xin Zhao,Rell,Vi,Nunu & Willump,Nautilus,Kassadin,Renekton,WLDs,LOLTMNT05_88947,1,Bot,Jungle,Top,Support,Mid,Mid,Bot,Support,Jungle,Top
94,2024_Season_World_Championship_Main_Event,Quarterfinals,Gen.G,FlyQuest,0 - 1,14.18,Ivern,Aurora,Renekton,Yone,Orianna,Ezreal,Skarner,Ashe,Seraphine,Rumble,Ahri,Galio,Rell,Cassiopeia,Rakan,Amumu,Xin Zhao,Jinx,Leona,Alistar,WLDs,LOLTMNT05_88946,2,Jungle,Top,Mid,Bot,Support,Bot,Mid,Top,Jungle,Support
95,2024_Season_World_Championship_Main_Event,Quarterfinals,Top Esports,T1,0 - 3,14.18,Rakan,Yone,Kalista,Aurora,Rumble,Skarner,Sylas,Gnar,Galio,Xin Zhao,Kai'Sa,Xayah,Jax,Renata Glasc,Rell,Vi,Poppy,Kennen,Leona,Pyke,WLDs,LOLTMNT05_88932,2,Mid,Jungle,Bot,Top,Support,Top,Mid,Bot,Jungle,Support
96,2024_Season_World_Championship_Main_Event,Quarterfinals,Top Esports,T1,0 - 2,14.18,Gnar,Yone,Kalista,Aurora,Sejuani,Skarner,Sylas,Rumble,Rakan,Ezreal,Rell,Xayah,Renekton,Orianna,K'Sante,Tristana,Xin Zhao,Galio,Viego,Ahri,WLDs,LOLTMNT05_89870,2,Mid,Bot,Support,Top,Jungle,Top,Support,Bot,Jungle,Mid
97,2024_Season_World_Championship_Main_Event,Quarterfinals,Top Esports,T1,0 - 1,14.18,Gnar,Yone,Kalista,Aurora,Vi,Skarner,Rumble,Sylas,Sejuani,Ivern,Tristana,Camille,Ezreal,Ashe,Poppy,Rakan,Caitlyn,Leona,Miss Fortune,Bard,WLDs,LOLTMNT05_89869,2,Top,Jungle,Mid,Support,Bot,Mid,Jungle,Top,Bot,Support
98,2024_Season_World_Championship_Main_Event,Quarterfinals,Hanwha Life Esports,Bilibili Gaming,1 - 3,14.18,Kalista,Aurora,Skarner,Yone,Ashe,Sejuani,Sylas,Jax,Rakan,Poppy,Gnar,Kai'Sa,Ezreal,Wukong,Xayah,Vi,Kindred,Miss Fortune,Rell,Galio,WLDs,LOLTMNT05_88905,2,Mid,Jungle,Top,Bot,Support,Top,Support,Bot,Jungle,Mid
99,2024_Season_World_Championship_Main_Event,Quarterfinals,Hanwha Life Esports,Bilibili Gaming,1 - 2,14.18,Kalista,Aurora,Skarner,Yone,Vi,Ezreal,Jax,Sylas,Ashe,Ahri,Nocturne,Gnar,Kai'Sa,Sejuani,Twitch,Renata Glasc,Rakan,Zeri,Rell,Wukong,WLDs,LOLTMNT05_89857,2,Top,Mid,Jungle,Bot,Support,Mid,Bot,Top,Support,Jungle
100,2024_Season_World_Championship_Main_Event,Quarterfinals,Bilibili Gaming,Hanwha Life Esports,1 - 1,14.18,Poppy,Aurora,Sylas,Renekton,Jax,Vi,Yone,Skarner,Gnar,Sejuani,Rumble,Ahri,Ashe,Kalista,Rell,Ezreal,Kai'Sa,Xayah,Rakan,Alistar,WLDs,LOLTMNT05_89856,1,Mid,Jungle,Top,Bot,Support,Jungle,Top,Mid,Bot,Support
101,2024_Season_World_Championship_Main_Event,Quarterfinals,Hanwha Life Esports,Bilibili Gaming,1 - 0,14.18,Kalista,Aurora,Renekton,Yone,Skarner,Jax,Sylas,Ahri,Vi,Gnar,Poppy,Rumble,Xayah,Kai'Sa,Sejuani,Ashe,Rell,Ezreal,Alistar,Miss Fortune,WLDs,LOLTMNT05_88903,1,Mid,Top,Jungle,Bot,Support,Mid,Jungle,Top,Support,Bot
102,2024_Season_World_Championship_Main_Event,Quarterfinals,LNG Esports,Weibo Gaming,1 - 3,14.18,Kalista,Rumble,Skarner,Sylas,Gnar,Ziggs,Yone,Jax,Aurora,Renekton,Sejuani,Ezreal,Kai'Sa,Braum,Ashe,Leona,Rakan,Jhin,Nautilus,Maokai,WLDs,LOLTMNT05_89824,2,Mid,Top,Jungle,Bot,Support,Top,Mid,Bot,Support,Jungle
103,2024_Season_World_Championship_Main_Event,Quarterfinals,Weibo Gaming,LNG Esports,2 - 1,14.18,Rumble,Aurora,Neeko,Yone,Sylas,Skarner,Ashe,Nocturne,Ahri,Gnar,Braum,Jax,LeBlanc,Rakan,Brand,Ezreal,Kai'Sa,Orianna,Maokai,Alistar,WLDs,LOLTMNT05_88881,1,Bot,Top,Support,Mid,Jungle,Jungle,Mid,Top,Bot,Support
104,2024_Season_World_Championship_Main_Event,Quarterfinals,LNG Esports,Weibo Gaming,1 - 1,14.18,Kalista,Rumble,Skarner,Neeko,Renekton,Ziggs,Yone,Aurora,Ashe,Sejuani,Jax,K'Sante,Kai'Sa,Braum,Rakan,Poppy,Amumu,Ezreal,Leona,Renata Glasc,WLDs,LOLTMNT05_89823,1,Mid,Jungle,Top,Bot,Support,Mid,Bot,Top,Jungle,Support
105,2024_Season_World_Championship_Main_Event,Quarterfinals,Weibo Gaming,LNG Esports,1 - 0,14.18,Rumble,Yone,Neeko,Aurora,Sylas,Ezreal,Skarner,Ahri,Renekton,Ashe,Orianna,Nocturne,Braum,Kai'Sa,Jax,Ziggs,Jhin,Gnar,Rakan,Rell,WLDs,LOLTMNT05_89822,1,Jungle,Bot,Mid,Top,Support,Mid,Top,Jungle,Bot,Support
106,2024_Season_World_Championship_Main_Event,Round 5,FlyQuest,Team Liquid,2 - 1,14.18,Neeko,Renekton,Ziggs,Ivern,Jax,Orianna,Skarner,Sejuani,Rumble,Galio,Yone,Kled,Renata Glasc,Rakan,Ashe,Kalista,Kai'Sa,Xayah,Rell,Alistar,WLDs,LOLTMNT05_89656,1,Jungle,Top,Mid,Bot,Support,Jungle,Top,Mid,Bot,Support
107,2024_Season_World_Championship_Main_Event,Round 5,Team Liquid,FlyQuest,1 - 1,14.18,Renekton,Ziggs,Ivern,Neeko,Orianna,Skarner,Nocturne,K'Sante,Ahri,Tristana,Rumble,Kalista,Ashe,Renata Glasc,Kai'Sa,Leona,Vi,Xayah,Rakan,Senna,WLDs,LOLTMNT05_89655,1,Jungle,Mid,Top,Bot,Support,Top,Mid,Bot,Jungle,Support
108,2024_Season_World_Championship_Main_Event,Round 5,FlyQuest,Team Liquid,1 - 0,14.18,Ziggs,Ivern,Kai'Sa,Renekton,Neeko,Leona,Skarner,Xin Zhao,Jax,Orianna,Ashe,Syndra,Renata Glasc,Lucian,Urgot,Rell,Jhin,K'Sante,Lulu,Tahm Kench,WLDs,LOLTMNT05_89647,1,Jungle,Mid,Bot,Top,Support,Jungle,Top,Mid,Bot,Support
109,2024_Season_World_Championship_Main_Event,Round 5,Bilibili Gaming,G2 Esports,2 - 1,14.18,Poppy,Jax,Gnar,Ahri,Yone,Aurora,Skarner,Xin Zhao,Renekton,Rumble,Rell,Kalista,Ashe,Renata Glasc,Miss Fortune,Neeko,Taric,Sylas,Ezreal,Ryze,WLDs,LOLTMNT05_88707,1,Jungle,Top,Support,Mid,Bot,Jungle,Top,Bot,Support,Mid
110,2024_Season_World_Championship_Main_Event,Round 5,G2 Esports,Bilibili Gaming,1 - 1,14.18,Ahri,Yone,Jax,Aurora,Ashe,Kalista,Skarner,Gnar,Neeko,Yasuo,Sylas,Xin Zhao,Draven,Poppy,Varus,Kai'Sa,Xayah,Ezreal,Rakan,Renata Glasc,WLDs,LOLTMNT05_88706,1,Jungle,Top,Mid,Bot,Support,Top,Mid,Jungle,Bot,Support
111,2024_Season_World_Championship_Main_Event,Round 5,G2 Esports,Bilibili Gaming,0 - 1,14.18,Ahri,Yone,Ashe,Aurora,Neeko,Kalista,Orianna,Jax,Skarner,Nocturne,Gnar,LeBlanc,Draven,Xayah,Poppy,Ezreal,Kai'Sa,Miss Fortune,Rell,Alistar,WLDs,LOLTMNT05_88695,2,Mid,Jungle,Top,Bot,Support,Top,Jungle,Mid,Bot,Support
112,2024_Season_World_Championship_Main_Event,Round 5,Dplus KIA,Weibo Gaming,1 - 2,14.18,Skarner,LeBlanc,Orianna,Kalista,Renekton,Ziggs,Yone,Ezreal,Aurora,Vi,Rell,Gnar,Kai'Sa,Poppy,Rumble,Leona,Morgana,Miss Fortune,Gragas,Braum,WLDs,LOLTMNT05_89634,2,Mid,Jungle,Support,Bot,Top,Bot,Mid,Top,Jungle,Support
113,2024_Season_World_Championship_Main_Event,Round 5,Weibo Gaming,Dplus KIA,1 - 1,14.18,Vi,Ashe,Kalista,Skarner,LeBlanc,Sejuani,Yone,Aurora,Nocturne,Ezreal,Gnar,Kai'Sa,Leona,Jax,Maokai,Rell,Camille,Brand,Alistar,Nautilus,WLDs,LOLTMNT05_88694,1,Mid,Bot,Top,Jungle,Support,Mid,Jungle,Bot,Top,Support
114,2024_Season_World_Championship_Main_Event,Round 5,Dplus KIA,Weibo Gaming,1 - 0,14.18,Ashe,Vi,Skarner,Gnar,Aurora,Yone,Kalista,Orianna,Nocturne,LeBlanc,Renata Glasc,Jax,K'Sante,Rell,Gragas,Rakan,Caitlyn,Lee Sin,Rumble,Lux,WLDs,LOLTMNT05_89633,1,Bot,Mid,Support,Jungle,Top,Mid,Jungle,Top,Bot,Support
115,2024_Season_World_Championship_Main_Event,Round 4,GAM Esports,Team Liquid,1 - 2,14.18,Skarner,Shyvana,Ziggs,Aurora,Kai'Sa,Yone,Jax,K'Sante,Nocturne,Wukong,Akali,Neeko,Xayah,Kalista,Miss Fortune,Lucian,Ezreal,Jhin,Poppy,Rakan,WLDs,LOLTMNT05_88673,2,Top,Jungle,Mid,Bot,Support,Top,Jungle,Mid,Bot,Support
116,2024_Season_World_Championship_Main_Event,Round 4,Team Liquid,GAM Esports,1 - 1,14.18,Yone,Skarner,Shyvana,Ziggs,Aurora,Jax,Nocturne,Orianna,Ashe,Neeko,Kai'Sa,Braum,Rell,Kindred,Leona,Wukong,Gnar,Rakan,Renekton,Vi,WLDs,LOLTMNT05_88671,1,Jungle,Mid,Bot,Support,Top,Mid,Bot,Support,Top,Jungle
117,2024_Season_World_Championship_Main_Event,Round 4,Team Liquid,GAM Esports,0 - 1,14.18,Yone,Skarner,Shyvana,Ziggs,Nocturne,Kai'Sa,Aurora,Jax,Ashe,Ezreal,Rell,Braum,K'Sante,Wukong,Gnar,Sylas,Vi,Tristana,Maokai,Orianna,WLDs,LOLTMNT05_88668,2,Top,Bot,Support,Mid,Jungle,Top,Bot,Support,Jungle,Mid
118,2024_Season_World_Championship_Main_Event,Round 4,Weibo Gaming,Fnatic,2 - 1,14.18,Ivern,Yone,Kalista,Aurora,Poppy,Orianna,Skarner,Jax,Rell,Ahri,Ezreal,Vi,Braum,Kai'Sa,Rumble,Sylas,Ziggs,Rakan,Gnar,Swain,WLDs,LOLTMNT05_88663,1,Jungle,Mid,Bot,Support,Top,Top,Support,Jungle,Bot,Mid
119,2024_Season_World_Championship_Main_Event,Round 4,Weibo Gaming,Fnatic,1 - 1,14.18,Ivern,Aurora,Kalista,Yone,Poppy,Ashe,Skarner,Rell,Vi,Orianna,Jax,Ahri,Alistar,K'Sante,Xayah,Kai'Sa,Rumble,Ezreal,Rakan,Miss Fortune,WLDs,LOLTMNT05_89602,1,Jungle,Mid,Top,Bot,Support,Support,Jungle,Mid,Top,Bot
120,2024_Season_World_Championship_Main_Event,Round 4,Fnatic,Weibo Gaming,1 - 0,14.18,Poppy,Ivern,Kalista,Orianna,Aurora,Yone,Skarner,Renekton,Lucian,Rell,Jax,Nidalee,Ziggs,Ashe,Kai'Sa,Ezreal,Miss Fortune,Varus,Syndra,Leona,WLDs,LOLTMNT05_89600,1,Jungle,Support,Top,Bot,Mid,Top,Mid,Jungle,Bot,Support
121,2024_Season_World_Championship_Main_Event,Round 4,TALON,Bilibili Gaming,0 - 2,14.18,Gnar,Rumble,Ahri,Yone,Neeko,Aurora,Skarner,Jax,Sejuani,Smolder,Poppy,Kai'Sa,Ashe,Syndra,Renata Glasc,Tristana,Jayce,Xayah,Rakan,Nautilus,WLDs,LOLTMNT05_88637,2,Jungle,Mid,Top,Bot,Support,Top,Jungle,Bot,Mid,Support
122,2024_Season_World_Championship_Main_Event,Round 4,Bilibili Gaming,TALON,1 - 0,14.18,Rumble,Gnar,Vi,Ahri,Skarner,Nocturne,Aurora,Yone,Sejuani,Jax,Wukong,Kennen,Ashe,Kai'Sa,Rakan,Kalista,Rell,Leona,Miss Fortune,Ezreal,WLDs,LOLTMNT05_88621,1,Mid,Top,Jungle,Support,Bot,Mid,Jungle,Top,Support,Bot
123,2024_Season_World_Championship_Main_Event,Round 4,G2 Esports,T1,0 - 2,14.18,Renata Glasc,Yone,Kalista,Aurora,Skarner,Brand,Nocturne,Ahri,Vi,Orianna,Gnar,Jax,Poppy,Braum,Rell,Xayah,Jhin,Kai'Sa,Nautilus,Leona,WLDs,LOLTMNT05_89569,2,Jungle,Mid,Top,Bot,Support,Mid,Jungle,Top,Bot,Support
124,2024_Season_World_Championship_Main_Event,Round 4,G2 Esports,T1,0 - 1,14.18,Renata Glasc,Yone,Kalista,Aurora,Braum,Brand,Nocturne,Ahri,Skarner,Orianna,Jax,Gragas,Rell,Xayah,Kai'Sa,Tahm Kench,Jhin,Draven,Nautilus,Leona,WLDs,LOLTMNT05_88620,2,Jungle,Mid,Top,Bot,Support,Mid,Jungle,Top,Bot,Support
125,2024_Season_World_Championship_Main_Event,Round 4,Hanwha Life Esports,FlyQuest,2 - 1,14.18,Ivern,Aurora,Renekton,Yone,Kalista,Jax,Skarner,Kai'Sa,Vi,Xayah,Sylas,Cassiopeia,Rakan,Olaf,Alistar,Leona,Rell,Poppy,Gnar,Sion,WLDs,LOLTMNT05_89548,1,Jungle,Bot,Mid,Support,Top,Bot,Jungle,Mid,Support,Top
126,2024_Season_World_Championship_Main_Event,Round 4,Hanwha Life Esports,FlyQuest,1 - 1,14.18,Ivern,Aurora,Cassiopeia,Yone,Orianna,Ashe,Renekton,Kalista,Olaf,Zyra,Ezreal,Leona,Braum,Amumu,Smolder,Sejuani,Nunu & Willump,Poppy,Yasuo,Hwei,WLDs,LOLTMNT05_88577,2,Top,Jungle,Bot,Support,Mid,Bot,Top,Support,Jungle,Mid
127,2024_Season_World_Championship_Main_Event,Round 4,Hanwha Life Esports,FlyQuest,1 - 0,14.18,Orianna,Aurora,Ivern,Ziggs,Renekton,Ashe,Yone,Kalista,Cassiopeia,Sejuani,Jax,Amumu,Rakan,Leona,Alistar,Poppy,Urgot,Kai'Sa,Rell,Renata Glasc,WLDs,LOLTMNT05_88569,1,Mid,Jungle,Top,Bot,Support,Bot,Mid,Jungle,Top,Support
128,2024_Season_World_Championship_Main_Event,Round 4,Dplus KIA,Top Esports,0 - 2,14.18,Renekton,Gnar,Rumble,Vi,Ashe,Maokai,Yone,Aurora,Skarner,Sejuani,Jax,K'Sante,Ziggs,Poppy,Kai'Sa,Renata Glasc,Rell,Leona,Miss Fortune,Kalista,WLDs,LOLTMNT05_88568,2,Mid,Jungle,Top,Support,Bot,Mid,Jungle,Top,Support,Bot
129,2024_Season_World_Championship_Main_Event,Round 4,Top Esports,Dplus KIA,1 - 0,14.18,Gnar,Yone,Vi,Renekton,LeBlanc,Rumble,Aurora,Jax,Skarner,K'Sante,Xin Zhao,Rell,Poppy,Sylas,Renata Glasc,Kai'Sa,Orianna,Ashe,Braum,Smolder,WLDs,LOLTMNT05_89529,1,Mid,Top,Jungle,Bot,Support,Top,Jungle,Support,Mid,Bot
