gameid,league_code,Winner,League,Phase,Blue,Red,Score,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,Winner,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5
ESPORTSTMNT03_2794070,LCK,1,LCK_2022_Season_Summer_Season,Week 2,Gen.G,Dplus KIA,2 - 1,12.11,Twisted Fate,Wukong,Yuumi,Lucian,Ezreal,Zeri,Corki,Ahri,Renata Glasc,Senna,Singed,Kai'Sa,Ornn,Sejuani,Viego,Gragas,Gnar,Poppy,Gangplank,Volibear,1,Mid,Bot,Support,Jungle,Top,Mid,Support,Bot,Top,Jungle
ESPORTSTMNT03_2794047,LCK,1,LCK_2022_Season_Summer_Season,Week 2,Dplus KIA,Gen.G,1 - 1,12.11,Singed,Twisted Fate,Ahri,Lucian,Viego,Renata Glasc,Wukong,Zeri,Corki,Ezreal,Yuumi,Nautilus,Kassadin,Poppy,Ornn,Kayle,Gnar,Sylas,Gragas,Trundle,1,Jungle,Bot,Support,Mid,Top,Bot,Mid,Support,Top,Jungle
ESPORTSTMNT03_2793981,LCK,1,LCK_2022_Season_Summer_Season,Week 2,Gen.G,Dplus KIA,1 - 0,12.11,Twisted Fate,Lucian,Renata Glasc,Tahm Kench,Ezreal,Wukong,Zeri,Yuumi,Corki,Ahri,Singed,Xayah,Gnar,Gwen,Trundle,Ornn,Sejuani,Viego,Gangplank,Qiyana,1,Bot,Mid,Support,Jungle,Top,Support,Mid,Bot,Top,Jungle
ESPORTSTMNT02_2830829,LCK,2,LCK_2022_Season_Summer_Season,Week 1,Liiv SANDBOX,Dplus KIA,0 - 2,12.10,Wukong,Ahri,Gangplank,Gwen,Tahm Kench,Lucian,Ezreal,Twisted Fate,Kai'Sa,Vi,Sylas,Renata Glasc,Karma,Kayle,Bard,Trundle,Poppy,Braum,Sejuani,Aatrox,2,Bot,Jungle,Mid,Support,Top,Mid,Bot,Support,Jungle,Top
ESPORTSTMNT02_2840747,LCK,1,LCK_2022_Season_Summer_Season,Week 1,Dplus KIA,Liiv SANDBOX,1 - 0,12.10,Ahri,Wukong,Renata Glasc,Gwen,Taliyah,Lucian,Twisted Fate,Kalista,Sylas,Ezreal,Gangplank,Sejuani,Karma,Nautilus,Trundle,Vi,Lee Sin,Graves,Rakan,Rell,1,Mid,Bot,Top,Jungle,Support,Bot,Mid,Top,Jungle,Support
ESPORTSTMNT02_2840731,LCK,2,LCK_2022_Season_Summer_Season,Week 1,KT Rolster,T1,1 - 2,12.10,Renata Glasc,Lucian,Senna,Taliyah,Gangplank,Gwen,Wukong,Corki,Viego,Ahri,Sejuani,Gnar,Kalista,Tahm Kench,Ezreal,Jinx,Xayah,Kai'Sa,Nautilus,Braum,2,Jungle,Mid,Top,Bot,Support,Mid,Jungle,Top,Bot,Support
ESPORTSTMNT02_2830808,LCK,1,LCK_2022_Season_Summer_Season,Week 1,T1,KT Rolster,1 - 1,12.10,Taliyah,Gwen,Kayle,Lucian,Sejuani,Senna,Gangplank,Wukong,Gnar,Viego,Corki,Ahri,Renata Glasc,Nautilus,Jhin,Ezreal,Kalista,Jinx,Tahm Kench,Jarvan IV,1,Top,Jungle,Mid,Bot,Support,Jungle,Top,Mid,Bot,Support
ESPORTSTMNT02_2830769,LCK,1,LCK_2022_Season_Summer_Season,Week 1,KT Rolster,T1,1 - 0,12.10,Renata Glasc,Lucian,Viego,Taliyah,Senna,Gwen,Wukong,Kalista,Gnar,Azir,Ezreal,Kassadin,Kayle,Nautilus,Gangplank,Neeko,Diana,Sejuani,Tahm Kench,Camille,1,Jungle,Mid,Bot,Top,Support,Bot,Top,Mid,Jungle,Support
ESPORTSTMNT02_2830678,LCK,2,LCK_2022_Season_Summer_Season,Week 1,BRION,DRX,0 - 2,12.10,Senna,Kai'Sa,Ezreal,Taliyah,Gnar,Gwen,Corki,Ahri,Kalista,Renata Glasc,Aphelios,Wukong,Poppy,Gangplank,Sejuani,Nautilus,Ornn,Viego,Sion,Rell,2,Mid,Support,Bot,Jungle,Top,Mid,Bot,Jungle,Top,Support
ESPORTSTMNT02_2830660,LCK,1,LCK_2022_Season_Summer_Season,Week 1,DRX,BRION,1 - 0,12.10,Ahri,Gwen,Kai'Sa,Senna,Taliyah,Renata Glasc,Corki,Nautilus,Wukong,Ezreal,Braum,Kalista,Viego,Camille,Poppy,Twisted Fate,Orianna,Trundle,Gnar,Gangplank,1,Mid,Bot,Support,Jungle,Top,Support,Jungle,Bot,Mid,Top
ESPORTSTMNT02_2830654,LCK,2,LCK_2022_Season_Summer_Season,Week 1,Hanwha Life Esports,Gen.G,0 - 2,12.10,Kalista,Lucian,Twisted Fate,Gwen,Taliyah,Ahri,Wukong,Senna,Viego,Ezreal,Gnar,Tahm Kench,Bard,Corki,Yuumi,Gangplank,Azir,Karma,Viktor,Sejuani,2,Jungle,Bot,Top,Support,Mid,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT02_2830653,LCK,1,LCK_2022_Season_Summer_Season,Week 1,Gen.G,Hanwha Life Esports,1 - 0,12.10,Ezreal,Lucian,Renata Glasc,Twisted Fate,Viego,Taliyah,Wukong,Gwen,Senna,Jinx,Tahm Kench,Vi,Corki,Ahri,Gnar,Swain,Sett,Akali,Azir,Viktor,1,Jungle,Bot,Support,Top,Mid,Top,Bot,Jungle,Support,Mid
ESPORTSTMNT05_2780070,LCK,2,LCK_2022_Season_Summer_Season,Week 1,Nongshim RedForce,T1,0 - 2,12.10,Wukong,Gwen,Akali,Lucian,Renata Glasc,Xayah,Tahm Kench,Viego,Azir,Senna,Taliyah,Gangplank,Kayle,Kalista,Jayce,Pyke,Ezreal,Corki,Gnar,Bard,2,Support,Bot,Jungle,Mid,Top,Jungle,Mid,Top,Bot,Support
ESPORTSTMNT05_2780049,LCK,1,LCK_2022_Season_Summer_Season,Week 1,T1,Nongshim RedForce,1 - 0,12.10,Azir,Gwen,Taliyah,Lucian,Tahm Kench,Renata Glasc,Wukong,Viego,Xayah,Yasuo,Senna,Alistar,Ahri,Kayle,Sylas,Kennen,Viktor,Akali,Gangplank,Sejuani,1,Jungle,Support,Bot,Mid,Top,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT02_2840440,LCK,2,LCK_2022_Season_Summer_Season,Week 1,DN Freecs,Liiv SANDBOX,0 - 2,12.10,Renata Glasc,Lucian,Vi,Wukong,Diana,Gwen,Ezreal,Ahri,Kai'Sa,Rakan,Viego,Nautilus,Lissandra,Lee Sin,Azir,Kayle,Trundle,Gangplank,LeBlanc,Sejuani,2,Bot,Support,Jungle,Top,Mid,Mid,Bot,Support,Jungle,Top
ESPORTSTMNT02_2840427,LCK,1,LCK_2022_Season_Summer_Season,Week 1,Liiv SANDBOX,DN Freecs,1 - 0,12.10,Kalista,Lucian,Wukong,Gwen,Kai'Sa,Ezreal,Renata Glasc,Taliyah,Viego,Vi,Ahri,Sejuani,Jinx,Xayah,Aphelios,Tahm Kench,Caitlyn,Gnar,Zeri,Karma,1,Support,Jungle,Mid,Top,Bot,Mid,Jungle,Top,Bot,Support
ESPORTSTMNT02_2830073,LCK,2,LCK_2022_Season_Summer_Season,Week 1,BRION,Dplus KIA,0 - 2,12.10,Twisted Fate,Gwen,Renata Glasc,Taliyah,Lucian,Kayle,Wukong,Ezreal,Lillia,Kai'Sa,Nautilus,Rakan,Corki,Gangplank,Ahri,Azir,Gnar,Camille,Galio,Aatrox,2,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT02_2840060,LCK,2,LCK_2022_Season_Summer_Season,Week 1,BRION,Dplus KIA,0 - 1,12.10,Twisted Fate,Gwen,Lucian,Taliyah,Senna,Kayle,Renata Glasc,Ezreal,Wukong,Viego,Kalista,Karma,Corki,Azir,Ahri,Gangplank,Sejuani,Orianna,Ornn,Viktor,2,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT02_2840052,LCK,2,LCK_2022_Season_Summer_Season,Week 1,KT Rolster,Gen.G,0 - 2,12.10,Senna,Taliyah,Kalista,Twisted Fate,Gwen,Lucian,Ezreal,Kai'Sa,Wukong,Viego,Sejuani,Gnar,Yuumi,Azir,Karma,Renata Glasc,Rakan,Lissandra,Tahm Kench,Corki,2,Bot,Jungle,Top,Mid,Support,Bot,Jungle,Top,Support,Mid
ESPORTSTMNT02_2840016,LCK,2,LCK_2022_Season_Summer_Season,Week 1,KT Rolster,Gen.G,0 - 1,12.10,Renata Glasc,Lucian,Ezreal,Taliyah,Twisted Fate,Gwen,Wukong,Senna,Viego,Jinx,Tahm Kench,Singed,Sejuani,Corki,Lissandra,Ahri,Azir,Gnar,Galio,Gangplank,2,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT02_2820359,LCK,2,LCK_2022_Season_Summer_Season,Week 1,Nongshim RedForce,DRX,0 - 2,12.10,Akali,Gwen,Viego,Taliyah,Kalista,Wukong,Lucian,Senna,Azir,Nami,Corki,Tahm Kench,Gangplank,Kayle,Sejuani,Gnar,Ornn,Trundle,Sion,Kindred,2,Bot,Support,Mid,Jungle,Top,Bot,Mid,Support,Top,Jungle
ESPORTSTMNT02_2820303,LCK,2,LCK_2022_Season_Summer_Season,Week 1,Nongshim RedForce,DRX,0 - 1,12.10,Kalista,Gwen,Ezreal,Senna,Lucian,Taliyah,Wukong,Viego,Xayah,Draven,Azir,Akali,Nautilus,Rakan,Renata Glasc,Sejuani,Leona,Gangplank,Braum,Kayle,2,Jungle,Bot,Mid,Top,Support,Jungle,Bot,Mid,Support,Top
ESPORTSTMNT02_2820291,LCK,1,LCK_2022_Season_Summer_Season,Week 1,DN Freecs,Hanwha Life Esports,2 - 1,12.10,Swain,Lucian,Diana,Taliyah,Lissandra,Ahri,Gwen,Wukong,Ezreal,Kai'Sa,Nautilus,Gnar,Viego,Renata Glasc,Vi,Galio,Rakan,Nocturne,Twisted Fate,Sylas,1,Top,Bot,Support,Jungle,Mid,Jungle,Bot,Top,Support,Mid
ESPORTSTMNT02_2820281,LCK,1,LCK_2022_Season_Summer_Season,Week 1,Hanwha Life Esports,DN Freecs,1 - 1,12.10,Twisted Fate,Lucian,Renata Glasc,Gwen,Taliyah,Diana,Ezreal,Wukong,Kai'Sa,Viego,Gnar,Ahri,Lissandra,Nautilus,Karma,Kayle,Sejuani,Swain,Rakan,Gragas,1,Bot,Jungle,Top,Mid,Support,Jungle,Bot,Mid,Top,Support
ESPORTSTMNT02_2810546,LCK,1,LCK_2022_Season_Summer_Season,Week 1,DN Freecs,Hanwha Life Esports,1 - 0,12.10,Diana,Lucian,Lissandra,Taliyah,Jax,Kalista,Gwen,Ezreal,Wukong,Kai'Sa,Ahri,Galio,Vi,Karma,Viego,Renata Glasc,Kayle,Nautilus,Trundle,Alistar,1,Top,Bot,Mid,Support,Jungle,Bot,Jungle,Mid,Top,Support
ESPORTSTMNT04_2471406,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,DN Freecs,Nongshim RedForce,0 - 2,12.14,Draven,Sivir,Lucian,Zeri,Yuumi,Renata Glasc,Kalista,Wukong,Renekton,Amumu,Vi,Leona,Ahri,Taliyah,Ornn,Sylas,Azir,LeBlanc,Gnar,Aphelios,2,Bot,Support,Jungle,Mid,Top,Jungle,Top,Support,Mid,Bot
ESPORTSTMNT04_2471388,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,Nongshim RedForce,DN Freecs,1 - 0,12.14,Renata Glasc,Kalista,Vi,Sivir,Zeri,Lucian,Wukong,Poppy,Azir,Aphelios,Renekton,Jinx,Ahri,Ornn,Nautilus,Tahm Kench,Gragas,Leona,Taliyah,Rakan,1,Jungle,Bot,Top,Support,Mid,Jungle,Mid,Bot,Top,Support
ESPORTSTMNT04_2471386,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,DRX,Hanwha Life Esports,1 - 2,12.14,Poppy,Kalista,Lucian,Sivir,Gwen,Zeri,Aphelios,Vi,Draven,Ahri,Wukong,Lissandra,Tahm Kench,Renata Glasc,Olaf,Nautilus,Renekton,Leona,Ornn,Braum,2,Bot,Mid,Jungle,Support,Top,Jungle,Bot,Mid,Top,Support
ESPORTSTMNT04_2471384,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,Hanwha Life Esports,DRX,1 - 1,12.14,Poppy,Lucian,Azir,Renata Glasc,Draven,Sivir,Kalista,Varus,Ahri,Amumu,Vi,Wukong,Lissandra,Leona,Swain,Gwen,Braum,Renekton,Sylas,Olaf,1,Bot,Support,Jungle,Top,Mid,Bot,Mid,Jungle,Support,Top
ESPORTSTMNT04_2471371,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,DRX,Hanwha Life Esports,1 - 0,12.14,Poppy,Kalista,Lucian,Sivir,Draven,Zeri,Aphelios,Azir,Tahm Kench,Renata Glasc,Ahri,Jinx,Renekton,Gwen,Lee Sin,Trundle,Wukong,Vi,Ornn,Aatrox,1,Bot,Support,Mid,Jungle,Top,Mid,Support,Bot,Jungle,Top
ESPORTSTMNT04_2451186,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,Dplus KIA,T1,0 - 2,12.14,Renata Glasc,Sivir,Yuumi,Poppy,Wukong,Kalista,Zeri,Nautilus,Ahri,Sylas,Vi,Draven,Leona,Lee Sin,Gwen,Viego,Xin Zhao,Braum,Ornn,Gragas,2,Bot,Mid,Jungle,Support,Top,Support,Mid,Bot,Jungle,Top
ESPORTSTMNT04_2451162,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,T1,Dplus KIA,1 - 0,12.14,Renata Glasc,Sivir,Sylas,Gwen,Amumu,Yone,Wukong,Yuumi,Azir,Ahri,Nautilus,Zeri,Kalista,Poppy,Draven,Gragas,Sejuani,Samira,Ornn,Xin Zhao,1,Jungle,Mid,Support,Bot,Top,Support,Mid,Bot,Top,Jungle
ESPORTSTMNT04_2451156,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,Gen.G,KT Rolster,2 - 1,12.14,Renata Glasc,Kalista,Lulu,Sivir,Yuumi,Poppy,Lucian,Nami,Wukong,Vi,Ahri,Sylas,Nautilus,Zeri,Leona,Sejuani,Renekton,Ornn,Soraka,Nilah,1,Bot,Jungle,Mid,Top,Support,Support,Jungle,Mid,Top,Bot
ESPORTSTMNT04_2451155,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,KT Rolster,Gen.G,1 - 1,12.14,Poppy,Kalista,Wukong,Yuumi,Azir,Lucian,Sivir,Zeri,Sylas,Ahri,Renekton,Alistar,Gragas,Gwen,Vi,Trundle,Sejuani,Skarner,Renata Glasc,Jarvan IV,1,Bot,Mid,Top,Jungle,Support,Bot,Mid,Support,Top,Jungle
ESPORTSTMNT04_2451137,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,Gen.G,KT Rolster,1 - 0,12.14,Renata Glasc,Kalista,Wukong,Sivir,Aphelios,Poppy,Yuumi,Zeri,Vi,Twitch,Azir,Ahri,Trundle,Nautilus,Renekton,Gwen,Sejuani,Morgana,Gnar,Lulu,1,Support,Bot,Mid,Jungle,Top,Bot,Jungle,Mid,Top,Support
ESPORTSTMNT04_2450994,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,BRION,Liiv SANDBOX,0 - 2,12.14,Ahri,Draven,Yuumi,Kalista,Poppy,Sivir,Wukong,Azir,Zeri,Renekton,Varus,Vi,Viktor,Ornn,Ryze,Sejuani,Gragas,Tahm Kench,Lissandra,Renata Glasc,2,Jungle,Top,Bot,Support,Mid,Mid,Bot,Jungle,Top,Support
ESPORTSTMNT04_2450986,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,BRION,Liiv SANDBOX,0 - 1,12.14,Ahri,Draven,Sylas,Kalista,Sivir,Wukong,Azir,Zeri,Poppy,Varus,Xin Zhao,Akali,Karma,Sejuani,Renekton,Ornn,Gragas,Gwen,Leona,Yuumi,2,Mid,Bot,Jungle,Top,Support,Bot,Jungle,Mid,Top,Support
ESPORTSTMNT04_2450984,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,Hanwha Life Esports,Nongshim RedForce,0 - 2,12.14,Poppy,Renata Glasc,Sylas,Sivir,Lucian,Zeri,Kalista,Azir,Wukong,Vi,Amumu,Leona,Ahri,Draven,Gwen,Varus,Renekton,Gnar,Akali,Aphelios,2,Bot,Jungle,Support,Top,Mid,Mid,Jungle,Support,Top,Bot
ESPORTSTMNT04_2450972,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,Nongshim RedForce,Hanwha Life Esports,1 - 0,12.14,Draven,Kalista,Gwen,Yuumi,Wukong,Azir,Sivir,Zeri,Lulu,Vi,Ahri,Poppy,Karma,Viktor,Nautilus,Lissandra,Sylas,Renata Glasc,Renekton,Gragas,1,Bot,Jungle,Mid,Support,Top,Bot,Support,Jungle,Mid,Top
ESPORTSTMNT04_2470904,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,DRX,KT Rolster,0 - 2,12.14,Lucian,Kalista,Poppy,Sivir,Sylas,Zeri,Ahri,Aphelios,Swain,Jinx,Tahm Kench,Renata Glasc,Ornn,Renekton,Gwen,Trundle,Sejuani,Aatrox,Viego,Wukong,2,Mid,Bot,Support,Top,Jungle,Bot,Mid,Support,Top,Jungle
ESPORTSTMNT04_2470875,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,DRX,KT Rolster,0 - 1,12.14,Lucian,Kalista,Poppy,Sivir,Yuumi,Zeri,Sylas,Ahri,Aphelios,Wukong,Jinx,Tahm Kench,Renata Glasc,Gwen,Ornn,Sejuani,Trundle,Gragas,Rakan,Renekton,2,Mid,Jungle,Bot,Top,Support,Mid,Bot,Support,Jungle,Top
ESPORTSTMNT04_2450840,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,DN Freecs,Dplus KIA,0 - 2,12.14,Lucian,Kalista,Sylas,Wukong,Yuumi,Gwen,Sivir,Draven,Renata Glasc,Karma,Trundle,Ahri,Azir,Jarvan IV,Sejuani,Vi,Lee Sin,Gragas,LeBlanc,Camille,2,Bot,Support,Jungle,Top,Mid,Bot,Support,Mid,Jungle,Top
ESPORTSTMNT04_2450819,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,DN Freecs,Dplus KIA,0 - 1,12.14,Sylas,Kalista,Lucian,Gwen,Yuumi,Wukong,Azir,Sivir,Ahri,Poppy,Zeri,Renata Glasc,Karma,Vi,Soraka,Trundle,Sejuani,Lulu,Ornn,Viego,2,Mid,Jungle,Bot,Support,Top,Bot,Mid,Support,Top,Jungle
ESPORTSTMNT04_2450722,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,T1,Liiv SANDBOX,0 - 2,12.14,Poppy,Draven,Sivir,Kalista,Zeri,Lucian,Wukong,Aphelios,Azir,Sejuani,Swain,Tahm Kench,Yuumi,Sylas,Karma,Ornn,Gragas,Jinx,Blitzcrank,Trundle,2,Jungle,Top,Mid,Bot,Support,Bot,Mid,Support,Top,Jungle
ESPORTSTMNT04_2450715,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,Liiv SANDBOX,T1,1 - 0,12.14,Draven,Poppy,Lucian,Kalista,Gwen,Yuumi,Sivir,Lulu,Azir,Vi,Ahri,Zeri,Ornn,Renekton,Leona,Xin Zhao,Sejuani,Gragas,Nautilus,Pantheon,1,Bot,Jungle,Mid,Top,Support,Support,Mid,Bot,Top,Jungle
ESPORTSTMNT04_2450697,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,BRION,Gen.G,0 - 2,12.14,Sylas,Ryze,Azir,Kalista,Yuumi,Wukong,Poppy,Sivir,Ahri,Zeri,Viktor,Lulu,Alistar,Vi,Kennen,Gwen,Gnar,Ornn,Karma,Skarner,2,Jungle,Bot,Mid,Top,Support,Bot,Mid,Support,Top,Jungle
ESPORTSTMNT04_2450683,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 9,Gen.G,BRION,1 - 0,12.14,Rakan,Sylas,Ryze,Yuumi,Poppy,Wukong,Kalista,Azir,Varus,Amumu,LeBlanc,Lee Sin,Sejuani,Tahm Kench,Trundle,Renata Glasc,Leona,Gwen,Vi,Kennen,1,Bot,Support,Mid,Top,Jungle,Mid,Bot,Jungle,Support,Top
ESPORTSTMNT06_2542228,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,DN Freecs,DRX,0 - 2,12.13,Sylas,Gwen,Poppy,Kalista,Yuumi,Wukong,Taliyah,Ahri,Lulu,Vi,Zeri,Sivir,Rakan,Viego,Leona,Xin Zhao,Trundle,Sejuani,Renata Glasc,Gragas,2,Mid,Jungle,Bot,Top,Support,Mid,Support,Bot,Jungle,Top
ESPORTSTMNT06_2542223,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,DN Freecs,DRX,0 - 1,12.13,Sylas,Gwen,Poppy,Kalista,Yuumi,Wukong,Taliyah,Lulu,Ahri,Zeri,Rakan,Sivir,Renekton,Vi,Gnar,Viego,Xin Zhao,Ornn,Lee Sin,Gragas,2,Mid,Bot,Support,Top,Jungle,Support,Mid,Bot,Jungle,Top
ESPORTSTMNT06_2542222,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,T1,Nongshim RedForce,2 - 1,12.13,Poppy,Wukong,Taliyah,Zeri,Sylas,Sivir,Azir,Vi,Kalista,Draven,Renata Glasc,Ahri,Trundle,Gwen,Nocturne,Blitzcrank,Ornn,Zac,Viego,Ashe,1,Mid,Bot,Support,Top,Jungle,Jungle,Bot,Mid,Top,Support
ESPORTSTMNT06_2542219,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,Nongshim RedForce,T1,1 - 1,12.13,Draven,Taliyah,Kalista,Poppy,Wukong,Yuumi,Sivir,Azir,Zeri,Vi,Sylas,Lee Sin,Gnar,Lulu,Leona,Rakan,Renekton,Renata Glasc,Ornn,Zilean,1,Bot,Jungle,Mid,Support,Top,Mid,Bot,Jungle,Top,Support
ESPORTSTMNT06_2542204,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,Nongshim RedForce,T1,0 - 1,12.13,Draven,Taliyah,Kalista,Yuumi,Lee Sin,Poppy,Wukong,Azir,Sivir,Aphelios,Alistar,Vi,Gwen,Tahm Kench,Akali,Sylas,Rakan,Gnar,Seraphine,Camille,2,Jungle,Bot,Support,Top,Mid,Mid,Bot,Jungle,Support,Top
ESPORTSTMNT06_2532229,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,Liiv SANDBOX,KT Rolster,2 - 1,12.13,Yuumi,Kalista,Ahri,Sylas,Twitch,Wukong,Azir,Sivir,Gwen,Zeri,Lulu,Taliyah,Sejuani,Nautilus,Ornn,Rakan,Amumu,Gnar,Poppy,Viego,1,Mid,Bot,Support,Top,Jungle,Bot,Top,Mid,Support,Jungle
ESPORTSTMNT06_2532228,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,KT Rolster,Liiv SANDBOX,1 - 1,12.13,Poppy,Yuumi,Vi,Lucian,Sivir,Zeri,Kalista,Wukong,Renata Glasc,Sylas,Viego,Aphelios,Sejuani,Ahri,Gnar,Ornn,Gwen,Akali,Amumu,Taliyah,1,Bot,Mid,Jungle,Top,Support,Jungle,Support,Bot,Top,Mid
ESPORTSTMNT06_2532219,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,KT Rolster,Liiv SANDBOX,0 - 1,12.13,Poppy,Yuumi,Vi,Lucian,Kalista,Wukong,Ahri,Sylas,Sivir,Zeri,Lulu,Renata Glasc,Gwen,Ornn,Renekton,Sejuani,Gnar,Lee Sin,Viego,Skarner,2,Mid,Bot,Support,Top,Jungle,Mid,Bot,Support,Top,Jungle
ESPORTSTMNT06_2532218,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,Hanwha Life Esports,BRION,1 - 2,12.13,Ryze,Yuumi,Poppy,Azir,Draven,Kalista,Wukong,Zeri,Xin Zhao,Sivir,Gwen,Gnar,Sylas,Alistar,Ahri,Taliyah,Rakan,Nautilus,Galio,Viktor,2,Jungle,Bot,Top,Support,Mid,Bot,Jungle,Top,Support,Mid
ESPORTSTMNT06_2532217,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,BRION,Hanwha Life Esports,1 - 1,12.13,Kalista,Ryze,Azir,Yuumi,Ahri,Taliyah,Poppy,Lucian,Nami,Zeri,Nautilus,Sylas,Galio,Wukong,Zoe,Trundle,Gnar,Gwen,Viktor,Skarner,1,Jungle,Bot,Support,Top,Mid,Bot,Support,Mid,Top,Jungle
ESPORTSTMNT06_2532203,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,Hanwha Life Esports,BRION,1 - 0,12.13,Ryze,Yuumi,Poppy,Azir,Aphelios,Wukong,Kalista,Draven,Vi,Trundle,Amumu,Leona,Gwen,Galio,Sylas,Taliyah,Gnar,Gangplank,Ahri,Lissandra,1,Bot,Jungle,Support,Top,Mid,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT06_2532200,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,Gen.G,Dplus KIA,2 - 1,12.13,Taliyah,Sylas,Ahri,Azir,Kalista,Yuumi,Poppy,Lucian,Nami,Zeri,Lulu,Viego,Sejuani,Lissandra,Ornn,Camille,Gnar,Ryze,Gangplank,Viktor,1,Jungle,Bot,Support,Mid,Top,Bot,Support,Jungle,Top,Mid
ESPORTSTMNT06_2532199,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,Dplus KIA,Gen.G,1 - 1,12.13,Poppy,Taliyah,Sylas,Gnar,Renata Glasc,Wukong,Kalista,Lucian,Azir,Amumu,Ahri,Nami,Vi,Gwen,Lee Sin,Akali,Skarner,Karthus,Camille,Renekton,1,Bot,Support,Mid,Jungle,Top,Bot,Mid,Support,Jungle,Top
ESPORTSTMNT06_2532178,LCK,2,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,Dplus KIA,Gen.G,0 - 1,12.13,Kalista,Taliyah,Lucian,Gnar,Yuumi,Lissandra,Sylas,Sivir,Wukong,Zeri,Trundle,Azir,Alistar,Tahm Kench,Leona,Renata Glasc,Rakan,Sejuani,Lulu,Gwen,2,Mid,Bot,Jungle,Top,Support,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT06_2532177,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,DRX,Nongshim RedForce,2 - 1,12.13,Sivir,Zeri,Taliyah,Kalista,Poppy,Wukong,Sylas,Aphelios,Ryze,Jinx,Tahm Kench,Renekton,Gnar,Trundle,Ornn,Renata Glasc,Viego,Gragas,Lee Sin,Yuumi,1,Mid,Bot,Support,Top,Jungle,Bot,Mid,Top,Jungle,Support
ESPORTSTMNT06_2542154,LCK,1,LCK_2022_Season_Summer_Season_Weeks_7-9,Week 8,Nongshim RedForce,DRX,1 - 1,12.13,Sylas,Gwen,Poppy,Yuumi,Kalista,Wukong,Sivir,Zeri,Sejuani,Taliyah,Renekton,Ahri,Rakan,Alistar,Lissandra,Nocturne,Leona,Ryze,Tahm Kench,Viego,1,Bot,Jungle,Top,Mid,Support,Bot,Top,Mid,Support,Jungle
