gameid,league_code,Winner,League,Phase,Blue,Red,Score,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,Winner,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5
ESPORTSTMNT02_2672744,LJL,2,LJL_2022_Season_Spring_Season,Day 18,AXIZ,Burning Core Toyama,0 - 1,12.5,Renata Glasc,Akshan,Akali,Zeri,Kai'Sa,Tryndamere,Hecarim,Xayah,Nautilus,Samira,Rell,Gragas,Kennen,Yasuo,Gnar,Yone,Graves,Vex,Sejuani,LeBlanc,2,Jungle,Bot,Support,Mid,Top,Bot,Support,Top,Jungle,Mid
ESPORTSTMNT02_2662951,LJL,1,LJL_2022_Season_Spring_Season,Day 18,Fukuoka SoftBank HAWKS gaming,Crest Gaming Act,1 - 0,12.5,Zeri,Ryze,Graves,Rell,Rek'Sai,Vex,Hecarim,Kai'Sa,Volibear,Ahri,Nautilus,LeBlanc,Xayah,Kennen,Tryndamere,Alistar,Leona,Samira,Akali,Renekton,1,Jungle,Mid,Support,Bot,Top,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT02_2672307,LJL,1,LJL_2022_Season_Spring_Season,Day 17,Fukuoka SoftBank HAWKS gaming,V3 Esports,1 - 0,12.5,Volibear,Viego,Zeri,Rell,Tryndamere,Ahri,Hecarim,Xayah,Trundle,Kai'Sa,Ryze,Syndra,Nautilus,Camille,Renata Glasc,Kennen,Rakan,Sett,Gnar,Akali,1,Jungle,Bot,Mid,Support,Top,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT02_2672285,LJL,2,LJL_2022_Season_Spring_Season,Day 17,Crest Gaming Act,Rascal Jester,0 - 1,12.5,Karma,Graves,Veigar,LeBlanc,Kai'Sa,Zeri,Jinx,Ahri,Volibear,Lee Sin,Syndra,Gnar,Tahm Kench,Aphelios,Akali,Xayah,Renata Glasc,Nautilus,Aatrox,Caitlyn,2,Bot,Jungle,Mid,Support,Top,Mid,Jungle,Top,Support,Bot
ESPORTSTMNT02_2672269,LJL,1,LJL_2022_Season_Spring_Season,Day 17,DetonatioN FocusMe,Burning Core Toyama,1 - 0,12.5,Darius,Ryze,Diana,Thresh,Zeri,Hecarim,Tryndamere,Nautilus,Gragas,Jinx,Tahm Kench,Graves,Nidalee,LeBlanc,Ahri,Xayah,Aphelios,Poppy,Viktor,Akali,1,Top,Bot,Support,Jungle,Mid,Support,Top,Jungle,Bot,Mid
ESPORTSTMNT02_2672265,LJL,2,LJL_2022_Season_Spring_Season,Day 17,AXIZ,Sengoku Gaming,0 - 1,12.5,Kai'Sa,Vex,Sylas,Zeri,Renata Glasc,Hecarim,Tryndamere,Jinx,Tahm Kench,Samira,Rell,Lee Sin,Sejuani,Akali,Diana,Ahri,Malphite,Viego,Syndra,Viktor,2,Top,Bot,Support,Jungle,Mid,Bot,Support,Jungle,Top,Mid
ESPORTSTMNT02_2661689,LJL,2,LJL_2022_Season_Spring_Season,Day 16,V3 Esports,Burning Core Toyama,0 - 1,12.5,Sylas,Syndra,Diana,Hecarim,Tryndamere,Galio,Zeri,Nautilus,Kai'Sa,Volibear,Leona,Graves,Kennen,Darius,Vex,LeBlanc,Ahri,Veigar,Gnar,Gragas,2,Bot,Jungle,Support,Mid,Top,Support,Bot,Jungle,Mid,Top
ESPORTSTMNT02_2661682,LJL,1,LJL_2022_Season_Spring_Season,Day 16,Sengoku Gaming,Crest Gaming Act,1 - 0,12.5,Syndra,Sylas,Graves,Jinx,Zeri,Aphelios,Hecarim,Nautilus,Rek'Sai,Xayah,Leona,Vex,Ahri,Kai'Sa,Ryze,Samira,Ezreal,LeBlanc,Gnar,Kennen,1,Jungle,Bot,Support,Mid,Top,Support,Jungle,Mid,Bot,Top
ESPORTSTMNT02_2661673,LJL,1,LJL_2022_Season_Spring_Season,Day 16,Fukuoka SoftBank HAWKS gaming,AXIZ,1 - 0,12.5,Zeri,Karma,Kai'Sa,Renata Glasc,Tryndamere,Hecarim,Viego,Jinx,Volibear,Xayah,Vex,Ryze,Rakan,Kennen,Akali,Nautilus,Tahm Kench,Gnar,Rell,Sion,1,Jungle,Bot,Mid,Top,Support,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT02_2671574,LJL,1,LJL_2022_Season_Spring_Season,Day 16,Rascal Jester,DetonatioN FocusMe,1 - 0,12.5,Tryndamere,Veigar,LeBlanc,Zilean,Sylas,Zeri,Ahri,Jinx,Renekton,Kai'Sa,Volibear,Ryze,Nautilus,Nidalee,Gangplank,Tahm Kench,Diana,Gnar,Rakan,Thresh,1,Mid,Bot,Jungle,Top,Support,Bot,Top,Mid,Jungle,Support
ESPORTSTMNT01_2810248,LJL,1,LJL_2022_Season_Spring_Season,Day 15,DetonatioN FocusMe,Sengoku Gaming,1 - 0,12.4,Ryze,Tryndamere,Tahm Kench,Hecarim,LeBlanc,Poppy,Zeri,Jinx,Nautilus,Xin Zhao,Sett,Jarvan IV,Akali,Sylas,Camille,Gnar,Graves,Ahri,Gwen,Kai'Sa,1,Bot,Jungle,Support,Mid,Top,Bot,Support,Jungle,Top,Mid
ESPORTSTMNT01_2810246,LJL,1,LJL_2022_Season_Spring_Season,Day 15,AXIZ,V3 Esports,1 - 0,12.4,Karma,Xin Zhao,Renata Glasc,Zeri,LeBlanc,Tryndamere,Hecarim,Volibear,Syndra,Nautilus,Samira,Xayah,Sylas,Alistar,Vex,Rakan,Braum,Orianna,Kennen,Camille,1,Jungle,Support,Bot,Mid,Top,Jungle,Mid,Bot,Support,Top
ESPORTSTMNT01_2810245,LJL,2,LJL_2022_Season_Spring_Season,Day 15,Crest Gaming Act,Burning Core Toyama,0 - 1,12.4,Tryndamere,Zeri,Diana,Kai'Sa,Darius,Akali,Jinx,Nautilus,Graves,Tahm Kench,Ahri,LeBlanc,Gnar,Lee Sin,Gwen,Jayce,Xayah,Xin Zhao,Renekton,Gragas,2,Bot,Support,Mid,Jungle,Top,Support,Jungle,Mid,Bot,Top
ESPORTSTMNT01_2810243,LJL,2,LJL_2022_Season_Spring_Season,Day 15,Fukuoka SoftBank HAWKS gaming,Rascal Jester,0 - 1,12.4,Tahm Kench,Graves,Zeri,LeBlanc,Tryndamere,Hecarim,Ryze,Volibear,Ahri,Jinx,Nautilus,Kai'Sa,Viego,Leona,Lee Sin,Sett,Alistar,Gwen,Xin Zhao,Gnar,2,Mid,Bot,Support,Top,Jungle,Jungle,Mid,Bot,Support,Top
ESPORTSTMNT01_2810138,LJL,1,LJL_2022_Season_Spring_Season,Day 14,DetonatioN FocusMe,Crest Gaming Act,1 - 0,12.4,Graves,Tryndamere,Aphelios,Poppy,Zeri,Tahm Kench,Jinx,Kai'Sa,Hecarim,Xin Zhao,Nautilus,Ahri,Sylas,Renekton,LeBlanc,Alistar,Leona,Akali,Vex,Gnar,1,Bot,Jungle,Support,Top,Mid,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT01_2810133,LJL,1,LJL_2022_Season_Spring_Season,Day 14,Sengoku Gaming,V3 Esports,1 - 0,12.4,Galio,Akali,Camille,Zeri,Volibear,Tryndamere,Hecarim,Aphelios,Jarvan IV,Jinx,Graves,Gnar,Sylas,Syndra,Renata Glasc,Ryze,Tahm Kench,Thresh,Ahri,Orianna,1,Jungle,Bot,Top,Support,Mid,Bot,Jungle,Top,Support,Mid
ESPORTSTMNT01_2810129,LJL,2,LJL_2022_Season_Spring_Season,Day 14,AXIZ,Rascal Jester,0 - 1,12.4,Karma,Akshan,Caitlyn,Zeri,Renata Glasc,Tryndamere,Hecarim,Jinx,Tahm Kench,Aphelios,Nautilus,Veigar,Ryze,Jarvan IV,Vex,Poppy,Volibear,Ahri,Kennen,Gangplank,2,Jungle,Bot,Support,Mid,Top,Bot,Support,Mid,Jungle,Top
ESPORTSTMNT01_2810127,LJL,1,LJL_2022_Season_Spring_Season,Day 14,Fukuoka SoftBank HAWKS gaming,Burning Core Toyama,1 - 0,12.4,Tryndamere,Thresh,Zeri,Ryze,Darius,Renata Glasc,Hecarim,Diana,Leona,Jinx,Tahm Kench,Yasuo,Azir,Kai'Sa,LeBlanc,No_ban,Xayah,Vex,Graves,Camille,1,Jungle,Bot,Support,Mid,Top,Jungle,Support,Mid,Bot,Top
ESPORTSTMNT01_2783435,LJL,2,LJL_2022_Season_Spring_Season,Day 13,V3 Esports,Rascal Jester,0 - 1,12.4,Zilean,Galio,Veigar,Tryndamere,Zeri,Volibear,Hecarim,Kai'Sa,Viego,Orianna,Xayah,Ahri,Rakan,Alistar,Camille,Sett,Gnar,Gwen,Nautilus,Leona,2,Jungle,Mid,Bot,Top,Support,Bot,Jungle,Mid,Top,Support
ESPORTSTMNT01_2783421,LJL,2,LJL_2022_Season_Spring_Season,Day 13,Burning Core Toyama,Sengoku Gaming,0 - 1,12.4,Thresh,Tryndamere,Hecarim,Zeri,Graves,Diana,Leona,Jinx,Tahm Kench,Xin Zhao,Xayah,Lee Sin,Darius,Gnar,Jayce,Ahri,Gwen,Renekton,Viktor,Ryze,2,Support,Jungle,Bot,Top,Mid,Bot,Support,Jungle,Top,Mid
ESPORTSTMNT01_2783411,LJL,1,LJL_2022_Season_Spring_Season,Day 13,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,1 - 0,12.4,Ryze,Zeri,Hecarim,Karma,Aphelios,Poppy,Tryndamere,Xin Zhao,Jinx,Kai'Sa,Nautilus,Gwen,Darius,Tahm Kench,Diana,Sett,Renata Glasc,Ahri,Jarvan IV,Vex,1,Top,Bot,Support,Mid,Jungle,Jungle,Bot,Top,Support,Mid
ESPORTSTMNT01_2773480,LJL,1,LJL_2022_Season_Spring_Season,Day 13,AXIZ,Crest Gaming Act,1 - 0,12.4,Karma,Tryndamere,Renata Glasc,Akshan,Graves,Zeri,Hecarim,Aphelios,Xin Zhao,Jinx,Nautilus,Tahm Kench,Galio,Akali,Twisted Fate,Gwen,LeBlanc,Vex,Kennen,Sion,1,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT01_2772608,LJL,1,LJL_2022_Season_Spring_Season,Day 12,Sengoku Gaming,Fukuoka SoftBank HAWKS gaming,1 - 0,12.4,Tryndamere,Zeri,Ryze,Caitlyn,LeBlanc,Sylas,Hecarim,Ahri,Aphelios,Nautilus,Vex,Rell,Kai'Sa,Viego,Jinx,Xin Zhao,Volibear,Xayah,Graves,Gnar,1,Jungle,Support,Mid,Bot,Top,Mid,Bot,Support,Jungle,Top
ESPORTSTMNT01_2772596,LJL,1,LJL_2022_Season_Spring_Season,Day 12,DetonatioN FocusMe,AXIZ,1 - 0,12.4,Akshan,Karma,Xin Zhao,Yuumi,Zeri,Tryndamere,Hecarim,Nautilus,Sylas,Jinx,Sett,Aphelios,Gwen,Viego,Tahm Kench,Jarvan IV,Sejuani,Vex,Darius,Fiora,1,Jungle,Bot,Support,Mid,Top,Support,Mid,Bot,Jungle,Top
ESPORTSTMNT01_2772562,LJL,1,LJL_2022_Season_Spring_Season,Day 12,Crest Gaming Act,V3 Esports,1 - 0,12.4,Galio,Akali,Tryndamere,Hecarim,Veigar,Zeri,Jinx,Xin Zhao,LeBlanc,Rek'Sai,Vex,Camille,Gwen,Jhin,Tahm Kench,Kai'Sa,Ziggs,Nautilus,Renekton,Leona,1,Bot,Jungle,Mid,Support,Top,Jungle,Mid,Top,Bot,Support
ESPORTSTMNT01_2772557,LJL,2,LJL_2022_Season_Spring_Season,Day 12,Burning Core Toyama,Rascal Jester,0 - 1,12.4,Veigar,Tryndamere,Ryze,Diana,Zilean,Zeri,Jinx,Kai'Sa,Viego,Leona,Hecarim,Alistar,Sylas,Ahri,Darius,LeBlanc,Gnar,Gangplank,Akali,Lissandra,2,Bot,Support,Jungle,Top,Mid,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT01_2781010,LJL,2,LJL_2022_Season_Spring_Season,Day 11,DetonatioN FocusMe,Rascal Jester,0 - 1,12.4,Veigar,Tryndamere,Xin Zhao,Zeri,Poppy,Ryze,Hecarim,Jinx,Jarvan IV,Aphelios,Ahri,Tahm Kench,Rell,Vex,Rakan,Syndra,Zilean,Yuumi,Gnar,Camille,2,Jungle,Bot,Mid,Support,Top,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT01_2780991,LJL,2,LJL_2022_Season_Spring_Season,Day 11,Sengoku Gaming,Crest Gaming Act,0 - 1,12.4,Graves,Sylas,Xin Zhao,Jinx,Zeri,Aphelios,Nautilus,Hecarim,Leona,Tristana,Gwen,Syndra,LeBlanc,Kai'Sa,Viego,Samira,Xayah,Yone,Lee Sin,Akali,2,Support,Bot,Top,Mid,Jungle,Jungle,Support,Mid,Bot,Top
ESPORTSTMNT01_2780956,LJL,2,LJL_2022_Season_Spring_Season,Day 11,AXIZ,Fukuoka SoftBank HAWKS gaming,0 - 1,12.4,Karma,Zeri,Gwen,Hecarim,Renata Glasc,Tryndamere,Xin Zhao,Jinx,Volibear,Aphelios,Akshan,Ryze,Ahri,Camille,Nautilus,Renekton,Rell,Alistar,Vex,Aatrox,2,Jungle,Bot,Top,Support,Mid,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT01_2780943,LJL,1,LJL_2022_Season_Spring_Season,Day 11,Burning Core Toyama,V3 Esports,1 - 0,12.4,Veigar,Tryndamere,Ryze,LeBlanc,Galio,Diana,Zeri,Jinx,Hecarim,Trundle,Leona,Rakan,Sylas,Vex,Darius,Gnar,Orianna,Gwen,Akali,Kennen,1,Bot,Jungle,Support,Top,Mid,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT01_2745598,LJL,1,LJL_2022_Season_Spring_Season,Day 10,Fukuoka SoftBank HAWKS gaming,V3 Esports,1 - 0,12.4,Galio,LeBlanc,Tryndamere,Xin Zhao,Zeri,Akali,Hecarim,Lee Sin,Jinx,Aphelios,Ryze,Veigar,Tahm Kench,Thresh,Karma,Camille,Gwen,Graves,Rell,Rakan,1,Jungle,Bot,Mid,Top,Support,Jungle,Bot,Mid,Top,Support
ESPORTSTMNT01_2745587,LJL,2,LJL_2022_Season_Spring_Season,Day 10,Burning Core Toyama,DetonatioN FocusMe,0 - 1,12.4,Gwen,Diana,Aatrox,Tryndamere,Ryze,Zeri,Jinx,Aphelios,Hecarim,Leona,Sion,Thresh,Karthus,Fiora,Darius,Twisted Fate,Gnar,LeBlanc,Trundle,Lissandra,2,Bot,Support,Top,Mid,Jungle,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT01_2745548,LJL,1,LJL_2022_Season_Spring_Season,Day 10,Rascal Jester,Crest Gaming Act,1 - 0,12.4,Graves,Karma,Xin Zhao,Hecarim,Zeri,Veigar,Jinx,Aphelios,Lee Sin,Jarvan IV,Tahm Kench,Thresh,Tryndamere,LeBlanc,Ryze,Akali,Syndra,Ahri,Gnar,Gwen,1,Bot,Jungle,Support,Mid,Top,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT01_2735518,LJL,2,LJL_2022_Season_Spring_Season,Day 10,AXIZ,Sengoku Gaming,0 - 1,12.4,Caitlyn,Zeri,Sylas,Tryndamere,Karma,Xin Zhao,Hecarim,Aphelios,Nautilus,Ziggs,Leona,Viego,Akshan,Akali,Fiora,Gwen,Ahri,Ryze,Draven,Sion,2,Jungle,Bot,Support,Mid,Top,Bot,Support,Jungle,Mid,Top
ESPORTSTMNT01_2744253,LJL,2,LJL_2022_Season_Spring_Season,Day 9,Burning Core Toyama,Crest Gaming Act,0 - 1,12.4,Syndra,Tryndamere,Xin Zhao,Diana,Jinx,Karthus,Zeri,Aphelios,Graves,Hecarim,Ryze,Zoe,Yuumi,Akali,Braum,Gnar,Nautilus,Tahm Kench,Darius,Kennen,2,Bot,Jungle,Mid,Support,Top,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT01_2744234,LJL,1,LJL_2022_Season_Spring_Season,Day 9,AXIZ,V3 Esports,1 - 0,12.4,Galio,Zeri,Jarvan IV,Tryndamere,Leona,Xin Zhao,Nautilus,Lee Sin,Jinx,Aphelios,Ryze,LeBlanc,Viego,Tahm Kench,Poppy,Braum,Thresh,Hecarim,Akshan,Camille,1,Support,Bot,Mid,Jungle,Top,Jungle,Bot,Mid,Support,Top
ESPORTSTMNT01_2744219,LJL,1,LJL_2022_Season_Spring_Season,Day 9,Rascal Jester,Fukuoka SoftBank HAWKS gaming,1 - 0,12.4,Graves,Caitlyn,Tryndamere,Zeri,Gwen,Xin Zhao,Hecarim,Jinx,Viego,Aphelios,Tahm Kench,Ahri,Veigar,Rell,Vex,Renekton,Braum,Zilean,Camille,Aatrox,1,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT01_2734069,LJL,2,LJL_2022_Season_Spring_Season,Day 9,Sengoku Gaming,DetonatioN FocusMe,0 - 1,12.4,Tryndamere,Zeri,Poppy,LeBlanc,Karma,Akali,Caitlyn,Hecarim,Jinx,Lux,Gnar,Nautilus,Sylas,Camille,Ahri,Veigar,Fiora,Ryze,Lee Sin,Twisted Fate,2,Bot,Support,Top,Mid,Jungle,Jungle,Bot,Support,Top,Mid
ESPORTSTMNT03_2590258,LJL,2,LJL_2022_Season_Spring_Season,Day 8,AXIZ,Burning Core Toyama,0 - 1,12.3,Darius,Zeri,Sylas,Xin Zhao,Tryndamere,Poppy,Jinx,Aphelios,Hecarim,Ryze,Lee Sin,Orianna,Leona,Thresh,Tahm Kench,Karma,Nautilus,Gwen,Alistar,Jayce,2,Bot,Mid,Jungle,Top,Support,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT03_2590251,LJL,2,LJL_2022_Season_Spring_Season,Day 8,Fukuoka SoftBank HAWKS gaming,Crest Gaming Act,0 - 1,12.3,Syndra,Tryndamere,Zoe,Ryze,Zeri,Ahri,Xin Zhao,Volibear,Jinx,Aphelios,Orianna,LeBlanc,Graves,Thresh,Gnar,Tahm Kench,Leona,Alistar,Gwen,Akali,2,Jungle,Bot,Mid,Support,Top,Jungle,Bot,Mid,Support,Top
ESPORTSTMNT03_2590222,LJL,1,LJL_2022_Season_Spring_Season,Day 8,Rascal Jester,Sengoku Gaming,1 - 0,12.3,LeBlanc,Tryndamere,Graves,Ryze,Jinx,Poppy,Zeri,Aphelios,Xin Zhao,Volibear,Nautilus,Tahm Kench,Jayce,Sylas,Ahri,Gwen,Gnar,Camille,Veigar,Orianna,1,Bot,Jungle,Support,Top,Mid,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT03_2580303,LJL,1,LJL_2022_Season_Spring_Season,Day 8,DetonatioN FocusMe,V3 Esports,1 - 0,12.3,Galio,Akali,Twisted Fate,Zeri,Veigar,Tryndamere,Ryze,Aphelios,Gwen,Jhin,Karma,Jarvan IV,Xin Zhao,Nautilus,Renekton,LeBlanc,Thresh,Poppy,Jayce,Cassiopeia,1,Mid,Bot,Support,Jungle,Top,Bot,Top,Jungle,Support,Mid
ESPORTSTMNT03_2580010,LJL,1,LJL_2022_Season_Spring_Season,Day 7,Crest Gaming Act,Rascal Jester,1 - 0,12.3,Veigar,Zeri,Ryze,Graves,Karma,Syndra,Jinx,Hecarim,Caitlyn,Xin Zhao,Nautilus,Morgana,Gwen,Tryndamere,Viktor,Orianna,Zoe,LeBlanc,Gnar,Gangplank,1,Bot,Jungle,Support,Mid,Top,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT03_2580005,LJL,1,LJL_2022_Season_Spring_Season,Day 7,DetonatioN FocusMe,Burning Core Toyama,1 - 0,12.3,Darius,Zeri,Renekton,Karma,Diana,Caitlyn,Tryndamere,Aphelios,Lee Sin,Poppy,Jinx,Tahm Kench,Rakan,Akali,Yuumi,LeBlanc,Viktor,Soraka,Ryze,Shen,1,Top,Jungle,Bot,Support,Mid,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT03_2549967,LJL,1,LJL_2022_Season_Spring_Season,Day 7,Fukuoka SoftBank HAWKS gaming,V3 Esports,1 - 0,12.3,Galio,Akali,Ryze,LeBlanc,Zeri,Viktor,Xin Zhao,Tryndamere,Aphelios,Jinx,Gwen,Volibear,Orianna,Tahm Kench,Sylas,Ahri,Thresh,Leona,Azir,Syndra,1,Jungle,Bot,Top,Support,Mid,Top,Bot,Jungle,Support,Mid
ESPORTSTMNT03_2549959,LJL,2,LJL_2022_Season_Spring_Season,Day 7,AXIZ,Sengoku Gaming,0 - 1,12.3,Sylas,Poppy,Akali,Zeri,Karma,Xin Zhao,Tryndamere,Lee Sin,Jinx,Diana,Aphelios,LeBlanc,Vex,Gwen,Ryze,Lulu,Gnar,Rakan,Malphite,Thresh,2,Mid,Jungle,Bot,Support,Top,Jungle,Bot,Mid,Top,Support
ESPORTSTMNT03_2568909,LJL,1,LJL_2022_Season_Spring_Season,Day 6,DetonatioN FocusMe,AXIZ,1 - 0,12.3,Twisted Fate,Tryndamere,Leona,Zeri,Xin Zhao,Karma,Poppy,Jinx,Lulu,Aphelios,Thresh,Kindred,Ryze,Sett,Ahri,Nautilus,Rakan,Gwen,Zoe,Malphite,1,Jungle,Bot,Support,Top,Mid,Bot,Mid,Jungle,Support,Top
ESPORTSTMNT03_2568891,LJL,2,LJL_2022_Season_Spring_Season,Day 6,Fukuoka SoftBank HAWKS gaming,Sengoku Gaming,0 - 1,12.3,Karma,Graves,LeBlanc,Tryndamere,Ryze,Akali,Zeri,Caitlyn,Lux,Xin Zhao,Yuumi,Gwen,Jayce,Lee Sin,Syndra,Viego,Jarvan IV,Ahri,Gnar,Sylas,2,Bot,Jungle,Support,Mid,Top,Bot,Support,Top,Jungle,Mid
ESPORTSTMNT03_2568860,LJL,2,LJL_2022_Season_Spring_Season,Day 6,Rascal Jester,Burning Core Toyama,0 - 1,12.3,Diana,Zeri,Nautilus,Caitlyn,Aphelios,Karma,Jinx,Tryndamere,Jhin,Poppy,Ryze,Karthus,Thresh,Yuumi,Rakan,Tahm Kench,Leona,Renekton,Alistar,Darius,2,Bot,Jungle,Mid,Top,Support,Mid,Bot,Jungle,Support,Top
ESPORTSTMNT03_2568852,LJL,2,LJL_2022_Season_Spring_Season,Day 6,V3 Esports,Crest Gaming Act,0 - 1,12.3,Karma,Tryndamere,Jinx,Galio,Zeri,LeBlanc,Gwen,Graves,Zoe,Xin Zhao,Jhin,Aphelios,Ryze,Volibear,Irelia,Lee Sin,Gragas,Ahri,Leona,Thresh,2,Top,Jungle,Bot,Mid,Support,Jungle,Mid,Bot,Top,Support
ESPORTSTMNT03_2547501,LJL,2,LJL_2022_Season_Spring_Season,Day 5,AXIZ,Burning Core Toyama,0 - 1,12.3,Darius,Zeri,Sylas,Xin Zhao,Tryndamere,Poppy,Lee Sin,Jinx,Volibear,Ryze,Aphelios,Thresh,Tahm Kench,Irelia,Karma,Veigar,Viktor,Nautilus,Bard,Jayce,2,Jungle,Mid,Bot,Support,Top,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT03_2547450,LJL,1,LJL_2022_Season_Spring_Season,Day 5,Sengoku Gaming,Rascal Jester,1 - 0,12.3,Karma,Zeri,Poppy,Akali,Tryndamere,Caitlyn,Xin Zhao,Volibear,Aphelios,Jinx,Lulu,Veigar,Ryze,Graves,Orianna,Jayce,Nautilus,Sylas,Tahm Kench,Gwen,1,Jungle,Bot,Top,Mid,Support,Jungle,Bot,Mid,Support,Top
ESPORTSTMNT03_2547439,LJL,1,LJL_2022_Season_Spring_Season,Day 5,DetonatioN FocusMe,V3 Esports,1 - 0,12.3,Galio,Caitlyn,Twisted Fate,Tryndamere,Renekton,Karma,Zeri,Jhin,Nautilus,Poppy,Leona,Hecarim,Sylas,LeBlanc,Akali,Ahri,Gnar,Veigar,Gwen,Ryze,1,Bot,Jungle,Support,Mid,Top,Bot,Support,Jungle,Top,Mid
ESPORTSTMNT03_2567089,LJL,1,LJL_2022_Season_Spring_Season,Day 5,Crest Gaming Act,Fukuoka SoftBank HAWKS gaming,1 - 0,12.3,Tryndamere,Zeri,Ahri,Xin Zhao,Aphelios,Renekton,Jinx,Graves,Vex,Syndra,Volibear,Thresh,Tahm Kench,Varus,Gwen,Xayah,Jhin,Gnar,Leona,Hecarim,1,Bot,Mid,Jungle,Top,Support,Top,Mid,Support,Bot,Jungle
ESPORTSTMNT03_2546265,LJL,2,LJL_2022_Season_Spring_Season,Day 4,Crest Gaming Act,DetonatioN FocusMe,0 - 1,12.3,Tryndamere,Twisted Fate,Poppy,Aphelios,Karma,Zeri,Xin Zhao,Renekton,Jinx,Ezreal,Gragas,Nidalee,Yuumi,Lulu,Alistar,Leona,Akali,Syndra,Tahm Kench,Rakan,2,Jungle,Bot,Top,Mid,Support,Mid,Bot,Jungle,Top,Support
ESPORTSTMNT03_2546235,LJL,1,LJL_2022_Season_Spring_Season,Day 4,Burning Core Toyama,Fukuoka SoftBank HAWKS gaming,1 - 0,12.3,Graves,Tryndamere,Xin Zhao,Karma,Poppy,Zeri,Diana,Aphelios,Lee Sin,Jinx,Tahm Kench,Gwen,Jayce,LeBlanc,Jax,Akali,Rakan,Darius,Yasuo,Ahri,1,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Top,Support,Mid
ESPORTSTMNT03_2546209,LJL,2,LJL_2022_Season_Spring_Season,Day 4,V3 Esports,Sengoku Gaming,0 - 1,12.3,Akali,Xin Zhao,LeBlanc,Volibear,Zeri,Tryndamere,Caitlyn,Karma,Lee Sin,Poppy,Nautilus,Jhin,Graves,Orianna,Jayce,Viktor,Gwen,Syndra,Kennen,Sylas,2,Bot,Jungle,Support,Mid,Top,Support,Jungle,Bot,Top,Mid
ESPORTSTMNT03_2546191,LJL,2,LJL_2022_Season_Spring_Season,Day 4,AXIZ,Rascal Jester,0 - 1,12.3,Karma,Zeri,Tryndamere,Poppy,Graves,Renekton,Jinx,Xin Zhao,Aphelios,Viego,Ahri,Veigar,Camille,Gwen,Leona,Lulu,Nautilus,Braum,Malphite,Gangplank,2,Bot,Jungle,Mid,Support,Top,Jungle,Bot,Mid,Support,Top
ESPORTSTMNT03_2544713,LJL,1,LJL_2022_Season_Spring_Season,Day 3,Crest Gaming Act,AXIZ,1 - 0,12.3,Poppy,Tryndamere,Bard,Graves,Caitlyn,Karma,Zeri,Tristana,Xin Zhao,Volibear,Gwen,Ahri,Zoe,Janna,Yuumi,Akali,Rakan,Syndra,Alistar,Leona,1,Bot,Jungle,Top,Mid,Support,Bot,Jungle,Mid,Top,Support
ESPORTSTMNT03_2544698,LJL,1,LJL_2022_Season_Spring_Season,Day 3,Rascal Jester,V3 Esports,1 - 0,12.3,Galio,Zeri,Camille,Caitlyn,Renekton,Tryndamere,Xin Zhao,Graves,Volibear,Ryze,Jayce,Syndra,Ezreal,Jinx,Sett,Rakan,Jhin,Lucian,Nami,Nautilus,1,Jungle,Mid,Top,Bot,Support,Top,Jungle,Mid,Bot,Support
ESPORTSTMNT03_2564422,LJL,1,LJL_2022_Season_Spring_Season,Day 3,Sengoku Gaming,Burning Core Toyama,1 - 0,12.3,Tryndamere,Karma,Renekton,Caitlyn,Lee Sin,Xin Zhao,Jinx,Aphelios,Graves,Thresh,Jarvan IV,Tahm Kench,Gwen,Diana,Corki,Akali,Viktor,Orianna,Gnar,Janna,1,Bot,Support,Jungle,Mid,Top,Bot,Jungle,Support,Mid,Top
