gameid,league_code,Winner,League,Phase,Blue,Red,Score,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,Winner,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5
ESPORTSTMNT03/1401956,CBLOL,1,CBLOL_2020_Season_Split_2,Week 5,Prodigy Esports,FURIA,1 - 0,10.13,Thresh,Varus,Kalista,Elise,Sett,Volibear,Senna,Ashe,Wukong,Trundle,Maokai,Karma,Camille,LeBlanc,Orianna,Irelia,Azir,Akali,Jayce,Nidalee,1,Bot,Jungle,Support,Mid,Top,Bot,Top,Support,Mid,Jungle
ESPORTSTMNT03/1401943,CBLOL,1,CBLOL_2020_Season_Split_2,Week 5,INTZ,Flamengo MDL,1 - 0,10.13,Ezreal,Varus,Renekton,Ashe,Twisted Fate,Volibear,Orianna,Aphelios,Karma,Kalista,Wukong,Olaf,Sett,Irelia,Nautilus,Thresh,Tahm Kench,Rakan,Nocturne,Jax,1,Mid,Bot,Top,Support,Jungle,Bot,Mid,Jungle,Support,Top
ESPORTSTMNT03/1401931,CBLOL,1,CBLOL_2020_Season_Split_2,Week 5,paiN Gaming,Santos e-Sports,1 - 0,10.13,Ashe,Varus,Trundle,Renekton,Wukong,Graves,Volibear,Vel'Koz,Pantheon,Sett,Zoe,Nautilus,Kalista,Aatrox,Olaf,Azir,Miss Fortune,Ezreal,Leona,Fiora,1,Jungle,Top,Mid,Bot,Support,Mid,Jungle,Support,Bot,Top
ESPORTSTMNT03/1401901,CBLOL,1,CBLOL_2020_Season_Split_2,Week 5,KaBuM! Esports,Vivo Keyd,1 - 0,10.13,Trundle,Varus,Karma,Senna,Olaf,Kalista,Volibear,Ezreal,Wukong,Kai'Sa,Nautilus,Graves,no_ban,LeBlanc,Lee Sin,Akali,Braum,Orianna,Jax,Syndra,1,Jungle,Bot,Support,Mid,Top,Bot,Top,Jungle,Support,Mid
ESPORTSTMNT02/1385355,CBLOL,1,CBLOL_2020_Season_Split_2,Week 4,KaBuM! Esports,Prodigy Esports,1 - 0,10.12,Trundle,Kalista,Volibear,Varus,Wukong,Thresh,Senna,Syndra,Aphelios,Maokai,Jayce,Sett,Jarvan IV,Irelia,Olaf,no_ban,Lulu,Orianna,Nidalee,Camille,1,Bot,Support,Top,Mid,Jungle,Mid,Bot,Jungle,Support,Top
ESPORTSTMNT02/1385351,CBLOL,1,CBLOL_2020_Season_Split_2,Week 4,INTZ,FURIA,1 - 0,10.12,Senna,Varus,Thresh,Trundle,Aphelios,Ezreal,Volibear,Ashe,Olaf,Kalista,Orianna,Azir,Graves,Renekton,Sett,Wukong,Karma,Pantheon,Zac,Braum,1,Top,Bot,Mid,Support,Jungle,Bot,Jungle,Mid,Top,Support
ESPORTSTMNT02/1385332,CBLOL,2,CBLOL_2020_Season_Split_2,Week 4,Vivo Keyd,Santos e-Sports,0 - 1,10.12,Wukong,Varus,Viktor,Aphelios,Ziggs,Volibear,Ezreal,Ashe,Graves,Yuumi,Azir,Nautilus,Nidalee,LeBlanc,Jarvan IV,Kassadin,Orianna,Trundle,Renekton,Hecarim,2,Bot,Support,Mid,Jungle,Top,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT02/1385309,CBLOL,2,CBLOL_2020_Season_Split_2,Week 4,Flamengo MDL,paiN Gaming,0 - 1,10.12,Syndra,Varus,Wukong,Thresh,Orianna,Aphelios,Twisted Fate,Kalista,Graves,Ezreal,Renekton,LeBlanc,Tahm Kench,no_ban,Lee Sin,no_ban,Mordekaiser,Nautilus,Elise,Leona,2,Mid,Bot,Top,Support,Jungle,Bot,Jungle,Mid,Top,Support
ESPORTSTMNT02/1394880,CBLOL,1,CBLOL_2020_Season_Split_2,Week 4,FURIA,Vivo Keyd,1 - 0,10.12,LeBlanc,Senna,Ezreal,Varus,Wukong,Azir,Aphelios,Volibear,Ashe,Sett,Orianna,Thresh,Renekton,Twisted Fate,Nautilus,Olaf,Syndra,Tahm Kench,Gangplank,Aatrox,1,Bot,Jungle,Mid,Support,Top,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT02/1394860,CBLOL,1,CBLOL_2020_Season_Split_2,Week 4,Flamengo MDL,Santos e-Sports,1 - 0,10.12,Ziggs,Kalista,Vel'Koz,Varus,Syndra,Aphelios,Ezreal,Ashe,Wukong,Twisted Fate,Renekton,Viktor,Elise,Aatrox,Taliyah,Jax,Hecarim,Lee Sin,Nautilus,Braum,1,Bot,Mid,Top,Jungle,Support,Bot,Jungle,Mid,Top,Support
ESPORTSTMNT02/1394837,CBLOL,1,CBLOL_2020_Season_Split_2,Week 4,INTZ,KaBuM! Esports,1 - 0,10.12,Senna,Varus,Syndra,Olaf,Aphelios,Kalista,Volibear,Ezreal,Karma,Sivir,Yuumi,Graves,Wukong,Jax,LeBlanc,Renekton,Zoe,Orianna,Gragas,Ornn,1,Top,Bot,Support,Mid,Jungle,Bot,Support,Jungle,Mid,Top
ESPORTSTMNT02/1394814,CBLOL,1,CBLOL_2020_Season_Split_2,Week 4,paiN Gaming,Prodigy Esports,1 - 0,10.12,Senna,Kalista,Syndra,Varus,Trundle,Karma,Graves,Thresh,Volibear,Nautilus,Renekton,Heimerdinger,Sivir,Elise,Ezreal,Galio,Lucian,Aphelios,Twisted Fate,Nocturne,1,Jungle,Support,Top,Bot,Mid,Support,Jungle,Bot,Top,Mid
ESPORTSTMNT02/1392260,CBLOL,1,CBLOL_2020_Season_Split_2,Week 3,Vivo Keyd,INTZ,1 - 0,10.12,Senna,Varus,Volibear,Azir,Yuumi,Aphelios,Ezreal,Miss Fortune,Trundle,Wukong,Thresh,Nautilus,LeBlanc,Orianna,Syndra,Twisted Fate,Zoe,Akali,Jarvan IV,Hecarim,1,Bot,Top,Support,Mid,Jungle,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT02/1392237,CBLOL,1,CBLOL_2020_Season_Split_2,Week 3,paiN Gaming,FURIA,1 - 0,10.12,Miss Fortune,Varus,Senna,Trundle,Syndra,LeBlanc,Wukong,Lee Sin,Aphelios,Kalista,Sett,Thresh,Olaf,Ornn,Blitzcrank,Orianna,Azir,Twisted Fate,Graves,Mordekaiser,1,Top,Bot,Support,Mid,Jungle,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT02/1392212,CBLOL,2,CBLOL_2020_Season_Split_2,Week 3,Prodigy Esports,Santos e-Sports,0 - 1,10.12,Azir,Varus,Wukong,Elise,Trundle,Sett,Syndra,Ashe,Graves,Lee Sin,Renekton,Braum,Thresh,Lucian,no_ban,Aatrox,Jax,Ezreal,Leona,Ekko,2,Mid,Jungle,Top,Bot,Support,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT02/1392167,CBLOL,2,CBLOL_2020_Season_Split_2,Week 3,KaBuM! Esports,Flamengo MDL,0 - 1,10.12,Jayce,Varus,Syndra,Aphelios,Ezreal,Senna,Kalista,Trundle,Ashe,Nautilus,Graves,Tahm Kench,Renekton,LeBlanc,Orianna,Camille,Zoe,Azir,Volibear,Irelia,2,Bot,Support,Jungle,Mid,Top,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT02/1391960,CBLOL,1,CBLOL_2020_Season_Split_2,Week 3,INTZ,Prodigy Esports,1 - 0,10.12,Senna,Varus,Renekton,Thresh,Syndra,Ezreal,Trundle,Aphelios,Graves,Miss Fortune,Nautilus,Braum,LeBlanc,Azir,Mordekaiser,Galio,Wukong,Volibear,Twisted Fate,Orianna,1,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT02/1391936,CBLOL,2,CBLOL_2020_Season_Split_2,Week 3,KaBuM! Esports,paiN Gaming,0 - 1,10.12,LeBlanc,Varus,Zoe,Aphelios,Kalista,Senna,Ezreal,Wukong,Karma,Trundle,Orianna,Galio,Ornn,Camille,Nautilus,Sivir,Renekton,Yuumi,Aatrox,Twitch,2,Bot,Jungle,Mid,Support,Top,Jungle,Support,Mid,Top,Bot
ESPORTSTMNT02/1391920,CBLOL,1,CBLOL_2020_Season_Split_2,Week 3,Flamengo MDL,Vivo Keyd,1 - 0,10.12,Trundle,Varus,Senna,Kalista,Yuumi,LeBlanc,Syndra,Aphelios,Azir,Wukong,Ezreal,Ornn,Mordekaiser,Lulu,Sett,Nautilus,Thresh,Tahm Kench,Olaf,Kindred,1,Mid,Top,Bot,Support,Jungle,Bot,Mid,Top,Support,Jungle
ESPORTSTMNT02/1391876,CBLOL,2,CBLOL_2020_Season_Split_2,Week 3,Santos e-Sports,FURIA,0 - 1,10.12,Thresh,Varus,Sett,Trundle,Kalista,Wukong,Syndra,Aphelios,Lee Sin,Jarvan IV,Nautilus,Tahm Kench,Camille,Renekton,Jayce,LeBlanc,Ornn,Azir,Aatrox,Kassadin,2,Bot,Jungle,Support,Mid,Top,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT01/1414316,CBLOL,2,CBLOL_2020_Season_Split_2,Week 2,FURIA,KaBuM! Esports,0 - 1,10.11,Jayce,Varus,Syndra,Sett,Ezreal,Renekton,Senna,Aphelios,Karma,Maokai,Aatrox,Trundle,Graves,Camille,Kindred,Kassadin,Azir,Nidalee,Orianna,Wukong,2,Bot,Support,Top,Jungle,Mid,Bot,Support,Jungle,Mid,Top
ESPORTSTMNT01/1414311,CBLOL,2,CBLOL_2020_Season_Split_2,Week 2,Prodigy Esports,Flamengo MDL,0 - 1,10.11,Kalista,Senna,Thresh,Varus,Aphelios,Elise,Graves,Lee Sin,Ezreal,Miss Fortune,Nautilus,Leona,Kassadin,LeBlanc,no_ban,Zoe,Syndra,Renekton,Galio,Wukong,2,Jungle,Bot,Support,Top,Mid,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT01/1414291,CBLOL,1,CBLOL_2020_Season_Split_2,Week 2,paiN Gaming,Vivo Keyd,1 - 0,10.11,Senna,Varus,Syndra,Kalista,Aphelios,Ezreal,Graves,Zoe,Nidalee,Draven,LeBlanc,Jhin,Ornn,Thresh,Malphite,Gangplank,Wukong,Renekton,Nautilus,Braum,1,Jungle,Bot,Mid,Top,Support,Mid,Jungle,Bot,Top,Support
ESPORTSTMNT01/1414280,CBLOL,2,CBLOL_2020_Season_Split_2,Week 2,INTZ,Santos e-Sports,0 - 1,10.11,Senna,Varus,Camille,Trundle,Aatrox,Wukong,Aphelios,Kalista,Jarvan IV,Sett,Orianna,Taric,Thresh,Irelia,Gragas,Jayce,Renekton,Graves,Malphite,Azir,2,Bot,Support,Mid,Jungle,Top,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT01/1414064,CBLOL,2,CBLOL_2020_Season_Split_2,Week 2,Flamengo MDL,FURIA,0 - 1,10.11,Nautilus,Varus,Senna,Trundle,Syndra,Graves,Thresh,Kalista,Lee Sin,Ezreal,Jayce,Sett,Elise,LeBlanc,Zoe,Kassadin,Orianna,Azir,Olaf,Wukong,2,Support,Bot,Top,Mid,Jungle,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT01/1414048,CBLOL,2,CBLOL_2020_Season_Split_2,Week 2,INTZ,paiN Gaming,0 - 1,10.11,Syndra,Varus,Draven,Trundle,Aphelios,Miss Fortune,Ezreal,Kalista,Olaf,Yuumi,Sett,Thresh,Orianna,Azir,Kassadin,LeBlanc,Galio,Renekton,Cassiopeia,Camille,2,Bot,Support,Jungle,Top,Mid,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT01/1414038,CBLOL,2,CBLOL_2020_Season_Split_2,Week 2,KaBuM! Esports,Santos e-Sports,0 - 1,10.11,Wukong,Varus,Senna,Ezreal,Jarvan IV,Thresh,Aphelios,Azir,Nautilus,Syndra,Leona,Trundle,Nidalee,Kalista,Lee Sin,Irelia,Ziggs,Jayce,Elise,Camille,2,Bot,Mid,Support,Top,Jungle,Mid,Support,Jungle,Bot,Top
ESPORTSTMNT01/1414013,CBLOL,1,CBLOL_2020_Season_Split_2,Week 2,Vivo Keyd,Prodigy Esports,1 - 0,10.11,Elise,Varus,Senna,Graves,Miss Fortune,Trundle,Aphelios,Ezreal,Olaf,Nidalee,Azir,Yuumi,Lulu,Kassadin,Renekton,Wukong,Syndra,Ornn,Nautilus,Camille,1,Bot,Jungle,Mid,Top,Support,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT01/1401802,CBLOL,1,CBLOL_2020_Season_Split_2,Week 1,Santos e-Sports,paiN Gaming,1 - 0,10.11,Thresh,Varus,LeBlanc,Senna,Aphelios,Graves,Wukong,Trundle,Ezreal,Vel'Koz,Nautilus,Leona,Karthus,Renekton,Viktor,Zoe,Syndra,Azir,Aatrox,Malphite,1,Jungle,Bot,Support,Mid,Top,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT01/1401778,CBLOL,2,CBLOL_2020_Season_Split_2,Week 1,Vivo Keyd,KaBuM! Esports,0 - 1,10.11,Lee Sin,Varus,Karma,Graves,Thresh,Trundle,Syndra,Senna,Maokai,Ezreal,Yuumi,Azir,Wukong,Renekton,Camille,Ornn,Aatrox,Olaf,Jayce,Nidalee,2,Mid,Bot,Support,Jungle,Top,Bot,Support,Mid,Top,Jungle
ESPORTSTMNT01/1401768,CBLOL,2,CBLOL_2020_Season_Split_2,Week 1,FURIA,Prodigy Esports,0 - 1,10.11,Elise,Varus,Jayce,Senna,Wukong,Graves,Syndra,Aphelios,Trundle,Ekko,Renekton,Thresh,Yuumi,Pantheon,Nautilus,Zoe,Lucian,Sett,Miss Fortune,Rumble,2,Mid,Jungle,Top,Support,Bot,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT01/1401754,CBLOL,2,CBLOL_2020_Season_Split_2,Week 1,Flamengo MDL,INTZ,0 - 1,10.11,Yuumi,Graves,Syndra,Varus,Senna,Thresh,Aphelios,Trundle,Miss Fortune,Kindred,Braum,Bard,Jayce,Renekton,LeBlanc,Azir,Twisted Fate,Kassadin,Camille,Wukong,2,Bot,Jungle,Support,Mid,Top,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT01/1401620,CBLOL,2,CBLOL_2020_Season_Split_2,Week 1,Prodigy Esports,KaBuM! Esports,0 - 1,10.11,Thresh,Varus,Karma,Trundle,Syndra,Graves,Senna,Aphelios,Ornn,Sett,Sylas,Lee Sin,Elise,Lulu,LeBlanc,Braum,Yuumi,Rek'Sai,Corki,Orianna,2,Bot,Support,Top,Jungle,Mid,Bot,Top,Jungle,Support,Mid
ESPORTSTMNT01/1401600,CBLOL,1,CBLOL_2020_Season_Split_2,Week 1,Santos e-Sports,Vivo Keyd,1 - 0,10.11,Nidalee,Varus,Thresh,Pantheon,Yuumi,Wukong,Senna,Lulu,Graves,Jarvan IV,Ezreal,LeBlanc,Lissandra,Aphelios,Malzahar,Vayne,Kog'Maw,Viktor,Aatrox,Camille,1,Support,Jungle,Bot,Mid,Top,Support,Jungle,Mid,Bot,Top
ESPORTSTMNT01/1401595,CBLOL,2,CBLOL_2020_Season_Split_2,Week 1,FURIA,INTZ,0 - 1,10.11,Gragas,Graves,Jayce,Senna,Wukong,Varus,Syndra,Trundle,Aphelios,Kindred,Thresh,Nautilus,Renekton,Sylas,Aatrox,Zoe,Sett,Pantheon,Miss Fortune,Orianna,2,Mid,Jungle,Support,Top,Bot,Jungle,Bot,Support,Top,Mid
ESPORTSTMNT01/1401566,CBLOL,1,CBLOL_2020_Season_Split_2,Week 1,paiN Gaming,Flamengo MDL,1 - 0,10.11,Sett,Varus,Syndra,Aphelios,Senna,Graves,Karma,Trundle,Kalista,Draven,Lee Sin,Thresh,Nautilus,Azir,Blitzcrank,Cassiopeia,Zoe,Leona,Rumble,Irelia,1,Mid,Bot,Jungle,Support,Top,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT03/1433700,CBLOL,2,CBLOL_2020_Season_Split_2_Playoffs,Finals,paiN Gaming,INTZ,1 - 3,10.16,Gragas,Graves,Bard,Caitlyn,Senna,Kalista,Sett,Ashe,Volibear,Jhin,Hecarim,Sylas,Zoe,Nautilus,Lucian,Taric,Thresh,Orianna,Shen,Camille,2,Support,Bot,Jungle,Mid,Top,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT03/1433699,CBLOL,2,CBLOL_2020_Season_Split_2_Playoffs,Finals,INTZ,paiN Gaming,2 - 1,10.16,Kalista,Gragas,Caitlyn,Bard,Graves,Senna,Orianna,Sett,Ashe,Ezreal,Renekton,LeBlanc,Trundle,Olaf,Nautilus,Shen,Volibear,Leona,Skarner,Hecarim,2,Mid,Bot,Top,Support,Jungle,Support,Bot,Mid,Top,Jungle
ESPORTSTMNT03/1433697,CBLOL,1,CBLOL_2020_Season_Split_2_Playoffs,Finals,INTZ,paiN Gaming,2 - 0,10.16,Kalista,Gragas,Caitlyn,Bard,Orianna,Volibear,Graves,Lucian,Lillia,Senna,Nautilus,Ezreal,LeBlanc,Irelia,Ryze,Camille,Leona,Ahri,Renekton,Shen,1,Jungle,Bot,Support,Mid,Top,Mid,Jungle,Bot,Support,Top
ESPORTSTMNT03/1433695,CBLOL,2,CBLOL_2020_Season_Split_2_Playoffs,Finals,paiN Gaming,INTZ,0 - 1,10.16,Gragas,Caitlyn,Bard,Graves,Volibear,Kalista,Lucian,Orianna,Sett,Lillia,Nautilus,Senna,Ashe,Leona,Jhin,Hecarim,Tahm Kench,Draven,Ornn,Kayle,2,Mid,Jungle,Support,Bot,Top,Mid,Jungle,Bot,Support,Top
ESPORTSTMNT03/1432288,CBLOL,2,CBLOL_2020_Season_Split_2_Playoffs,Semifinals,KaBuM! Esports,INTZ,2 - 3,10.16,Bard,Orianna,Lucian,Senna,Ezreal,Caitlyn,Sett,Trundle,Jhin,Azir,Aphelios,Nautilus,Camille,Tristana,Thresh,Twisted Fate,Kog'Maw,Leona,Wukong,Renekton,2,Jungle,Mid,Bot,Support,Top,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT03/1432281,CBLOL,1,CBLOL_2020_Season_Split_2_Playoffs,Semifinals,KaBuM! Esports,INTZ,2 - 2,10.16,Bard,Senna,Lucian,Caitlyn,Ezreal,Thresh,Orianna,Nautilus,Tristana,Sett,Leona,Gragas,Jayce,Ziggs,Aphelios,Renekton,Ashe,Jhin,Camille,Maokai,1,Mid,Jungle,Support,Bot,Top,Support,Mid,Jungle,Bot,Top
ESPORTSTMNT03/1432278,CBLOL,1,CBLOL_2020_Season_Split_2_Playoffs,Semifinals,INTZ,KaBuM! Esports,2 - 1,10.16,Senna,Bard,Thresh,Orianna,Caitlyn,Ezreal,Sett,Volibear,Nautilus,Lucian,Leona,LeBlanc,Mordekaiser,Jayce,Sylas,Renekton,Jhin,Ziggs,Maokai,Gangplank,1,Jungle,Mid,Support,Bot,Top,Jungle,Support,Mid,Bot,Top
ESPORTSTMNT03/1432272,CBLOL,1,CBLOL_2020_Season_Split_2_Playoffs,Semifinals,KaBuM! Esports,INTZ,1 - 1,10.16,Bard,Senna,Lucian,Thresh,Tristana,Caitlyn,Orianna,Nautilus,Volibear,Sett,Leona,Ezreal,Kalista,Sylas,Kai'Sa,Yorick,Twisted Fate,Aphelios,Jayce,Camille,1,Mid,Jungle,Support,Bot,Top,Support,Jungle,Bot,Mid,Top
ESPORTSTMNT03/1432256,CBLOL,1,CBLOL_2020_Season_Split_2_Playoffs,Semifinals,INTZ,KaBuM! Esports,1 - 0,10.16,Senna,Bard,Thresh,Orianna,Caitlyn,Volibear,Sett,Renekton,Ashe,Ezreal,Nautilus,Nidalee,Twisted Fate,Tahm Kench,Zoe,Syndra,Braum,Lucian,Quinn,Cassiopeia,1,Jungle,Bot,Support,Mid,Top,Top,Bot,Jungle,Support,Mid
ESPORTSTMNT03/1442106,CBLOL,1,CBLOL_2020_Season_Split_2_Playoffs,Semifinals,paiN Gaming,Prodigy Esports,3 - 2,10.16,Sona,Kalista,Senna,Caitlyn,Twisted Fate,Orianna,Graves,Sett,Azir,Zoe,Maokai,Renekton,Ezreal,Varus,Rakan,Nautilus,Thresh,Blitzcrank,Jhin,Sivir,1,Jungle,Mid,Top,Support,Bot,Jungle,Mid,Top,Support,Bot
ESPORTSTMNT03/1442098,CBLOL,1,CBLOL_2020_Season_Split_2_Playoffs,Semifinals,Prodigy Esports,paiN Gaming,2 - 2,10.16,Kalista,Sona,Graves,Senna,Caitlyn,Twisted Fate,Orianna,Volibear,Ashe,Sett,Renekton,Olaf,Bard,LeBlanc,Jhin,Syndra,Azir,Thresh,Varus,Braum,1,Mid,Jungle,Top,Support,Bot,Top,Bot,Jungle,Mid,Support
ESPORTSTMNT03/1442094,CBLOL,1,CBLOL_2020_Season_Split_2_Playoffs,Semifinals,paiN Gaming,Prodigy Esports,2 - 1,10.16,Sona,Kalista,Senna,Graves,Twisted Fate,Caitlyn,Volibear,Renekton,Trundle,Ashe,Orianna,Akali,Nidalee,Bard,Lee Sin,Jhin,Ezreal,Karma,Lillia,Leona,1,Top,Bot,Mid,Support,Jungle,Top,Jungle,Mid,Bot,Support
ESPORTSTMNT03/1442092,CBLOL,2,CBLOL_2020_Season_Split_2_Playoffs,Semifinals,Prodigy Esports,paiN Gaming,1 - 1,10.16,Graves,Sona,Kalista,Senna,Caitlyn,Twisted Fate,Renekton,Volibear,Ashe,Bard,Elise,Olaf,Jhin,LeBlanc,Akali,Rakan,Lulu,Zoe,Aphelios,Orianna,2,Top,Support,Jungle,Mid,Bot,Top,Bot,Jungle,Support,Mid
ESPORTSTMNT03/1442070,CBLOL,2,CBLOL_2020_Season_Split_2_Playoffs,Semifinals,paiN Gaming,Prodigy Esports,0 - 1,10.16,Sona,Kalista,Senna,Graves,Trundle,Caitlyn,Twisted Fate,Renekton,Volibear,Ezreal,Ornn,Galio,Olaf,Ziggs,Sett,Bard,Sivir,Karthus,Leona,Tahm Kench,2,Mid,Bot,Top,Jungle,Support,Top,Jungle,Mid,Bot,Support
ESPORTSTMNT01/1380456,CBLOL,2,CBLOL_2020_Season_Split_2_Promotion,Promotion,Team oNe eSports,INTZ,2 - 3,10.8,Yuumi,Sett,Aphelios,Graves,Sylas,Trundle,Syndra,Miss Fortune,Thresh,Nautilus,Corki,Kassadin,Jayce,Camille,Aatrox,Malphite,Rek'Sai,Renekton,Elise,Mordekaiser,2,Bot,Support,Mid,Top,Jungle,Bot,Support,Mid,Jungle,Top
ESPORTSTMNT01/1380455,CBLOL,2,CBLOL_2020_Season_Split_2_Promotion,Promotion,Team oNe eSports,INTZ,2 - 2,10.8,Aphelios,Sett,Thresh,Graves,LeBlanc,Trundle,Varus,Ezreal,Yuumi,Karma,Ornn,Sylas,Olaf,Jarvan IV,Corki,Rek'Sai,Skarner,Sejuani,Azir,Camille,2,Bot,Support,Top,Jungle,Mid,Bot,Support,Mid,Jungle,Top
ESPORTSTMNT01/1380454,CBLOL,2,CBLOL_2020_Season_Split_2_Promotion,Promotion,INTZ,Team oNe eSports,1 - 2,10.8,Syndra,Aphelios,Varus,Graves,Jayce,Trundle,Sett,Senna,Maokai,Gragas,Miss Fortune,Corki,Lulu,Aatrox,Yuumi,Renekton,Olaf,Tristana,Leona,Gangplank,2,Top,Jungle,Bot,Mid,Support,Bot,Support,Mid,Jungle,Top
ESPORTSTMNT01/1380453,CBLOL,1,CBLOL_2020_Season_Split_2_Promotion,Promotion,Team oNe eSports,INTZ,1 - 1,10.8,Aphelios,Graves,Thresh,Sett,LeBlanc,Varus,Trundle,Jayce,Senna,Syndra,Leona,Gragas,Malzahar,Tahm Kench,Ornn,Maokai,Braum,Aatrox,Corki,Camille,1,Jungle,Bot,Support,Top,Mid,Mid,Bot,Jungle,Support,Top
ESPORTSTMNT01/1380452,CBLOL,1,CBLOL_2020_Season_Split_2_Promotion,Promotion,INTZ,Team oNe eSports,1 - 0,10.8,Syndra,Varus,Jayce,Senna,Sett,Trundle,Graves,Kalista,Thresh,Aphelios,Nautilus,Renekton,Ornn,Elise,Sylas,Malzahar,Lee Sin,Malphite,LeBlanc,Viktor,1,Jungle,Bot,Support,Top,Mid,Bot,Support,Top,Jungle,Mid
ESPORTSTMNT03/1443737,LCK,1,LCK_2020_Season_Regional_Finals,Finals,Gen.G,T1,3 - 0,10.16,Lucian,Ashe,Caitlyn,Kalista,Twisted Fate,Azir,Volibear,Lillia,Renekton,Nidalee,Sett,Orianna,Senna,Pantheon,Kai'Sa,Karma,Ezreal,Ekko,Aphelios,Alistar,1,Top,Jungle,Support,Mid,Bot,Jungle,Top,Mid,Bot,Support
ESPORTSTMNT03/1443731,LCK,2,LCK_2020_Season_Regional_Finals,Finals,T1,Gen.G,0 - 2,10.16,Kalista,Lucian,Azir,Caitlyn,Volibear,Twisted Fate,Ashe,Renekton,Sett,Pantheon,Jayce,Nidalee,Lillia,Orianna,Zoe,Akali,Ezreal,Elise,Sylas,Braum,2,Bot,Support,Top,Jungle,Mid,Top,Mid,Jungle,Bot,Support
ESPORTSTMNT03/1443715,LCK,1,LCK_2020_Season_Regional_Finals,Finals,Gen.G,T1,1 - 0,10.16,Lucian,Kalista,Caitlyn,Ashe,Twisted Fate,Ezreal,Volibear,Renekton,Nautilus,Sett,Azir,Ekko,Miss Fortune,Nidalee,Xayah,Lillia,Aphelios,Senna,Graves,Kindred,1,Top,Support,Mid,Bot,Jungle,Top,Support,Mid,Bot,Jungle
ESPORTSTMNT03/1443702,LCK,2,LCK_2020_Season_Regional_Finals,Round 2,DN Freecs,T1,1 - 3,10.16,Azir,Lucian,Twisted Fate,Lillia,Akali,Sett,Caitlyn,Jhin,Volibear,Nautilus,Ornn,Sylas,Graves,Leona,Renekton,Pantheon,Bard,Karthus,Wukong,Mordekaiser,2,Bot,Support,Mid,Jungle,Top,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT03/1443700,LCK,1,LCK_2020_Season_Regional_Finals,Round 2,T1,DN Freecs,2 - 1,10.16,Kalista,Azir,Nautilus,Twisted Fate,Lucian,Caitlyn,Lillia,Orianna,Hecarim,Renekton,Zoe,Ezreal,Kai'Sa,Quinn,Draven,Jayce,Shen,Jhin,Bard,Yuumi,1,Jungle,Top,Mid,Bot,Support,Mid,Jungle,Bot,Top,Support
ESPORTSTMNT03/1443697,LCK,1,LCK_2020_Season_Regional_Finals,Round 2,DN Freecs,T1,1 - 1,10.16,Azir,Lillia,Twisted Fate,Caitlyn,Akali,Nautilus,Lucian,Volibear,Renekton,Sett,Kalista,Draven,Nidalee,Thresh,Alistar,Ekko,Pantheon,Syndra,Taric,Zoe,1,Top,Jungle,Bot,Mid,Support,Jungle,Top,Bot,Support,Mid
ESPORTSTMNT03/1443670,LCK,1,LCK_2020_Season_Regional_Finals,Round 2,T1,DN Freecs,1 - 0,10.16,Kalista,Azir,Nautilus,Twisted Fate,Ezreal,Lucian,Caitlyn,Akali,Ashe,Lux,Renekton,Blitzcrank,Nidalee,Volibear,Sylas,Sett,Hecarim,Jarvan IV,Galio,Ornn,1,Bot,Support,Top,Jungle,Mid,Top,Bot,Support,Jungle,Mid
ESPORTSTMNT03/1433782,LCK,1,LCK_2020_Season_Regional_Finals,Round 1,DN Freecs,KT Rolster,3 - 0,10.16,Azir,Kalista,Senna,Caitlyn,Twisted Fate,Nautilus,Lillia,Ashe,Hecarim,Ezreal,Sett,Lulu,Karma,Shen,Renekton,Akali,Orianna,Syndra,Camille,Mordekaiser,1,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Support,Mid,Top
