gameid,league_code,Winner,League,Phase,Blue,Red,Score,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,Winner,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5
ESPORTSTMNT06/1721017,MSI,2,2021_Mid-Season_Invitational,Semifinals,TALON,Royal Never Give Up,1 - 3,11.9,Lucian,Zoe,Varus,Renekton,Lee Sin,Thresh,Udyr,Nautilus,Morgana,Tristana,Rell,Kai'Sa,Ryze,Nocturne,Galio,Jayce,Gnar,Sylas,Gangplank,Orianna,2,Jungle,Bot,Support,Mid,Top,Support,Jungle,Bot,Top,Mid
ESPORTSTMNT06/1721016,MSI,1,2021_Mid-Season_Invitational,Semifinals,Royal Never Give Up,TALON,2 - 1,11.9,Zoe,Varus,Thresh,Lucian,Nocturne,Renekton,Lee Sin,Udyr,Tristana,Morgana,Kai'Sa,Nautilus,Leona,Galio,Rell,Gnar,Aatrox,Orianna,Braum,Viktor,1,Top,Jungle,Bot,Mid,Support,Jungle,Bot,Support,Top,Mid
ESPORTSTMNT06/1721015,MSI,1,2021_Mid-Season_Invitational,Semifinals,TALON,Royal Never Give Up,1 - 1,11.9,Lucian,Zoe,Varus,Renekton,Lee Sin,Thresh,Udyr,Kai'Sa,Morgana,Tristana,Nautilus,Gnar,Gangplank,Leona,Jayce,Rell,Braum,Nocturne,Sylas,Viktor,1,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Top,Support,Mid
ESPORTSTMNT06/1721013,MSI,1,2021_Mid-Season_Invitational,Semifinals,Royal Never Give Up,TALON,1 - 0,11.9,Zoe,Varus,Thresh,Lucian,Nocturne,Renekton,Lee Sin,Udyr,Kai'Sa,Morgana,Tristana,Gnar,Twisted Fate,Galio,Rell,Nautilus,Leona,Braum,Orianna,Azir,1,Top,Jungle,Bot,Support,Mid,Jungle,Bot,Top,Support,Mid
ESPORTSTMNT06/1720949,MSI,2,2021_Mid-Season_Invitational,Rumble Day 5,MAD Lions KOI,Cloud9,0 - 1,11.9,Renekton,Varus,Udyr,Lee Sin,Thresh,Senna,Lucian,Kai'Sa,Morgana,Rumble,Xayah,Kalista,Wukong,Malphite,Leona,Nautilus,Alistar,Jayce,Rakan,Irelia,2,Mid,Jungle,Bot,Top,Support,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT06/1720938,MSI,1,2021_Mid-Season_Invitational,Rumble Day 5,Dplus KIA,Pentanet.GG,1 - 0,11.9,Thresh,Renekton,Varus,Leona,Urgot,Senna,Kai'Sa,Lucian,Udyr,Morgana,Nautilus,Braum,Jayce,Qiyana,Sylas,Sett,Gnar,Lee Sin,Zoe,Viktor,1,Bot,Jungle,Support,Top,Mid,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT06/1720931,MSI,1,2021_Mid-Season_Invitational,Rumble Day 5,TALON,Cloud9,1 - 0,11.9,Lucian,Thresh,Lee Sin,Varus,Senna,Renekton,Kai'Sa,Tristana,Udyr,Rumble,Qiyana,Leona,Rell,Zoe,Nautilus,LeBlanc,Sylas,Nocturne,Galio,Aatrox,1,Bot,Jungle,Mid,Top,Support,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT06/1720924,MSI,2,2021_Mid-Season_Invitational,Rumble Day 5,Royal Never Give Up,MAD Lions KOI,0 - 1,11.9,Zoe,Lee Sin,Thresh,Renekton,Senna,Udyr,Varus,Lucian,Rumble,Morgana,Gnar,Kai'Sa,Tahm Kench,Jayce,Twisted Fate,Nautilus,Leona,Alistar,Viktor,Wukong,2,Bot,Jungle,Top,Support,Mid,Mid,Jungle,Bot,Support,Top
ESPORTSTMNT06/1720916,MSI,2,2021_Mid-Season_Invitational,Rumble Day 5,Pentanet.GG,TALON,0 - 1,11.9,Varus,Senna,Thresh,Lee Sin,Morgana,Urgot,Udyr,Renekton,Kai'Sa,Gnar,Xayah,Rumble,Rakan,Sylas,Alistar,Jayce,Leona,Viktor,Braum,Gangplank,2,Jungle,Top,Bot,Mid,Support,Mid,Bot,Jungle,Support,Top
ESPORTSTMNT06/1720911,MSI,1,2021_Mid-Season_Invitational,Rumble Day 5,Royal Never Give Up,Dplus KIA,1 - 0,11.9,Senna,Thresh,Zoe,Varus,Sett,Lee Sin,Renekton,Kai'Sa,Udyr,Morgana,Tristana,Nautilus,Leona,Lucian,Twisted Fate,Gangplank,Sion,Gnar,Rell,Viktor,1,Mid,Jungle,Bot,Top,Support,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT06/1730998,MSI,1,2021_Mid-Season_Invitational,Rumble Day 4,Pentanet.GG,Cloud9,1 - 0,11.9,Lucian,Gnar,Lee Sin,Thresh,Varus,Renekton,Udyr,Kai'Sa,Nautilus,Senna,Tahm Kench,Lillia,Urgot,Jayce,Syndra,Yone,Sion,Sett,Viktor,Tristana,1,Jungle,Bot,Support,Top,Mid,Bot,Support,Jungle,Top,Mid
ESPORTSTMNT06/1730991,MSI,1,2021_Mid-Season_Invitational,Rumble Day 4,Dplus KIA,TALON,1 - 0,11.9,Thresh,Senna,Varus,Lucian,Udyr,Renekton,Kai'Sa,Lee Sin,Morgana,Rumble,Nautilus,Xayah,Sett,Leona,Jayce,Twisted Fate,Rakan,Zoe,Gnar,Sylas,1,Bot,Jungle,Support,Mid,Top,Top,Jungle,Bot,Support,Mid
ESPORTSTMNT06/1730986,MSI,2,2021_Mid-Season_Invitational,Rumble Day 4,Pentanet.GG,MAD Lions KOI,0 - 1,11.9,Lucian,Renekton,Morgana,Lee Sin,Varus,Udyr,Rumble,Volibear,Kai'Sa,Thresh,Aphelios,Leona,Urgot,Gnar,Kassadin,Orianna,Jayce,Qiyana,Sion,Lissandra,2,Jungle,Support,Bot,Mid,Top,Jungle,Bot,Support,Top,Mid
ESPORTSTMNT06/1730970,MSI,1,2021_Mid-Season_Invitational,Rumble Day 4,Cloud9,Royal Never Give Up,1 - 0,11.9,Lucian,Udyr,Varus,Morgana,Thresh,Renekton,Lee Sin,Rumble,Nautilus,Kai'Sa,Leona,Xayah,Nidalee,Gnar,Olaf,Orianna,Jayce,Zoe,Volibear,Twisted Fate,1,Top,Bot,Support,Mid,Jungle,Jungle,Support,Bot,Top,Mid
ESPORTSTMNT06/1720815,MSI,2,2021_Mid-Season_Invitational,Rumble Day 4,MAD Lions KOI,Dplus KIA,0 - 1,11.9,Renekton,Thresh,Nocturne,Varus,Tahm Kench,Lucian,Lee Sin,Kai'Sa,Udyr,Xayah,Rumble,Nautilus,Leona,Gnar,Orianna,Sett,Aatrox,Viktor,Rakan,Zoe,2,Top,Bot,Jungle,Mid,Support,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT06/1720814,MSI,2,2021_Mid-Season_Invitational,Rumble Day 4,TALON,Royal Never Give Up,0 - 1,11.9,Lucian,Udyr,Varus,Morgana,Thresh,Renekton,Rumble,Kai'Sa,Nautilus,Xayah,Leona,Lee Sin,Sett,Volibear,Nocturne,Olaf,Lillia,Jayce,Zoe,Twisted Fate,2,Jungle,Bot,Support,Top,Mid,Bot,Support,Top,Jungle,Mid
ESPORTSTMNT06/1720792,MSI,1,2021_Mid-Season_Invitational,Rumble Day 3,TALON,MAD Lions KOI,1 - 0,11.9,Senna,Renekton,Lucian,Lee Sin,Varus,Thresh,Udyr,Kai'Sa,Nautilus,Xayah,Leona,Rumble,Sylas,Wukong,Nocturne,Jayce,Gnar,Viktor,Gangplank,Orianna,1,Jungle,Bot,Support,Mid,Top,Bot,Support,Jungle,Top,Mid
ESPORTSTMNT06/1720788,MSI,2,2021_Mid-Season_Invitational,Rumble Day 3,Cloud9,Dplus KIA,0 - 1,11.9,Gnar,Thresh,Varus,Tahm Kench,Senna,Lee Sin,Renekton,Kai'Sa,Udyr,Morgana,Tristana,Nautilus,Leona,Jayce,Lucian,Syndra,Gangplank,Alistar,Orianna,Viktor,2,Top,Jungle,Bot,Support,Mid,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT06/1720778,MSI,1,2021_Mid-Season_Invitational,Rumble Day 3,Royal Never Give Up,Pentanet.GG,1 - 0,11.9,Morgana,Lucian,Renekton,Udyr,Thresh,Lee Sin,Rumble,Jayce,Nidalee,Varus,Nautilus,Leona,Sylas,Qiyana,Irelia,Kai'Sa,Tristana,Nocturne,Gragas,Akali,1,Jungle,Bot,Support,Mid,Top,Top,Jungle,Support,Bot,Mid
ESPORTSTMNT06/1720770,MSI,1,2021_Mid-Season_Invitational,Rumble Day 3,Dplus KIA,MAD Lions KOI,1 - 0,11.9,Thresh,Senna,Varus,Renekton,Lucian,Leona,Kai'Sa,Nautilus,Udyr,Morgana,Lee Sin,Tristana,Alistar,Gnar,Rell,Orianna,Viktor,Zoe,Sett,Shen,1,Bot,Jungle,Top,Mid,Support,Support,Jungle,Bot,Mid,Top
ESPORTSTMNT06/1720764,MSI,2,2021_Mid-Season_Invitational,Rumble Day 3,Royal Never Give Up,TALON,0 - 1,11.9,Thresh,Lucian,Renekton,Udyr,Senna,Varus,Kai'Sa,Nautilus,Tristana,Rumble,Leona,Morgana,Sylas,Akali,Nocturne,Galio,Lee Sin,Gnar,Viktor,Zoe,2,Bot,Jungle,Support,Top,Mid,Support,Bot,Jungle,Top,Mid
ESPORTSTMNT06/1720762,MSI,1,2021_Mid-Season_Invitational,Rumble Day 3,Cloud9,Pentanet.GG,1 - 0,11.9,Gnar,Lucian,Varus,Lee Sin,Thresh,Renekton,Udyr,Nautilus,Morgana,Senna,Tahm Kench,Samira,Sylas,Urgot,Orianna,Sion,Syndra,Jayce,Zoe,Yorick,1,Jungle,Bot,Support,Top,Mid,Support,Jungle,Bot,Mid,Top
ESPORTSTMNT06/1730852,MSI,1,2021_Mid-Season_Invitational,Rumble Day 2,MAD Lions KOI,TALON,1 - 0,11.9,Renekton,Senna,Thresh,Lucian,Lee Sin,Udyr,Rumble,Kai'Sa,Nautilus,Tristana,Leona,Morgana,Wukong,Nocturne,Sylas,Akali,Gnar,Jayce,Viktor,Galio,1,Jungle,Bot,Support,Top,Mid,Bot,Support,Jungle,Top,Mid
ESPORTSTMNT06/1730837,MSI,2,2021_Mid-Season_Invitational,Rumble Day 2,Pentanet.GG,Dplus KIA,0 - 1,11.9,Lucian,Thresh,Renekton,Varus,Sylas,Morgana,Lee Sin,Kai'Sa,Udyr,Rumble,Gnar,Jayce,Senna,Leona,Samira,Nocturne,Nautilus,Xayah,Alistar,Zoe,2,Mid,Jungle,Top,Bot,Support,Bot,Jungle,Top,Support,Mid
ESPORTSTMNT06/1730831,MSI,2,2021_Mid-Season_Invitational,Rumble Day 2,Cloud9,TALON,0 - 1,11.9,Gnar,Renekton,Varus,Tristana,Thresh,Senna,Udyr,Kai'Sa,Lee Sin,Viktor,Sett,Morgana,Kalista,Nautilus,Alistar,Blitzcrank,Leona,Kog'Maw,Lulu,Akali,2,Jungle,Mid,Top,Bot,Support,Bot,Top,Jungle,Support,Mid
ESPORTSTMNT06/1730824,MSI,2,2021_Mid-Season_Invitational,Rumble Day 2,MAD Lions KOI,Royal Never Give Up,0 - 1,11.9,Renekton,Senna,Kai'Sa,Varus,Udyr,Rumble,Morgana,Thresh,Olaf,Jinx,Tahm Kench,Aphelios,Lucian,Jayce,Viktor,Lee Sin,Gnar,Orianna,Wukong,Twisted Fate,2,Jungle,Bot,Support,Mid,Top,Support,Jungle,Bot,Top,Mid
ESPORTSTMNT06/1730818,MSI,1,2021_Mid-Season_Invitational,Rumble Day 2,Dplus KIA,Cloud9,1 - 0,11.9,Thresh,Gnar,Renekton,Varus,Lee Sin,Nautilus,Senna,Udyr,Ashe,Rumble,Tahm Kench,Lulu,Viktor,Orianna,Jayce,Nocturne,Lucian,Syndra,Sion,Karma,1,Bot,Jungle,Support,Mid,Top,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT06/1730804,MSI,2,2021_Mid-Season_Invitational,Rumble Day 2,Pentanet.GG,Royal Never Give Up,0 - 1,11.9,Lucian,Morgana,Renekton,Varus,Nautilus,Qiyana,Lee Sin,Udyr,Kog'Maw,Aphelios,Lulu,Karma,Rumble,Sett,Urgot,Orianna,Jayce,Sion,Olaf,Sylas,2,Mid,Bot,Support,Top,Jungle,Jungle,Bot,Support,Top,Mid
ESPORTSTMNT06/1720699,MSI,2,2021_Mid-Season_Invitational,Rumble Day 1,Cloud9,MAD Lions KOI,0 - 1,11.9,Gnar,Renekton,Varus,Lee Sin,Thresh,Senna,Rumble,Kai'Sa,Lucian,Kalista,Nautilus,Udyr,Viktor,Karma,Tristana,Alistar,Leona,Sion,Kindred,Sylas,2,Jungle,Bot,Support,Top,Mid,Bot,Mid,Jungle,Support,Top
ESPORTSTMNT06/1720693,MSI,1,2021_Mid-Season_Invitational,Rumble Day 1,TALON,Pentanet.GG,1 - 0,11.9,Lee Sin,Renekton,Nidalee,Lucian,Urgot,Gnar,Udyr,Kai'Sa,Morgana,Thresh,Aphelios,Nautilus,Jayce,Nocturne,Sett,Qiyana,Sion,Aatrox,Sylas,Zed,1,Jungle,Support,Bot,Top,Mid,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT06/1720687,MSI,1,2021_Mid-Season_Invitational,Rumble Day 1,Royal Never Give Up,Cloud9,1 - 0,11.9,Senna,Gnar,Renekton,Varus,Thresh,Nautilus,Udyr,Lee Sin,Tristana,Lucian,Kai'Sa,Morgana,Leona,Alistar,Sett,Galio,Rell,Gragas,Orianna,Malphite,1,Jungle,Top,Bot,Support,Mid,Mid,Bot,Jungle,Support,Top
ESPORTSTMNT06/1720682,MSI,2,2021_Mid-Season_Invitational,Rumble Day 1,TALON,Dplus KIA,0 - 1,11.9,Senna,Thresh,Lee Sin,Varus,Lucian,Renekton,Udyr,Kai'Sa,Morgana,Gnar,Tristana,Sion,Orianna,Nautilus,Zoe,Alistar,Leona,Akali,Rakan,Sylas,2,Jungle,Top,Bot,Mid,Support,Bot,Jungle,Top,Support,Mid
ESPORTSTMNT06/1720677,MSI,1,2021_Mid-Season_Invitational,Rumble Day 1,MAD Lions KOI,Pentanet.GG,1 - 0,11.9,Renekton,Lucian,Thresh,Lee Sin,Fiddlesticks,Senna,Rumble,Kai'Sa,Udyr,Orianna,Gnar,Urgot,Tristana,Viktor,Lulu,Nautilus,Kassadin,Vayne,Leona,Galio,1,Jungle,Mid,Top,Bot,Support,Bot,Jungle,Top,Mid,Support
ESPORTSTMNT06/1720675,MSI,2,2021_Mid-Season_Invitational,Rumble Day 1,Dplus KIA,Royal Never Give Up,0 - 1,11.9,Renekton,Senna,Thresh,Morgana,Varus,Rumble,Udyr,Kai'Sa,Nautilus,Tristana,Lucian,Olaf,Leona,Viktor,Alistar,Lee Sin,Gragas,Sett,Sion,Orianna,2,Jungle,Bot,Mid,Support,Top,Bot,Support,Jungle,Top,Mid
ESPORTSTMNT06/1720502,MSI,2,2021_Mid-Season_Invitational,Groups Tiebreakers,Unicorns of Love.CIS,Pentanet.GG,0 - 1,11.9,Udyr,Nidalee,Urgot,Rumble,Amumu,Morgana,Gnar,Jayce,Nautilus,Alistar,Kai'Sa,Xayah,Sylas,Orianna,Syndra,Ryze,Karthus,Kha'Zix,Viktor,Lee Sin,2,Top,Support,Bot,Jungle,Mid,Top,Support,Bot,Jungle,Mid
ESPORTSTMNT06/1730643,MSI,2,2021_Mid-Season_Invitational,Groups Day 6,INFINITY,Cloud9,0 - 1,11.9,Lee Sin,Gnar,Renekton,Udyr,Tahm Kench,Zoe,Morgana,Varus,Thresh,Kalista,Nautilus,Rumble,Viktor,Jayce,Orianna,Irelia,Lucian,Syndra,Gangplank,Sion,2,Jungle,Bot,Support,Mid,Top,Bot,Support,Jungle,Mid,Top
ESPORTSTMNT06/1730637,MSI,2,2021_Mid-Season_Invitational,Groups Day 6,DetonatioN FocusMe,Dplus KIA,0 - 1,11.9,Senna,Urgot,Thresh,Morgana,Varus,Renekton,Udyr,Kai'Sa,Gnar,Tristana,Nocturne,Nautilus,Leona,Viktor,Alistar,Sylas,Diana,Sett,Syndra,Yasuo,2,Jungle,Bot,Top,Support,Mid,Bot,Top,Support,Jungle,Mid
ESPORTSTMNT06/1730628,MSI,1,2021_Mid-Season_Invitational,Groups Day 6,Cloud9,DetonatioN FocusMe,1 - 0,11.9,Gnar,Senna,Urgot,Lee Sin,Udyr,Renekton,Morgana,Rumble,Tristana,Kai'Sa,Nautilus,Alistar,Sylas,Nocturne,Lucian,Jayce,Zoe,Yone,Sion,Sett,1,Jungle,Bot,Support,Mid,Top,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT06/1730621,MSI,1,2021_Mid-Season_Invitational,Groups Day 6,Dplus KIA,INFINITY,1 - 0,11.9,Thresh,Senna,Lee Sin,Varus,Morgana,Renekton,Kai'Sa,Rumble,Nautilus,Udyr,Gnar,Tristana,Leona,Lucian,Sett,Nocturne,Zoe,Rell,Orianna,Jayce,1,Bot,Jungle,Top,Support,Mid,Jungle,Support,Bot,Mid,Top
ESPORTSTMNT06/1730615,MSI,1,2021_Mid-Season_Invitational,Groups Day 6,DetonatioN FocusMe,INFINITY,1 - 0,11.9,Thresh,Renekton,Xayah,Rumble,Zoe,Morgana,Udyr,Lee Sin,Kai'Sa,Tristana,Gnar,Volibear,Ryze,Sylas,Sett,Viktor,Syndra,LeBlanc,Alistar,Nautilus,1,Jungle,Bot,Top,Mid,Support,Top,Bot,Jungle,Mid,Support
ESPORTSTMNT06/1730604,MSI,1,2021_Mid-Season_Invitational,Groups Day 6,Cloud9,Dplus KIA,1 - 0,11.9,Gnar,Thresh,Varus,Morgana,Renekton,Senna,Lee Sin,Kai'Sa,Rumble,Udyr,Tristana,Nautilus,Leona,Nocturne,Kalista,Sett,Jayce,Alistar,Viktor,Sylas,1,Top,Jungle,Bot,Support,Mid,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT06/1720577,MSI,2,2021_Mid-Season_Invitational,Groups Day 5,TALON,MAD Lions KOI,0 - 1,11.9,Senna,Renekton,Lee Sin,Thresh,Varus,Zoe,Rumble,Lucian,Kai'Sa,Tristana,Leona,Morgana,Viktor,Wukong,Nocturne,Alistar,Jayce,Syndra,Sion,Nautilus,2,Jungle,Bot,Support,Mid,Top,Mid,Bot,Jungle,Top,Support
ESPORTSTMNT06/1720572,MSI,1,2021_Mid-Season_Invitational,Groups Day 5,paiN Gaming,İstanbul Wildcats,1 - 0,11.9,Senna,Morgana,Kai'Sa,Rumble,Lee Sin,Draven,Udyr,Renekton,Volibear,Thresh,Zoe,Orianna,Gnar,Nautilus,Varus,Samira,Kalista,Jinx,Sett,Blitzcrank,1,Jungle,Support,Mid,Bot,Top,Top,Jungle,Mid,Bot,Support
ESPORTSTMNT06/1720551,MSI,2,2021_Mid-Season_Invitational,Groups Day 5,paiN Gaming,MAD Lions KOI,0 - 1,11.9,Senna,Draven,Tristana,Thresh,Kai'Sa,Zoe,Renekton,Rumble,Lucian,Morgana,Alistar,Gnar,Irelia,Ezreal,Wukong,Leona,Varus,Jhin,Syndra,Tahm Kench,2,Top,Jungle,Support,Bot,Mid,Jungle,Mid,Top,Bot,Support
ESPORTSTMNT06/1720536,MSI,2,2021_Mid-Season_Invitational,Groups Day 5,İstanbul Wildcats,TALON,0 - 1,11.9,Thresh,Senna,Rumble,Renekton,Morgana,Udyr,Kai'Sa,Volibear,Tristana,Olaf,Orianna,Leona,Alistar,Sylas,Rell,Zoe,Azir,Gnar,Nautilus,Jayce,2,Bot,Jungle,Mid,Top,Support,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT06/1720531,MSI,1,2021_Mid-Season_Invitational,Groups Day 5,TALON,paiN Gaming,1 - 0,11.9,Draven,Renekton,Alistar,Rumble,Camille,Morgana,Udyr,Kai'Sa,Lillia,Thresh,Aphelios,Nautilus,Sylas,Lucian,Ryze,Irelia,Gnar,Jayce,Zoe,LeBlanc,1,Jungle,Support,Bot,Top,Mid,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT06/1720520,MSI,2,2021_Mid-Season_Invitational,Groups Day 5,MAD Lions KOI,İstanbul Wildcats,0 - 1,11.9,Renekton,Morgana,Nocturne,Rumble,Udyr,Varus,Lee Sin,Volibear,Kai'Sa,Tristana,Nautilus,Orianna,Lillia,Sett,Viktor,Alistar,Leona,Olaf,Zoe,Urgot,2,Top,Bot,Support,Jungle,Mid,Jungle,Bot,Mid,Support,Top
ESPORTSTMNT06/1720497,MSI,2,2021_Mid-Season_Invitational,Groups Day 4,Pentanet.GG,Royal Never Give Up,0 - 1,11.9,Lucian,Morgana,Lee Sin,Nidalee,Leona,Varus,Rumble,Udyr,Nautilus,Alistar,Urgot,Kai'Sa,Xayah,Syndra,Tristana,Sylas,Gnar,Vayne,Orianna,Ryze,2,Jungle,Support,Top,Bot,Mid,Jungle,Support,Bot,Top,Mid
ESPORTSTMNT06/1720495,MSI,1,2021_Mid-Season_Invitational,Groups Day 4,Pentanet.GG,Unicorns of Love.CIS,1 - 0,11.9,Lucian,Udyr,Rumble,Morgana,Alistar,Varus,Nidalee,Nautilus,Kai'Sa,Galio,Samira,Nocturne,Renekton,Karthus,Urgot,Orianna,Lee Sin,Sett,Zed,Vladimir,1,Jungle,Support,Bot,Top,Mid,Support,Bot,Top,Jungle,Mid
ESPORTSTMNT06/1720486,MSI,1,2021_Mid-Season_Invitational,Groups Day 4,Royal Never Give Up,Unicorns of Love.CIS,1 - 0,11.9,Renekton,Tristana,Nocturne,Udyr,Morgana,Kai'Sa,Rumble,Varus,Nidalee,Nautilus,Kalista,Alistar,Sylas,Jayce,Lee Sin,Wukong,Gnar,Lucian,Ryze,Orianna,1,Jungle,Support,Bot,Top,Mid,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT06/1720480,MSI,1,2021_Mid-Season_Invitational,Groups Day 4,Royal Never Give Up,Pentanet.GG,1 - 0,11.9,Ahri,Lucian,Renekton,Rumble,Morgana,Udyr,Varus,Nautilus,Nidalee,Volibear,Leona,Kai'Sa,Jayce,Lee Sin,Sylas,Viktor,Urgot,Syndra,Gnar,Qiyana,1,Bot,Jungle,Support,Mid,Top,Support,Jungle,Bot,Top,Mid
ESPORTSTMNT06/1720473,MSI,1,2021_Mid-Season_Invitational,Groups Day 4,Unicorns of Love.CIS,Pentanet.GG,1 - 0,11.9,Udyr,Senna,Morgana,Nocturne,Gnar,Rumble,Nidalee,Nautilus,Renekton,Alistar,Urgot,Kai'Sa,Xayah,Diana,Varus,Fiddlesticks,Graves,Orianna,Tristana,Ahri,1,Jungle,Support,Top,Mid,Bot,Support,Top,Bot,Jungle,Mid
ESPORTSTMNT06/1720467,MSI,2,2021_Mid-Season_Invitational,Groups Day 4,Unicorns of Love.CIS,Royal Never Give Up,0 - 1,11.9,Tristana,Varus,Udyr,Senna,Lee Sin,Thresh,Rumble,Renekton,Kai'Sa,Xayah,Alistar,Morgana,Orianna,Nautilus,Gnar,Rell,Leona,Viktor,Nocturne,Sylas,2,Jungle,Bot,Support,Mid,Top,Top,Bot,Jungle,Support,Mid
