gameid,league_code,Winner,League,Phase,Blue,Red,Score,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,Winner,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5
ESPORTSTMNT03_2005906,LCK,2,LCK_2021_Season_Summer_Season,Week 3,Nongshim RedForce,BRION,0 - 2,11.12,Kalista,Nocturne,Gnar,Sett,Lucian,Akali,Lee Sin,Varus,Xin Zhao,Ezreal,Karma,Gwen,Viego,Orianna,Rumble,Nautilus,LeBlanc,Volibear,Sylas,Tahm Kench,2,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Top,Mid,Support
ESPORTSTMNT03_2005839,LCK,2,LCK_2021_Season_Summer_Season,Week 3,Nongshim RedForce,BRION,0 - 1,11.12,Kalista,Nocturne,Gnar,Sett,Lucian,Akali,Rumble,Lee Sin,Varus,Ezreal,Renekton,Gwen,Viego,LeBlanc,Karma,Azir,Orianna,Leona,Zoe,Tahm Kench,2,Jungle,Bot,Top,Support,Mid,Jungle,Bot,Top,Mid,Support
ESPORTSTMNT03_2005822,LCK,2,LCK_2021_Season_Summer_Season,Week 3,DN Freecs,Gen.G,0 - 2,11.12,Azir,Lucian,Akali,Rumble,Nocturne,Xin Zhao,Renekton,Kalista,Volibear,Nidalee,Varus,Orianna,Tahm Kench,Gragas,Rakan,Taric,Alistar,Gwen,Karma,Lee Sin,2,Mid,Jungle,Bot,Top,Support,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT03_2005781,LCK,2,LCK_2021_Season_Summer_Season,Week 3,DN Freecs,Gen.G,0 - 1,11.12,Azir,Lucian,Akali,Rumble,Nocturne,Xin Zhao,Renekton,Volibear,Kalista,Nidalee,Varus,Orianna,Tahm Kench,Gragas,Jayce,Sett,Lee Sin,Viego,Alistar,Taric,2,Mid,Jungle,Bot,Top,Support,Jungle,Bot,Mid,Top,Support
ESPORTSTMNT03_1995368,LCK,1,LCK_2021_Season_Summer_Season,Week 3,Dplus KIA,Hanwha Life Esports,2 - 1,11.12,Lucian,Viego,Akali,Varus,Lee Sin,Gnar,Renekton,Rumble,Sett,Xin Zhao,Lulu,Gwen,Senna,Kalista,Nautilus,Thresh,Karma,Ezreal,Yuumi,Vayne,1,Top,Jungle,Mid,Bot,Support,Jungle,Mid,Top,Support,Bot
ESPORTSTMNT03_1995345,LCK,1,LCK_2021_Season_Summer_Season,Week 3,Dplus KIA,Hanwha Life Esports,1 - 1,11.12,Gwen,Viego,Lucian,Varus,Akali,Renekton,Sett,Rumble,Yone,Lee Sin,Diana,Nocturne,Tahm Kench,Thresh,Rell,Kalista,Kai'Sa,Senna,Karma,Leona,1,Mid,Top,Jungle,Support,Bot,Jungle,Mid,Top,Bot,Support
ESPORTSTMNT03_2005328,LCK,2,LCK_2021_Season_Summer_Season,Week 3,Dplus KIA,Hanwha Life Esports,0 - 1,11.12,Gwen,Viego,Lucian,Varus,Akali,Renekton,Sett,Rumble,Lee Sin,Diana,Ezreal,Kalista,Jayce,Nautilus,Gnar,Nocturne,Yone,Leona,Ryze,Galio,2,Top,Jungle,Bot,Support,Mid,Jungle,Top,Bot,Mid,Support
ESPORTSTMNT03_1995310,LCK,2,LCK_2021_Season_Summer_Season,Week 3,DRX,KT Rolster,0 - 2,11.12,Lee Sin,Xin Zhao,Ezreal,Akali,Lucian,Renekton,Rumble,Sett,Varus,Viego,Jhin,Diana,Nocturne,Gwen,Leona,Tahm Kench,Thresh,Ryze,Nautilus,Kennen,2,Jungle,Top,Bot,Mid,Support,Mid,Bot,Jungle,Support,Top
ESPORTSTMNT03_1995279,LCK,1,LCK_2021_Season_Summer_Season,Week 3,KT Rolster,DRX,1 - 0,11.12,Xin Zhao,Lee Sin,Jinx,Lucian,Akali,Renekton,Rumble,Viego,Nocturne,Sett,Ezreal,Diana,Leona,Varus,Karma,Tahm Kench,Kai'Sa,Braum,Gwen,Rakan,1,Jungle,Mid,Bot,Support,Top,Top,Mid,Jungle,Bot,Support
ESPORTSTMNT03_1994789,LCK,2,LCK_2021_Season_Summer_Season,Week 3,T1,Nongshim RedForce,0 - 2,11.12,Varus,Kalista,Akali,Lee Sin,Lucian,Ezreal,Rumble,Sett,Nocturne,Renekton,Viego,Diana,Senna,Tristana,Tahm Kench,Karma,Leona,Jinx,Thresh,Kai'Sa,2,Jungle,Mid,Top,Bot,Support,Mid,Top,Jungle,Support,Bot
ESPORTSTMNT03_1994717,LCK,2,LCK_2021_Season_Summer_Season,Week 3,T1,Nongshim RedForce,0 - 1,11.12,Akali,Kalista,Renekton,Lee Sin,No_ban,Ezreal,Lucian,Varus,Rumble,Senna,Sett,Nocturne,Diana,Karma,Volibear,Wukong,Tahm Kench,Azir,Gragas,Sylas,2,Top,Bot,Support,Mid,Jungle,Bot,Jungle,Top,Support,Mid
ESPORTSTMNT03_1994706,LCK,2,LCK_2021_Season_Summer_Season,Week 3,Liiv SANDBOX,Gen.G,1 - 2,11.12,Kalista,Lucian,Varus,Ezreal,Azir,Akali,Renekton,Sett,Jinx,Rumble,Thresh,Diana,Aphelios,Tahm Kench,Jhin,Leona,Lee Sin,Kog'Maw,Gnar,Braum,2,Mid,Jungle,Support,Bot,Top,Mid,Bot,Jungle,Top,Support
ESPORTSTMNT03_1994703,LCK,2,LCK_2021_Season_Summer_Season,Week 3,Liiv SANDBOX,Gen.G,1 - 1,11.12,Kalista,Lucian,Varus,Ezreal,Lulu,Akali,Renekton,Jinx,Volibear,Rumble,Sett,Azir,Jhin,Thresh,Leona,Gnar,Tahm Kench,Rakan,Kai'Sa,Lee Sin,2,Top,Jungle,Mid,Support,Bot,Bot,Jungle,Mid,Support,Top
ESPORTSTMNT03_1994661,LCK,1,LCK_2021_Season_Summer_Season,Week 3,Liiv SANDBOX,Gen.G,1 - 0,11.12,Kalista,Renekton,Varus,Ezreal,Lulu,Akali,Lucian,Jinx,Rumble,Diana,Sett,Thresh,Tahm Kench,Nocturne,Kai'Sa,Azir,Lee Sin,Jhin,Leona,Viego,1,Mid,Jungle,Top,Bot,Support,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT03_2003900,LCK,1,LCK_2021_Season_Summer_Season,Week 3,BRION,Dplus KIA,2 - 1,11.12,Viego,Xin Zhao,Lee Sin,Lucian,Sett,Renekton,Rumble,Akali,Volibear,Gnar,Kalista,Varus,Nocturne,Jayce,Twisted Fate,Tahm Kench,Thresh,LeBlanc,Gragas,Gangplank,1,Jungle,Top,Bot,Mid,Support,Mid,Jungle,Bot,Support,Top
ESPORTSTMNT03_2003878,LCK,1,LCK_2021_Season_Summer_Season,Week 3,Dplus KIA,BRION,1 - 1,11.12,Lucian,Viego,Renekton,Lee Sin,Nocturne,Akali,Sett,Xin Zhao,Kalista,Rumble,Varus,Gnar,Jayce,Leona,Tahm Kench,Lulu,Azir,Sylas,Qiyana,Rakan,1,Support,Jungle,Bot,Top,Mid,Jungle,Bot,Top,Mid,Support
ESPORTSTMNT03_2003841,LCK,2,LCK_2021_Season_Summer_Season,Week 3,Dplus KIA,BRION,0 - 1,11.12,Lucian,Viego,Renekton,Lee Sin,Nocturne,Akali,Rumble,Sett,Xin Zhao,Ezreal,Gnar,Kalista,Alistar,Sylas,Leona,Lulu,Azir,Ryze,Nautilus,Gwen,2,Jungle,Bot,Top,Mid,Support,Support,Jungle,Bot,Mid,Top
ESPORTSTMNT03_2003820,LCK,1,LCK_2021_Season_Summer_Season,Week 3,DN Freecs,Hanwha Life Esports,2 - 0,11.12,Akali,Lucian,Sylas,Xin Zhao,Lee Sin,Renekton,Rumble,Varus,Gwen,Sett,Ezreal,Thresh,Jayce,Azir,Nocturne,Udyr,Hecarim,Rakan,Kennen,Ryze,1,Jungle,Mid,Bot,Support,Top,Bot,Top,Support,Jungle,Mid
ESPORTSTMNT03_2003767,LCK,2,LCK_2021_Season_Summer_Season,Week 3,Hanwha Life Esports,DN Freecs,0 - 1,11.12,Udyr,Rumble,Renekton,Lucian,Varus,Lee Sin,Akali,Lulu,Xin Zhao,Ezreal,Karma,Kalista,Olaf,Nautilus,Sylas,Jayce,Rakan,Hecarim,Ryze,Gangplank,2,Top,Bot,Support,Jungle,Mid,Mid,Jungle,Bot,Support,Top
ESPORTSTMNT02_1960638,LCK,1,LCK_2021_Season_Summer_Season,Week 2,Hanwha Life Esports,BRION,2 - 1,11.11,Varus,Renekton,Azir,Akali,Nocturne,Lucian,Lee Sin,Rumble,Gnar,Sylas,Viego,Ezreal,Senna,Karma,Thresh,Bard,Orianna,Kalista,Rakan,Leona,1,Jungle,Mid,Top,Bot,Support,Jungle,Top,Bot,Mid,Support
ESPORTSTMNT02_1960637,LCK,1,LCK_2021_Season_Summer_Season,Week 2,BRION,Hanwha Life Esports,1 - 1,11.11,Renekton,Lucian,Akali,Nocturne,Gwen,Thresh,Rumble,Sett,Diana,Varus,Tahm Kench,Ezreal,Lee Sin,Yuumi,Udyr,Rakan,Karma,Gnar,Azir,Viego,1,Jungle,Bot,Support,Top,Mid,Mid,Jungle,Bot,Support,Top
ESPORTSTMNT02_1960609,LCK,2,LCK_2021_Season_Summer_Season,Week 2,BRION,Hanwha Life Esports,0 - 1,11.11,Renekton,Lucian,Diana,Nocturne,Akali,Rumble,Udyr,Lee Sin,Gwen,Kalista,Sett,Galio,Gnar,Viego,Thresh,Tahm Kench,Kai'Sa,Orianna,Gragas,Nautilus,2,Jungle,Bot,Top,Mid,Support,Jungle,Top,Mid,Bot,Support
ESPORTSTMNT02_1970597,LCK,2,LCK_2021_Season_Summer_Season,Week 2,T1,Liiv SANDBOX,0 - 2,11.11,Akali,Kalista,Renekton,Varus,Lucian,Ezreal,Lee Sin,Rumble,Thresh,Senna,Tahm Kench,Jinx,Diana,Sett,Gragas,Gnar,Jayce,Azir,Volibear,Wukong,2,Top,Bot,Support,Mid,Jungle,Jungle,Support,Bot,Mid,Top
ESPORTSTMNT02_1970582,LCK,1,LCK_2021_Season_Summer_Season,Week 2,Liiv SANDBOX,T1,1 - 0,11.11,Karma,Lucian,Kalista,Renekton,Varus,Akali,Ezreal,Lee Sin,Diana,Udyr,Gnar,Senna,Leona,Tahm Kench,Alistar,Azir,Jayce,Sett,Gragas,Lulu,1,Bot,Jungle,Top,Mid,Support,Support,Jungle,Bot,Top,Mid
ESPORTSTMNT02_1960496,LCK,2,LCK_2021_Season_Summer_Season,Week 2,KT Rolster,DN Freecs,1 - 2,11.11,Karma,Akali,Kalista,Lucian,Renekton,Rumble,Lee Sin,Sett,Varus,Senna,Diana,Udyr,Nautilus,Thresh,Sylas,Jayce,Tahm Kench,Gnar,Nocturne,Gwen,2,Bot,Support,Jungle,Top,Mid,Mid,Bot,Jungle,Support,Top
ESPORTSTMNT02_1960494,LCK,1,LCK_2021_Season_Summer_Season,Week 2,DN Freecs,KT Rolster,1 - 1,11.11,Sylas,Karma,Akali,Renekton,Lee Sin,Lucian,Rumble,Nocturne,Ezreal,Kalista,Sett,Diana,Gragas,Leona,Orianna,Viego,Jayce,Gwen,Alistar,Braum,1,Jungle,Bot,Mid,Top,Support,Mid,Bot,Jungle,Top,Support
ESPORTSTMNT02_1970542,LCK,2,LCK_2021_Season_Summer_Season,Week 2,DN Freecs,KT Rolster,0 - 1,11.11,Sylas,Karma,Akali,Renekton,Lee Sin,Lucian,Rumble,Ezreal,Nocturne,Kalista,Gragas,Diana,Orianna,Braum,Jayce,Viego,Leona,Camille,Xin Zhao,Sett,2,Mid,Bot,Support,Top,Jungle,Bot,Top,Jungle,Support,Mid
ESPORTSTMNT02_1970536,LCK,2,LCK_2021_Season_Summer_Season,Week 2,DRX,Dplus KIA,0 - 2,11.11,Karma,Akali,Lucian,Lulu,Renekton,Tahm Kench,Nocturne,Sett,Rumble,Ezreal,Diana,Kai'Sa,Leona,Nautilus,Rakan,Gnar,Rell,Alistar,Viego,Lee Sin,2,Top,Bot,Jungle,Support,Mid,Mid,Jungle,Bot,Support,Top
ESPORTSTMNT02_1970528,LCK,1,LCK_2021_Season_Summer_Season,Week 2,Dplus KIA,DRX,1 - 0,11.11,Lulu,Karma,Lucian,Kalista,Renekton,Gangplank,Akali,Rumble,Varus,Ezreal,Volibear,Sett,Rakan,Twisted Fate,Bard,Nocturne,Tahm Kench,Viego,Yuumi,Orianna,1,Mid,Bot,Jungle,Top,Support,Jungle,Bot,Top,Support,Mid
ESPORTSTMNT02_1970496,LCK,2,LCK_2021_Season_Summer_Season,Week 2,Nongshim RedForce,Gen.G,1 - 2,11.11,Kalista,Rumble,Nocturne,Ezreal,Udyr,Akali,Renekton,Volibear,Varus,Nidalee,Azir,Syndra,Kai'Sa,Nautilus,Thresh,Leona,Tahm Kench,Karma,Tristana,Gnar,2,Top,Jungle,Mid,Support,Bot,Jungle,Bot,Mid,Support,Top
ESPORTSTMNT02_1970491,LCK,1,LCK_2021_Season_Summer_Season,Week 2,Nongshim RedForce,Gen.G,1 - 1,11.11,Kalista,Rumble,Akali,Ezreal,Nocturne,Renekton,Udyr,Sett,Diana,Varus,Gnar,Lee Sin,Sylas,Kai'Sa,Nautilus,Yasuo,Lulu,Karma,Azir,Kog'Maw,1,Jungle,Bot,Top,Support,Mid,Mid,Jungle,Top,Support,Bot
ESPORTSTMNT02_1970433,LCK,2,LCK_2021_Season_Summer_Season,Week 2,Nongshim RedForce,Gen.G,0 - 1,11.11,Volibear,Rumble,Akali,Ezreal,Nocturne,Renekton,Udyr,Sett,Diana,Varus,Viego,Kalista,Sylas,Azir,Gwen,Yasuo,Lee Sin,Alistar,Zoe,Gragas,2,Jungle,Bot,Top,Support,Mid,Mid,Jungle,Bot,Top,Support
ESPORTSTMNT02_1970431,LCK,2,LCK_2021_Season_Summer_Season,Week 2,Hanwha Life Esports,Liiv SANDBOX,0 - 2,11.11,Renekton,Karma,Udyr,Lulu,Lucian,Akali,Rumble,Diana,Sett,Lee Sin,Ryze,Gnar,Kalista,Ezreal,Varus,Alistar,Thresh,Senna,Tahm Kench,Jinx,2,Jungle,Top,Mid,Bot,Support,Jungle,Mid,Top,Support,Bot
ESPORTSTMNT02_1970376,LCK,1,LCK_2021_Season_Summer_Season,Week 2,Liiv SANDBOX,Hanwha Life Esports,1 - 0,11.11,Karma,Lucian,Lulu,Rumble,Akali,Nocturne,Renekton,Gwen,Ezreal,Udyr,Orianna,Lee Sin,Thresh,Gnar,Varus,Leona,Galio,Vayne,Rakan,Yuumi,1,Top,Jungle,Mid,Bot,Support,Top,Bot,Jungle,Mid,Support
ESPORTSTMNT02_1960276,LCK,2,LCK_2021_Season_Summer_Season,Week 2,DN Freecs,Dplus KIA,0 - 2,11.11,Ezreal,Lucian,Akali,Renekton,Lee Sin,Tahm Kench,Karma,Kalista,Rumble,Udyr,Varus,Sett,Orianna,Nocturne,Twisted Fate,Viego,Nautilus,Viktor,Gnar,Ryze,2,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Top,Support,Mid
ESPORTSTMNT02_1970315,LCK,1,LCK_2021_Season_Summer_Season,Week 2,Dplus KIA,DN Freecs,1 - 0,11.11,Senna,Lucian,Akali,Udyr,Karma,Renekton,Rumble,Lee Sin,Varus,Sett,Ezreal,Thresh,Nocturne,Orianna,Sylas,Twisted Fate,Viktor,Viego,Leona,Gwen,1,Jungle,Top,Bot,Mid,Support,Jungle,Bot,Support,Mid,Top
ESPORTSTMNT02_1970312,LCK,2,LCK_2021_Season_Summer_Season,Week 2,BRION,T1,0 - 2,11.11,Karma,Lucian,Tahm Kench,Renekton,Lee Sin,Kalista,Akali,Ezreal,Twisted Fate,Varus,Nocturne,Jayce,Wukong,Rumble,Thresh,Volibear,Leona,Udyr,Braum,Nidalee,2,Top,Bot,Mid,Jungle,Support,Bot,Mid,Top,Support,Jungle
ESPORTSTMNT02_1970285,LCK,1,LCK_2021_Season_Summer_Season,Week 2,T1,BRION,1 - 0,11.11,Gnar,Karma,Akali,Lee Sin,Renekton,Gwen,Lucian,Nocturne,Rumble,Senna,Tahm Kench,Varus,Jayce,Leona,Udyr,Wukong,Thresh,Volibear,Azir,Diana,1,Top,Bot,Support,Jungle,Mid,Mid,Top,Bot,Support,Jungle
ESPORTSTMNT02_1960150,LCK,2,LCK_2021_Season_Summer_Season,Week 2,KT Rolster,Gen.G,1 - 2,11.11,Kalista,Rumble,Volibear,Renekton,Akali,Tahm Kench,Udyr,Nocturne,Ezreal,Thresh,Lee Sin,Diana,Sylas,Braum,Varus,Sett,Azir,Jinx,Orianna,Rakan,2,Jungle,Support,Top,Bot,Mid,Top,Bot,Jungle,Mid,Support
ESPORTSTMNT02_1960144,LCK,1,LCK_2021_Season_Summer_Season,Week 2,KT Rolster,Gen.G,1 - 1,11.11,Kalista,Rumble,Volibear,Lucian,Akali,Renekton,Udyr,Nocturne,Ezreal,Tahm Kench,Lee Sin,Diana,Varus,Sett,Senna,Braum,Karma,Jinx,Sylas,Viego,1,Jungle,Support,Top,Bot,Mid,Top,Bot,Jungle,Support,Mid
ESPORTSTMNT02_1960124,LCK,2,LCK_2021_Season_Summer_Season,Week 2,KT Rolster,Gen.G,0 - 1,11.11,Kalista,Lucian,Volibear,Rumble,Akali,Renekton,Udyr,Ezreal,Nocturne,Lee Sin,Kai'Sa,Diana,Sylas,Braum,Gwen,Azir,Leona,Galio,Sett,Orianna,2,Jungle,Top,Bot,Support,Mid,Bot,Top,Jungle,Support,Mid
ESPORTSTMNT02_1960114,LCK,1,LCK_2021_Season_Summer_Season,Week 2,Nongshim RedForce,DRX,2 - 1,11.11,Varus,Lucian,Lulu,Karma,Lee Sin,Renekton,Akali,Jinx,Udyr,Nocturne,Ezreal,Tahm Kench,Yuumi,Twisted Fate,Bard,Sylas,Jayce,Soraka,Rumble,Gwen,1,Mid,Top,Bot,Support,Jungle,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT02_1960107,LCK,1,LCK_2021_Season_Summer_Season,Week 2,DRX,Nongshim RedForce,1 - 1,11.11,Karma,Renekton,Viego,Lulu,Lucian,Udyr,Rumble,Nocturne,Ezreal,Akali,Varus,Twisted Fate,Tahm Kench,Sett,Thresh,Gwen,Leona,Braum,Lee Sin,Gnar,1,Jungle,Mid,Bot,Support,Top,Jungle,Bot,Mid,Support,Top
ESPORTSTMNT02_1960092,LCK,1,LCK_2021_Season_Summer_Season,Week 2,Nongshim RedForce,DRX,1 - 0,11.11,Akali,Karma,Lulu,Renekton,Lee Sin,Lucian,Nocturne,Varus,Udyr,Rumble,Ezreal,Tahm Kench,Bard,Gnar,Rakan,Seraphine,Gwen,Soraka,Sett,Orianna,1,Top,Jungle,Bot,Support,Mid,Bot,Jungle,Support,Top,Mid
ESPORTSTMNT02_1937967,LCK,1,LCK_2021_Season_Summer_Season,Week 1,DN Freecs,DRX,2 - 0,11.11,Lulu,Renekton,Nocturne,Karma,Akali,Tahm Kench,Lucian,Kindred,Jinx,Varus,Lee Sin,Gwen,Kennen,Thresh,Ryze,Irelia,Leona,Orianna,Braum,Viktor,1,Top,Bot,Jungle,Mid,Support,Jungle,Bot,Top,Support,Mid
ESPORTSTMNT02_1937910,LCK,2,LCK_2021_Season_Summer_Season,Week 1,DRX,DN Freecs,0 - 1,11.11,Akali,Lulu,Gwen,Nocturne,Lucian,Lee Sin,Renekton,Karma,Udyr,Nidalee,Nautilus,Ezreal,Kalista,Jayce,Kai'Sa,Gnar,Orianna,Varus,Sett,Gangplank,2,Top,Jungle,Support,Bot,Mid,Support,Jungle,Bot,Mid,Top
ESPORTSTMNT02_1937908,LCK,2,LCK_2021_Season_Summer_Season,Week 1,Dplus KIA,KT Rolster,0 - 2,11.11,Ezreal,Lucian,Gwen,Renekton,Lee Sin,Rumble,Karma,Senna,Udyr,Viego,Varus,Tahm Kench,Rell,Irelia,Gnar,Twisted Fate,Akali,Gangplank,Rakan,Jayce,2,Mid,Jungle,Bot,Top,Support,Bot,Jungle,Support,Mid,Top
ESPORTSTMNT02_1937860,LCK,1,LCK_2021_Season_Summer_Season,Week 1,KT Rolster,Dplus KIA,1 - 0,11.11,Karma,Ezreal,Senna,Lucian,Renekton,Thresh,Rumble,Kai'Sa,Nocturne,Varus,Tahm Kench,Akali,Gwen,Gnar,Jayce,Rell,Leona,Lee Sin,Sylas,Diana,1,Jungle,Bot,Support,Top,Mid,Bot,Top,Mid,Support,Jungle
ESPORTSTMNT02_1937482,LCK,2,LCK_2021_Season_Summer_Season,Week 1,Hanwha Life Esports,Gen.G,0 - 2,11.11,Lulu,Varus,Kalista,Renekton,Ezreal,Lucian,Karma,Nocturne,Akali,Rumble,Sett,Kai'Sa,Twisted Fate,Nautilus,Caitlyn,Leona,Rakan,Gnar,Xayah,Volibear,2,Support,Jungle,Mid,Top,Bot,Top,Mid,Bot,Support,Jungle
ESPORTSTMNT02_1937455,LCK,2,LCK_2021_Season_Summer_Season,Week 1,Hanwha Life Esports,Gen.G,0 - 1,11.11,Azir,Varus,Kalista,Lucian,Ezreal,Renekton,Karma,Akali,Lulu,Rumble,Sett,Kog'Maw,Rakan,Gnar,Nautilus,Lee Sin,Nocturne,Caitlyn,Twisted Fate,Volibear,2,Support,Jungle,Top,Bot,Mid,Mid,Support,Bot,Top,Jungle
ESPORTSTMNT02_1937449,LCK,2,LCK_2021_Season_Summer_Season,Week 1,Liiv SANDBOX,Nongshim RedForce,1 - 2,11.11,Karma,Renekton,Sett,Lucian,Akali,Ezreal,Udyr,Thresh,Rumble,Lee Sin,Leona,Jinx,Varus,Gnar,Orianna,Nocturne,Viego,Kai'Sa,Azir,Zoe,2,Jungle,Top,Support,Bot,Mid,Support,Jungle,Bot,Top,Mid
ESPORTSTMNT02_1937446,LCK,1,LCK_2021_Season_Summer_Season,Week 1,Nongshim RedForce,Liiv SANDBOX,1 - 1,11.11,Akali,Karma,Udyr,Renekton,Diana,Rumble,Ezreal,Lucian,Thresh,Nidalee,Sett,Jinx,Leona,Lillia,Alistar,Gwen,Gnar,Nautilus,Wukong,Gragas,1,Bot,Jungle,Mid,Support,Top,Mid,Support,Bot,Top,Jungle
ESPORTSTMNT02_1937428,LCK,2,LCK_2021_Season_Summer_Season,Week 1,Nongshim RedForce,Liiv SANDBOX,0 - 1,11.11,Lee Sin,Karma,Udyr,Renekton,Akali,Gnar,Rumble,Lucian,Ezreal,Thresh,Jinx,Diana,Aatrox,Sett,Nocturne,Jayce,Leona,Wukong,Yone,Camille,2,Jungle,Support,Bot,Top,Mid,Mid,Bot,Jungle,Support,Top
ESPORTSTMNT02_1927565,LCK,1,LCK_2021_Season_Summer_Season,Week 1,Dplus KIA,T1,2 - 1,11.11,Gwen,Renekton,Ezreal,Senna,Lee Sin,Lucian,Karma,Sett,Rumble,Xin Zhao,Kai'Sa,Kalista,Lulu,Twisted Fate,Zoe,Gragas,Leona,Akali,Rell,Jayce,1,Mid,Jungle,Bot,Top,Support,Top,Jungle,Bot,Support,Mid
ESPORTSTMNT02_1927548,LCK,1,LCK_2021_Season_Summer_Season,Week 1,T1,Dplus KIA,1 - 1,11.11,Senna,Ezreal,Tahm Kench,Thresh,Renekton,Lucian,Lee Sin,Nocturne,Rumble,Gwen,Kalista,Kai'Sa,Sett,Leona,Nautilus,Akali,Alistar,Sejuani,Gragas,Sylas,1,Mid,Top,Bot,Jungle,Support,Jungle,Top,Bot,Support,Mid
ESPORTSTMNT02_1927485,LCK,1,LCK_2021_Season_Summer_Season,Week 1,Dplus KIA,T1,1 - 0,11.11,Gwen,Renekton,Ezreal,Tahm Kench,Lee Sin,No_ban,Lucian,Kalista,Rumble,Senna,Sett,Gnar,Nidalee,Azir,Udyr,Leona,Gragas,Diana,Jayce,Akali,1,Mid,Bot,Support,Jungle,Top,Bot,Jungle,Top,Support,Mid
ESPORTSTMNT02_1927478,LCK,2,LCK_2021_Season_Summer_Season,Week 1,BRION,DN Freecs,1 - 2,11.11,Karma,Lucian,Senna,Nocturne,Lee Sin,Akali,Renekton,Udyr,Varus,Rumble,Gnar,Jayce,Ezreal,Orianna,Kalista,Ryze,Viktor,Tristana,Alistar,Tahm Kench,2,Mid,Jungle,Top,Bot,Support,Jungle,Bot,Top,Mid,Support
ESPORTSTMNT02_1927434,LCK,1,LCK_2021_Season_Summer_Season,Week 1,DN Freecs,BRION,1 - 1,11.11,Gnar,Karma,Lucian,Udyr,Nocturne,Renekton,Lee Sin,Rumble,Kalista,Senna,Tahm Kench,Sett,Ryze,Gragas,Twisted Fate,Akali,Leona,Gwen,Orianna,Zoe,1,Jungle,Bot,Support,Top,Mid,Jungle,Bot,Top,Support,Mid
ESPORTSTMNT02_1927373,LCK,2,LCK_2021_Season_Summer_Season,Week 1,DN Freecs,BRION,0 - 1,11.11,Gnar,Karma,Lucian,Udyr,Nocturne,Renekton,Lee Sin,Rumble,Kalista,Senna,Tahm Kench,Sett,Akali,Gragas,Ryze,Gwen,Leona,Camille,Twisted Fate,Orianna,2,Jungle,Bot,Support,Top,Mid,Jungle,Bot,Top,Support,Mid
ESPORTSTMNT02_1926968,LCK,1,LCK_2021_Season_Summer_Season,Week 1,Gen.G,DRX,2 - 1,11.11,Rumble,Kalista,Akali,Olaf,Renekton,Karma,Udyr,Lulu,Xin Zhao,Jinx,Thresh,Ezreal,Twisted Fate,Gnar,Nocturne,Sylas,Yuumi,Gwen,Azir,Lucian,1,Jungle,Bot,Support,Top,Mid,Top,Jungle,Bot,Support,Mid
ESPORTSTMNT02_1926957,LCK,2,LCK_2021_Season_Summer_Season,Week 1,DRX,Gen.G,1 - 1,11.11,Kalista,Rumble,Karma,Udyr,Renekton,Lulu,Varus,Ezreal,Nocturne,Xin Zhao,Tahm Kench,Volibear,Twisted Fate,Bard,Gwen,Lee Sin,Akali,Orianna,Gnar,Braum,2,Bot,Jungle,Support,Mid,Top,Bot,Top,Jungle,Mid,Support
ESPORTSTMNT02_1936302,LCK,2,LCK_2021_Season_Summer_Season,Week 1,Gen.G,DRX,0 - 1,11.11,Rumble,Kalista,Karma,Olaf,Renekton,Lucian,Udyr,Lulu,Xin Zhao,Ezreal,Nocturne,Akali,Bard,Kog'Maw,Twisted Fate,Senna,Jinx,Nautilus,Sylas,Tahm Kench,2,Jungle,Bot,Top,Support,Mid,Top,Jungle,Mid,Bot,Support
ESPORTSTMNT02_1936296,LCK,2,LCK_2021_Season_Summer_Season,Week 1,KT Rolster,Nongshim RedForce,1 - 2,11.11,Thresh,Renekton,Akali,Lucian,Senna,Karma,Rumble,Sett,Ezreal,Nocturne,Kai'Sa,Gnar,Jayce,Diana,Nautilus,Nidalee,Leona,Galio,Irelia,Ekko,2,Jungle,Mid,Bot,Support,Top,Mid,Bot,Top,Support,Jungle
ESPORTSTMNT02_1936280,LCK,1,LCK_2021_Season_Summer_Season,Week 1,Nongshim RedForce,KT Rolster,1 - 1,11.11,Senna,Rumble,Nocturne,Renekton,Lucian,Thresh,Karma,Sett,Diana,Udyr,Ezreal,Nautilus,Twisted Fate,Kai'Sa,Jayce,Lee Sin,Varus,Gnar,Akali,Gwen,1,Support,Jungle,Bot,Top,Mid,Mid,Jungle,Support,Bot,Top
ESPORTSTMNT02_1936232,LCK,1,LCK_2021_Season_Summer_Season,Week 1,KT Rolster,Nongshim RedForce,1 - 0,11.11,Thresh,Renekton,Akali,Lucian,Karma,Nocturne,Rumble,Senna,Tahm Kench,Sett,Ezreal,Diana,Yuumi,Yasuo,Lee Sin,Gnar,Gwen,Jayce,Nautilus,Twisted Fate,1,Jungle,Mid,Bot,Top,Support,Bot,Support,Jungle,Top,Mid
